Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV,,
ACIA,Acacia Communications Inc,"5,799","3,106","8,905",19,469,305,163,,
VEEV,Veeva Systems Inc,"7,240","1,604","8,844",19,465,381,84,,
TOL,Toll Brothers Inc,"7,478","1,358","8,836",19,465,394,71,,
MCK,McKesson Corp,"1,986","6,822","8,808",19,464,105,359,,
AXON,Axovant Sciences Ltd,"5,304","3,427","8,731",19,460,279,180,,
CCJ,Cameco Corp,"5,966","2,752","8,718",19,459,314,145,,
FLT,FleetCor Technologies Inc,"5,313","3,392","8,705",19,458,280,179,,
MAR,Marriott International Inc/MD,"4,323","4,309","8,632",19,454,228,227,,
RIO,Rio Tinto PLC,"3,213","5,386","8,599",19,453,169,283,,
NTNX,Nutanix Inc,"4,553","4,008","8,561",19,451,240,211,,
WB,Weibo Corp,"5,628","2,895","8,523",19,449,296,152,,
NCR,NCR Corp,999,"7,517","8,516",19,448,53,396,,
PBF,PBF Energy Inc,"5,926","2,572","8,498",19,447,312,135,,
SUN,Sunoco LP,"5,988","2,436","8,424",19,443,315,128,,
LEA,Lear Corp,"2,862","5,530","8,392",19,442,151,291,,
EPD,Enterprise Products Partners LP,"5,584","2,805","8,389",19,442,294,148,,
YUMC,Yum China Holdings Inc,"6,954","1,430","8,384",19,441,366,75,,
KORS,Michael Kors Holdings Ltd,"5,062","3,292","8,354",19,440,266,173,,
SIG,Signet Jewelers Ltd,"5,718","2,633","8,351",19,440,301,139,,
DUK,Duke Energy Corp,"4,656","3,667","8,323",19,438,245,193,,
INVN,InvenSense Inc,"7,091","1,227","8,318",19,438,373,65,,
CP,Canadian Pacific Railway Ltd,"6,171","2,100","8,271",19,435,325,111,,
CRBP,Corbus Pharmaceuticals Holdings Inc,"4,868","3,386","8,254",19,434,256,178,,
EMR,Emerson Electric Co,"5,176","3,064","8,240",19,434,272,161,,
VMW,VMware Inc,"4,163","3,992","8,155",19,429,219,210,,
CLR,Continental Resources Inc/OK,"4,705","3,432","8,137",19,428,248,181,,
DLTR,Dollar Tree Inc,"5,463","2,661","8,124",19,428,288,140,,
HCLP,Hi-Crush Partners LP,"5,526","2,517","8,043",19,423,291,132,,
TIME,Time Inc,"2,006","5,953","7,959",19,419,106,313,,
TXMD,TherapeuticsMD Inc,"7,083",861,"7,944",19,418,373,45,,
CHTR,Charter Communications Inc,"5,340","2,578","7,918",19,417,281,136,,
TRUE,TrueCar Inc,"4,981","2,910","7,891",19,415,262,153,,
SC,Santander Consumer USA Holdings Inc,"5,372","2,478","7,850",19,413,283,130,,
AEM,Agnico Eagle Mines Ltd,"3,237","4,595","7,832",19,412,170,242,,
K,Kellogg Co,"3,986","3,838","7,824",19,412,210,202,,
RCL,Royal Caribbean Cruises Ltd,"3,036","4,749","7,785",19,410,160,250,,
HRB,H&R Block Inc,"2,528","5,257","7,785",19,410,133,277,,
UNXL,Uni-Pixel Inc,"4,739","3,040","7,779",19,409,249,160,,
SXL,Energy Transfer Partners LP,"5,027","2,725","7,752",19,408,265,143,,
HUM,Humana Inc,"3,328","4,356","7,684",19,404,175,229,,
CX,Cemex SAB de CV,"4,333","3,335","7,668",19,404,228,176,,
LEN,Lennar Corp,"6,114","1,521","7,635",19,402,322,80,,
CERN,Cerner Corp,"4,789","2,791","7,580",19,399,252,147,,
SPWR,SunPower Corp,"6,094","1,443","7,537",19,397,321,76,,
CMI,Cummins Inc,"2,621","4,900","7,521",19,396,138,258,,
PNC,PNC Financial Services Group Inc/The,"2,597","4,900","7,497",19,395,137,258,,
SGYP,Synergy Pharmaceuticals Inc,"6,992",468,"7,460",19,393,368,25,,
JCI,Johnson Controls International plc,"3,549","3,897","7,446",19,392,187,205,,
ESPR,Esperion Therapeutics Inc,"3,445","3,981","7,426",19,391,181,210,,
WSBF,Waterstone Financial Inc,"7,414",0,"7,414",19,390,390,0,,
WPX,WPX Energy Inc,"4,934","2,430","7,364",19,388,260,128,,
EW,Edwards Lifesciences Corp,"4,023","3,340","7,363",19,388,212,176,,
STNG,Scorpio Tankers Inc,"6,955",400,"7,355",19,387,366,21,,
ACN,Accenture PLC,"3,671","3,659","7,330",19,386,193,193,,
APD,Air Products & Chemicals Inc,"3,880","3,438","7,318",19,385,204,181,,
KKR,KKR & Co LP,"5,599","1,716","7,315",19,385,295,90,,
CME,CME Group Inc,"4,596","2,649","7,245",19,381,242,139,,
GOGO,Gogo Inc,"3,069","4,166","7,235",19,381,162,219,,
INFY,Infosys Ltd,"2,277","4,939","7,216",19,380,120,260,,
FTNT,Fortinet Inc,"3,044","4,049","7,093",19,373,160,213,,
DG,Dollar General Corp,"2,883","4,201","7,084",19,373,152,221,,
RSPP,RSP Permian Inc,"4,652","2,413","7,065",19,372,245,127,,
VRTX,Vertex Pharmaceuticals Inc,"5,580","1,460","7,040",19,371,294,77,,
BKD,Brookdale Senior Living Inc,"1,924","5,096","7,020",19,369,101,268,,
NAT,Nordic American Tankers Ltd,"2,274","4,744","7,018",19,369,120,250,,
TPX,Tempur Sealy International Inc,"5,788","1,128","6,916",19,364,305,59,,
CIEN,Ciena Corp,"4,207","2,692","6,899",19,363,221,142,,
AKAM,Akamai Technologies Inc,"3,897","3,002","6,899",19,363,205,158,,
ADI,Analog Devices Inc,"3,102","3,790","6,892",19,363,163,199,,
WDAY,Workday Inc,"3,902","2,942","6,844",19,360,205,155,,
WHR,Whirlpool Corp,"3,420","3,386","6,806",19,358,180,178,,
SBGL,Sibanye Gold Ltd,"3,265","3,539","6,804",19,358,172,186,,
JAZZ,Jazz Pharmaceuticals PLC,"4,795","1,969","6,764",19,356,252,104,,
GT,Goodyear Tire & Rubber Co/The,"2,809","3,952","6,761",19,356,148,208,,
KMB,Kimberly-Clark Corp,"4,217","2,517","6,734",19,354,222,132,,
INFN,Infinera Corp,"4,892","1,838","6,730",19,354,257,97,,
INCY,Incyte Corp,"4,503","2,188","6,691",19,352,237,115,,
NSC,Norfolk Southern Corp,"3,517","3,131","6,648",19,350,185,165,,
TSRO,TESARO Inc,"3,868","2,777","6,645",19,350,204,146,,
DXC,DXC Technology Co,"5,231","1,382","6,613",19,348,275,73,,
MLCO,Melco Resorts & Entertainment Ltd,"5,362","1,209","6,571",19,346,282,64,,
NLY,Annaly Capital Management Inc,"4,425","2,116","6,541",19,344,233,111,,
AZO,AutoZone Inc,"2,910","3,629","6,539",19,344,153,191,,
GERN,Geron Corp,"2,242","4,296","6,538",19,344,118,226,,
AEO,American Eagle Outfitters Inc,"4,135","2,390","6,525",19,343,218,126,,
ALXN,Alexion Pharmaceuticals Inc,"4,310","2,148","6,458",19,340,227,113,,
PBYI,Puma Biotechnology Inc,"3,138","3,311","6,449",19,339,165,174,,
PPL,PPL Corp,"5,969",479,"6,448",19,339,314,25,,
PTC,PTC Inc,"3,208","3,218","6,426",19,338,169,169,,
GRMN,Garmin Ltd,"1,739","4,634","6,373",19,335,92,244,,
RL,Ralph Lauren Corp,"2,364","3,995","6,359",19,335,124,210,,
QRVO,Qorvo Inc,"4,050","2,261","6,311",19,332,213,119,,
SM,SM Energy Co,"1,876","4,406","6,282",19,331,99,232,,
KBH,KB Home,"3,785","2,474","6,259",19,329,199,130,,
HBAN,Huntington Bancshares Inc/OH,"4,069","2,171","6,240",19,328,214,114,,
CDE,Coeur Mining Inc,"5,361",864,"6,225",19,328,282,45,,
NTAP,NetApp Inc,"4,128","2,046","6,174",19,325,217,108,,
SPG,Simon Property Group Inc,"2,008","4,166","6,174",19,325,106,219,,
W,Wayfair Inc,"2,324","3,817","6,141",19,323,122,201,,
CARA,Cara Therapeutics Inc,"4,361","1,773","6,134",19,323,230,93,,
ANET,Arista Networks Inc,"2,214","3,902","6,116",19,322,117,205,,
ETP,Energy Transfer Partners LP,"3,818","2,283","6,101",19,321,201,120,,
CYH,Community Health Systems Inc,"1,111","4,986","6,097",19,321,58,262,,
FE,FirstEnergy Corp,"4,398","1,661","6,059",19,319,231,87,,
KITE,Kite Pharma Inc,"4,149","1,880","6,029",19,317,218,99,,
TIF,Tiffany & Co,"4,249","1,761","6,010",19,316,224,93,,
DHI,DR Horton Inc,"3,753","2,230","5,983",19,315,198,117,,
JBHT,JB Hunt Transport Services Inc,577,"5,397","5,974",19,314,30,284,,
ORLY,O'Reilly Automotive Inc,"2,479","3,468","5,947",19,313,130,183,,
ARRY,Array BioPharma Inc,"4,740","1,197","5,937",19,312,249,63,,
AN,AutoNation Inc,"2,314","3,619","5,933",19,312,122,190,,
DPZ,Domino's Pizza Inc,"1,953","3,968","5,921",19,312,103,209,,
TSN,Tyson Foods Inc,"3,315","2,603","5,918",19,311,174,137,,
CONE,CyrusOne Inc,195,"5,684","5,879",19,309,10,299,,
ILMN,Illumina Inc,"2,907","2,885","5,792",19,305,153,152,,
IONS,Ionis Pharmaceuticals Inc,"3,373","2,413","5,786",19,305,178,127,,
NGD,New Gold Inc,"1,443","4,340","5,783",19,304,76,228,,
KEY,KeyCorp,"4,299","1,447","5,746",19,302,226,76,,
EMN,Eastman Chemical Co,930,"4,815","5,745",19,302,49,253,,
DEPO,Depomed Inc,"3,386","2,304","5,690",19,299,178,121,,
ETN,Eaton Corp PLC,"4,189","1,474","5,663",19,298,220,78,,
GKOS,Glaukos Corp,"3,710","1,944","5,654",19,298,195,102,,
WIX,Wix.com Ltd,"4,110","1,533","5,643",19,297,216,81,,
GLNG,Golar LNG Ltd,"5,133",500,"5,633",19,296,270,26,,
ADP,Automatic Data Processing Inc,838,"4,791","5,629",19,296,44,252,,
PAAS,Pan American Silver Corp,"3,340","2,263","5,603",19,295,176,119,,
STLD,Steel Dynamics Inc,"3,344","2,246","5,590",19,294,176,118,,
CLVS,Clovis Oncology Inc,"3,628","1,939","5,567",19,293,191,102,,
NWL,Newell Brands Inc,"4,865",632,"5,497",19,289,256,33,,
SEAS,SeaWorld Entertainment Inc,183,"5,303","5,486",19,289,10,279,,
URBN,Urban Outfitters Inc,"1,634","3,815","5,449",19,287,86,201,,
NLNK,NewLink Genetics Corp,"3,869","1,568","5,437",19,286,204,83,,
CC,Chemours Co/The,"1,958","3,474","5,432",19,286,103,183,,
TGTX,TG Therapeutics Inc,"4,732",698,"5,430",19,286,249,37,,
ARNA,Arena Pharmaceuticals Inc,"5,070",342,"5,412",19,285,267,18,,
FOE,Ferro Corp,"5,391",0,"5,391",19,284,284,0,,
SNY,Sanofi,"4,635",746,"5,381",19,283,244,39,,
BHP,BHP Billiton Ltd,"2,966","2,404","5,370",19,283,156,127,,
IRBT,iRobot Corp,"1,052","4,302","5,354",19,282,55,226,,
NOC,Northrop Grumman Corp,"1,712","3,627","5,339",19,281,90,191,,
GPOR,Gulfport Energy Corp,990,"4,326","5,316",19,280,52,228,,
MLNX,Mellanox Technologies Ltd,"1,992","3,255","5,247",19,276,105,171,,
RHT,Red Hat Inc,"3,213","2,021","5,234",19,275,169,106,,
TRN,Trinity Industries Inc,"2,935","2,296","5,231",19,275,154,121,,
LYB,LyondellBasell Industries NV,"2,723","2,502","5,225",19,275,143,132,,
PAA,Plains All American Pipeline LP,"3,516","1,703","5,219",19,275,185,90,,
OSK,Oshkosh Corp,631,"4,554","5,185",19,273,33,240,,
NBIX,Neurocrine Biosciences Inc,"3,421","1,707","5,128",19,270,180,90,,
HFC,HollyFrontier Corp,"4,000","1,101","5,101",19,268,211,58,,
WYN,Wyndham Worldwide Corp,"2,623","2,477","5,100",19,268,138,130,,
ETFC,E*TRADE Financial Corp,"3,551","1,506","5,057",19,266,187,79,,
ENB,Enbridge Inc,"4,081",962,"5,043",19,265,215,51,,
BDX,Becton Dickinson and Co,"3,072","1,960","5,032",19,265,162,103,,
BANC,Banc of California Inc,"2,534","2,483","5,017",19,264,133,131,,
VIPS,Vipshop Holdings Ltd,"3,840","1,161","5,001",19,263,202,61,,
CYTR,CytRx Corp,"4,175",816,"4,991",19,263,220,43,,
EAT,Brinker International Inc,553,"4,437","4,990",19,263,29,234,,
HCA,HCA Holdings Inc,"1,571","3,394","4,965",19,261,83,179,,
ANGI,Angie's List Inc,148,"4,815","4,963",19,261,8,253,,
AERI,Aerie Pharmaceuticals Inc,"3,995",911,"4,906",19,258,210,48,,
WATT,Energous Corp,"2,287","2,597","4,884",19,257,120,137,,
OLED,Universal Display Corp,"3,402","1,417","4,819",19,254,179,75,,
HAS,Hasbro Inc,"1,967","2,841","4,808",19,253,104,150,,
ZION,Zions Bancorporation,"2,777","2,014","4,791",19,252,146,106,,
BK,Bank of New York Mellon Corp/The,943,"3,842","4,785",19,252,50,202,,
YY,YY Inc,"3,462","1,314","4,776",19,251,182,69,,
RGLD,Royal Gold Inc,"3,052","1,718","4,770",19,251,161,90,,
NG,Novagold Resources Inc,"3,559","1,198","4,757",19,250,187,63,,
SIMO,Silicon Motion Technology Corp,"4,405",349,"4,754",19,250,232,18,,
SAGE,Sage Therapeutics Inc,"2,978","1,768","4,746",19,250,157,93,,
SYMC,Symantec Corp,"3,763",977,"4,740",19,249,198,51,,
COTY,Coty Inc,"1,049","3,682","4,731",19,249,55,194,,
HP,Helmerich & Payne Inc,"1,744","2,976","4,720",19,248,92,157,,
MDCO,Medicines Co/The,"4,062",647,"4,709",19,248,214,34,,
FLEX,Flex Ltd,"3,158","1,548","4,706",19,248,166,81,,
DATA,Tableau Software Inc,"3,405","1,296","4,701",19,247,179,68,,
NLSN,Nielsen Holdings PLC,"2,092","2,609","4,701",19,247,110,137,,
ABC,AmerisourceBergen Corp,902,"3,790","4,692",19,247,47,199,,
GSK,GlaxoSmithKline PLC,"3,028","1,625","4,653",19,245,159,86,,
BMRN,BioMarin Pharmaceutical Inc,"3,975",662,"4,637",19,244,209,35,,
INTU,Intuit Inc,"2,437","2,188","4,625",19,243,128,115,,
BPT,BP Prudhoe Bay Royalty Trust,"2,639","1,982","4,621",19,243,139,104,,
NUAN,Nuance Communications Inc,"4,022",563,"4,585",19,241,212,30,,
TOT,TOTAL SA,"3,090","1,495","4,585",19,241,163,79,,
BSBR,Banco Santander Brasil SA,775,"3,805","4,580",19,241,41,200,,
AU,AngloGold Ashanti Ltd,"2,687","1,877","4,564",19,240,141,99,,
SBGI,Sinclair Broadcast Group Inc,"3,545","1,018","4,563",19,240,187,54,,
AAXN,Axon Enterprise Inc,"3,671",881,"4,552",19,240,193,46,,
FRAC,Keane Group Inc,"3,353","1,191","4,544",19,239,176,63,,
ACAD,ACADIA Pharmaceuticals Inc,"3,294","1,246","4,540",19,239,173,66,,
ADM,Archer-Daniels-Midland Co,"2,371","2,161","4,532",19,239,125,114,,
LC,LendingClub Corp,"3,154","1,374","4,528",19,238,166,72,,
CUR,Neuralstem Inc,"1,958","2,569","4,527",19,238,103,135,,
RDSA,Royal Dutch Shell,"3,763",739,"4,502",19,237,198,39,,
ANTM,Anthem Inc,"3,636",859,"4,495",19,237,191,45,,
SO,Southern Co/The,"3,168","1,326","4,494",19,237,167,70,,
SU,Suncor Energy Inc,"2,680","1,793","4,473",19,235,141,94,,
CMA,Comerica Inc,"2,088","2,378","4,466",19,235,110,125,,
ETSY,Etsy Inc,"1,554","2,909","4,463",19,235,82,153,,
AVP,Avon Products Inc,"3,079","1,373","4,452",19,234,162,72,,
HIG,Hartford Financial Services Group Inc/The,"2,716","1,736","4,452",19,234,143,91,,
AGNC,AGNC Investment Corp,"2,653","1,744","4,397",19,231,140,92,,
CSIQ,Canadian Solar Inc,"2,164","2,225","4,389",19,231,114,117,,
SSYS,Stratasys Ltd,"3,458",926,"4,384",19,231,182,49,,
NOW,ServiceNow Inc,"2,581","1,772","4,353",19,229,136,93,,
PIR,Pier 1 Imports Inc,"3,005","1,298","4,303",19,226,158,68,,
RHI,Robert Half International Inc,"1,953","2,344","4,297",19,226,103,123,,
ESV,Ensco PLC,"1,896","2,370","4,266",19,225,100,125,,
BWA,BorgWarner Inc,"2,295","1,964","4,259",19,224,121,103,,
IVZ,Invesco Ltd,"3,786",469,"4,255",19,224,199,25,,
CHL,China Mobile Ltd,"2,842","1,381","4,223",19,222,150,73,,
CUDA,Barracuda Networks Inc,"2,270","1,944","4,214",19,222,119,102,,
CNQ,Canadian Natural Resources Ltd,"1,815","2,395","4,210",19,222,96,126,,
XOG,Extraction Oil & Gas Inc,"4,172",35,"4,207",19,221,220,2,,
IMMU,Immunomedics Inc,"3,497",708,"4,205",19,221,184,37,,
BWLD,Buffalo Wild Wings Inc,"2,197","1,992","4,189",19,220,116,105,,
DRI,Darden Restaurants Inc,"2,963","1,199","4,162",19,219,156,63,,
AYI,Acuity Brands Inc,927,"3,218","4,145",19,218,49,169,,
DNKN,Dunkin' Brands Group Inc,"1,826","2,311","4,137",19,218,96,122,,
SNA,Snap-on Inc,500,"3,637","4,137",19,218,26,191,,
VHC,VirnetX Holding Corp,"4,031",89,"4,120",19,217,212,5,,
CIM,Chimera Investment Corp,"3,298",800,"4,098",19,216,174,42,,
ARCH,Arch Coal Inc,"2,044","2,052","4,096",19,216,108,108,,
APO,Apollo Global Management LLC,"3,567",499,"4,066",19,214,188,26,,
PAH,Platform Specialty Products Corp,"3,885",152,"4,037",19,212,204,8,,
MXIM,Maxim Integrated Products Inc,"2,372","1,662","4,034",19,212,125,87,,
TLRD,Tailored Brands Inc,"3,192",840,"4,032",19,212,168,44,,
TAL,TAL Education Group,"1,761","2,249","4,010",19,211,93,118,,
XRX,Xerox Corp,"2,448","1,559","4,007",19,211,129,82,,
POST,Post Holdings Inc,"2,624","1,374","3,998",19,210,138,72,,
THO,Thor Industries Inc,"3,104",888,"3,992",19,210,163,47,,
MNST,Monster Beverage Corp,"2,370","1,611","3,981",19,210,125,85,,
PII,Polaris Industries Inc,824,"3,145","3,969",19,209,43,166,,
CFG,Citizens Financial Group Inc,"3,124",838,"3,962",19,209,164,44,,
MNKD,MannKind Corp,"3,089",825,"3,914",19,206,163,43,,
CCI,Crown Castle International Corp,"3,404",504,"3,908",19,206,179,27,,
BBT,BB&T Corp,"2,997",902,"3,899",19,205,158,47,,
CAH,Cardinal Health Inc,"1,327","2,571","3,898",19,205,70,135,,
TXT,Textron Inc,"2,555","1,335","3,890",19,205,134,70,,
JONE,Jones Energy Inc,"3,743",137,"3,880",19,204,197,7,,
CTAS,Cintas Corp,"3,733",127,"3,860",19,203,196,7,,
TREX,Trex Co Inc,"3,645",204,"3,849",19,203,192,11,,
TSM,Taiwan Semiconductor Manufacturing Co Ltd,"2,880",969,"3,849",19,203,152,51,,
PSEC,Prospect Capital Corp,758,"3,084","3,842",19,202,40,162,,
BIVV,Bioverativ Inc,"2,586","1,225","3,811",19,201,136,64,,
SAND,Sandstorm Gold Ltd,"2,245","1,565","3,810",19,201,118,82,,
XON,Intrexon Corp,"2,619","1,184","3,803",19,200,138,62,,
FANG,Diamondback Energy Inc,"1,759","2,003","3,762",19,198,93,105,,
ADPT,Adeptus Health Inc,"1,935","1,825","3,760",19,198,102,96,,
SONC,Sonic Corp,"1,437","2,315","3,752",19,197,76,122,,
NVAX,Novavax Inc,"2,771",976,"3,747",19,197,146,51,,
HUN,Huntsman Corp,"2,469","1,276","3,745",19,197,130,67,,
CRR,CARBO Ceramics Inc,"3,171",568,"3,739",19,197,167,30,,
ING,ING Groep NV,"1,357","2,373","3,730",19,196,71,125,,
SWFT,Swift Transportation Co,"2,562","1,165","3,727",19,196,135,61,,
TER,Teradyne Inc,"2,940",775,"3,715",19,196,155,41,,
SN,Sanchez Energy Corp,"3,021",678,"3,699",19,195,159,36,,
ADSK,Autodesk Inc,"1,999","1,650","3,649",19,192,105,87,,
COL,Rockwell Collins Inc,"1,737","1,858","3,595",19,189,91,98,,
MNK,Mallinckrodt PLC,"2,383","1,193","3,576",19,188,125,63,,
NSM,Nationstar Mortgage Holdings Inc,572,"2,976","3,548",19,187,30,157,,
CBOE,CBOE Holdings Inc,"1,741","1,806","3,547",19,187,92,95,,
RDC,Rowan Cos Plc,"3,390",150,"3,540",19,186,178,8,,
ROK,Rockwell Automation Inc,"1,175","2,359","3,534",19,186,62,124,,
BCRX,BioCryst Pharmaceuticals Inc,"2,382","1,133","3,515",19,185,125,60,,
PVG,Pretium Resources Inc,"2,756",750,"3,506",19,185,145,39,,
FRED,Fred's Inc,"2,308","1,192","3,500",19,184,121,63,,
TASR,Axon Enterprise Inc,"2,536",949,"3,485",19,183,133,50,,
O,Realty Income Corp,"2,232","1,247","3,479",19,183,117,66,,
SINA,SINA Corp/China,"2,092","1,386","3,478",19,183,110,73,,
BAX,Baxter International Inc,"2,647",821,"3,468",19,183,139,43,,
TJX,TJX Cos Inc/The,"1,768","1,663","3,431",19,181,93,88,,
SPLK,Splunk Inc,"1,878","1,536","3,414",19,180,99,81,,
PTLA,Portola Pharmaceuticals Inc,"3,167",237,"3,404",19,179,167,12,,
GWW,WW Grainger Inc,"1,272","2,130","3,402",19,179,67,112,,
CNX,CONSOL Energy Inc,"2,646",742,"3,388",19,178,139,39,,
MSCC,Microsemi Corp,"2,748",634,"3,382",19,178,145,33,,
GFI,Gold Fields Ltd,"2,390",986,"3,376",19,178,126,52,,
RMBS,Rambus Inc,"2,488",881,"3,369",19,177,131,46,,
MDR,McDermott International Inc,"2,965",384,"3,349",19,176,156,20,,
SHAK,Shake Shack Inc,"1,276","2,067","3,343",19,176,67,109,,
ALR,Alere Inc,"1,085","2,253","3,338",19,176,57,119,,
EXPR,Express Inc,"2,766",555,"3,321",19,175,146,29,,
JUNO,Juno Therapeutics Inc,"1,542","1,768","3,310",19,174,81,93,,
EDIT,Editas Medicine Inc,"2,254","1,055","3,309",19,174,119,56,,
NBL,Noble Energy Inc,"1,168","2,126","3,294",19,173,61,112,,
FOSL,Fossil Group Inc,"1,758","1,534","3,292",19,173,93,81,,
APOG,Apogee Enterprises Inc,"1,700","1,588","3,288",19,173,89,84,,
CRC,California Resources Corp,"1,773","1,509","3,282",19,173,93,79,,
CIE,Cobalt International Energy Inc,"3,107",166,"3,273",19,172,164,9,,
PRGO,Perrigo Co PLC,"1,750","1,511","3,261",19,172,92,80,,
TRGP,Targa Resources Corp,"2,537",709,"3,246",19,171,134,37,,
WETF,WisdomTree Investments Inc,"2,365",879,"3,244",19,171,124,46,,
EXEL,Exelixis Inc,"2,663",576,"3,239",19,170,140,30,,
TRU,TransUnion,"3,215",13,"3,228",19,170,169,1,,
CBL,CBL & Associates Properties Inc,786,"2,437","3,223",19,170,41,128,,
BCS,Barclays PLC,"2,186","1,024","3,210",19,169,115,54,,
ATI,Allegheny Technologies Inc,"2,356",844,"3,200",19,168,124,44,,
FIVE,Five Below Inc,"1,078","2,119","3,197",19,168,57,112,,
DECK,Deckers Outdoor Corp,"1,817","1,375","3,192",19,168,96,72,,
TDG,TransDigm Group Inc,"1,190","1,990","3,180",19,167,63,105,,
RFP,Resolute Forest Products Inc,"3,026",137,"3,163",19,166,159,7,,
FOXA,Twenty-First Century Fox Inc,"2,534",606,"3,140",19,165,133,32,,
TMO,Thermo Fisher Scientific Inc,"1,150","1,982","3,132",19,165,61,104,,
RDUS,Radius Health Inc,"1,853","1,273","3,126",19,165,98,67,,
HAIN,Hain Celestial Group Inc/The,"2,380",741,"3,121",19,164,125,39,,
GSS,Golden Star Resources Ltd,"3,094",20,"3,114",19,164,163,1,,
MAN,ManpowerGroup Inc,"2,257",856,"3,113",19,164,119,45,,
PRTK,Paratek Pharmaceuticals Inc,"2,717",378,"3,095",12,258,226,32,,
DLPH,Delphi Automotive PLC,"2,429",654,"3,083",19,162,128,34,,
CLX,Clorox Co/The,"1,896","1,187","3,083",19,162,100,62,,
RMTI,Rockwell Medical Inc,"2,419",661,"3,080",19,162,127,35,,
PI,Impinj Inc,"2,384",696,"3,080",19,162,125,37,,
CTXS,Citrix Systems Inc,"1,602","1,476","3,078",19,162,84,78,,
ALK,Alaska Air Group Inc,"1,586","1,472","3,058",19,161,83,77,,
MDXG,MiMedx Group Inc,610,"2,440","3,050",19,161,32,128,,
CNAT,Conatus Pharmaceuticals Inc,"2,937",111,"3,048",19,160,155,6,,
SYNA,Synaptics Inc,"1,365","1,667","3,032",19,160,72,88,,
HA,Hawaiian Holdings Inc,"2,346",669,"3,015",19,159,123,35,,
RT,Ruby Tuesday Inc,"2,786",223,"3,009",19,158,147,12,,
GWPH,GW Pharmaceuticals PLC,"2,090",910,"3,000",19,158,110,48,,
OKE,ONEOK Inc,"1,972","1,026","2,998",19,158,104,54,,
CONN,Conn's Inc,"2,371",622,"2,993",19,158,125,33,,
ZTS,Zoetis Inc,"2,645",343,"2,988",19,157,139,18,,
BG,Bunge Ltd,"1,740","1,237","2,977",19,157,92,65,,
IAG,IAMGOLD Corp,"2,539",431,"2,970",19,156,134,23,,
RY,Royal Bank of Canada,"1,025","1,931","2,956",19,156,54,102,,
VAR,Varian Medical Systems Inc,238,"2,705","2,943",19,155,13,142,,
STI,SunTrust Banks Inc,"2,182",756,"2,938",19,155,115,40,,
SEMG,SemGroup Corp,"2,028",903,"2,931",19,154,107,48,,
KERX,Keryx Biopharmaceuticals Inc,"2,602",300,"2,902",19,153,137,16,,
ZTO,ZTO Express Cayman Inc,"1,662","1,240","2,902",19,153,87,65,,
LVLT,Level 3 Communications Inc,"1,832","1,069","2,901",19,153,96,56,,
TWO,Two Harbors Investment Corp,"2,807",90,"2,897",19,152,148,5,,
BOX,Box Inc,"2,502",395,"2,897",19,152,132,21,,
EMES,Emerge Energy Services LP,"2,243",652,"2,895",19,152,118,34,,
NRG,NRG Energy Inc,"2,200",668,"2,868",19,151,116,35,,
ROST,Ross Stores Inc,"1,537","1,315","2,852",19,150,81,69,,
PLX,Protalix BioTherapeutics Inc,"2,610",232,"2,842",19,150,137,12,,
CAFD,8Point3 Energy Partners LP,554,"2,288","2,842",19,150,29,120,,
ITCI,Intra-Cellular Therapies Inc,"2,187",646,"2,833",19,149,115,34,,
WM,Waste Management Inc,"1,086","1,737","2,823",19,149,57,91,,
ICON,Iconix Brand Group Inc,655,"2,165","2,820",19,148,34,114,,
PLCE,Children's Place Inc/The,"1,881",924,"2,805",19,148,99,49,,
GNW,Genworth Financial Inc,"2,121",680,"2,801",19,147,112,36,,
MANH,Manhattan Associates Inc,"1,235","1,566","2,801",19,147,65,82,,
NKTR,Nektar Therapeutics,"1,437","1,355","2,792",19,147,76,71,,
COT,Cott Corp,"2,742",40,"2,782",19,146,144,2,,
OMER,Omeros Corp,"1,991",783,"2,774",19,146,105,41,,
STWD,Starwood Property Trust Inc,384,"2,389","2,773",19,146,20,126,,
ATHN,athenahealth Inc,"1,262","1,501","2,763",19,145,66,79,,
SVU,SUPERVALU Inc,"2,441",301,"2,742",19,144,128,16,,
CMRE,Costamare Inc,"2,459",272,"2,731",19,144,129,14,,
CI,Cigna Corp,"1,699","1,031","2,730",19,144,89,54,,
GOLD,Randgold Resources Ltd,"1,742",984,"2,726",19,143,92,52,,
LCI,Lannett Co Inc,"1,417","1,292","2,709",19,143,75,68,,
PHH,PHH Corp,"1,381","1,325","2,706",19,142,73,70,,
BLUE,Bluebird Bio Inc,"1,802",899,"2,701",19,142,95,47,,
NXST,Nexstar Media Group Inc,"2,065",625,"2,690",19,142,109,33,,
GOOD,Gladstone Commercial Corp,"2,109",567,"2,676",19,141,111,30,,
MMP,Magellan Midstream Partners LP,"1,936",735,"2,671",19,141,102,39,,
SEDG,SolarEdge Technologies Inc,"1,627","1,034","2,661",19,140,86,54,,
AMTD,TD Ameritrade Holding Corp,"1,181","1,467","2,648",19,139,62,77,,
HSY,Hershey Co/The,"1,858",779,"2,637",19,139,98,41,,
SHW,Sherwin-Williams Co/The,792,"1,843","2,635",19,139,42,97,,
HZNP,Horizon Pharma Plc,"1,809",823,"2,632",19,139,95,43,,
ZYNE,Zynerba Pharmaceuticals Inc,957,"1,661","2,618",19,138,50,87,,
