Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV,,
GOOG,Alphabet Inc,"53,812","48,212","102,024",19,"5,370","2,832","2,537",,
CVX,Chevron Corp,"43,638","55,245","98,883",19,"5,204","2,297","2,908",,
HAL,Halliburton Co,"62,246","30,743","92,989",19,"4,894","3,276","1,618",,
MS,Morgan Stanley,"51,276","41,455","92,731",19,"4,881","2,699","2,182",,
WDC,Western Digital Corp,"54,679","34,834","89,513",19,"4,711","2,878","1,833",,
WYNN,Wynn Resorts Ltd,"53,027","35,613","88,640",19,"4,665","2,791","1,874",,
PCLN,Priceline Group Inc/The,"47,869","40,027","87,896",19,"4,626","2,519","2,107",,
HD,Home Depot Inc/The,"45,485","41,745","87,230",19,"4,591","2,394","2,197",,
WMT,Wal-Mart Stores Inc,"49,643","35,835","85,478",19,"4,499","2,613","1,886",,
VALE,Vale SA,"33,575","51,578","85,153",19,"4,482","1,767","2,715",,
BIDU,Baidu Inc,"45,049","39,414","84,463",19,"4,445","2,371","2,074",,
UAL,United Continental Holdings Inc,"41,701","41,931","83,632",19,"4,402","2,195","2,207",,
ORCL,Oracle Corp,"63,767","16,151","79,918",19,"4,206","3,356",850,,
PFE,Pfizer Inc,"43,881","34,012","77,893",19,"4,100","2,310","1,790",,
CIT,CIT Group Inc,"38,049","39,177","77,226",19,"4,065","2,003","2,062",,
LULU,Lululemon Athletica Inc,"43,710","32,476","76,186",19,"4,010","2,301","1,709",,
MET,MetLife Inc,"37,871","37,995","75,866",19,"3,993","1,993","2,000",,
BBRY,BlackBerry Ltd,"63,930","10,941","74,871",19,"3,941","3,365",576,,
AKS,AK Steel Holding Corp,"55,428","18,746","74,174",19,"3,904","2,917",987,,
CMCSA,Comcast Corp,"43,104","30,285","73,389",19,"3,863","2,269","1,594",,
JNJ,Johnson & Johnson,"37,169","36,067","73,236",19,"3,855","1,956","1,898",,
MGM,MGM Resorts International,"52,660","20,394","73,054",19,"3,845","2,772","1,073",,
BA,Boeing Co/The,"32,559","40,045","72,604",19,"3,821","1,714","2,108",,
CELG,Celgene Corp,"45,406","27,043","72,449",19,"3,813","2,390","1,423",,
STX,Seagate Technology PLC,"37,755","34,340","72,095",19,"3,794","1,987","1,807",,
BMY,Bristol-Myers Squibb Co,"43,268","26,574","69,842",19,"3,676","2,277","1,399",,
PYPL,PayPal Holdings Inc,"36,766","29,712","66,478",19,"3,499","1,935","1,564",,
TXN,Texas Instruments Inc,"34,421","31,823","66,244",19,"3,487","1,812","1,675",,
TGT,Target Corp,"34,771","31,300","66,071",19,"3,477","1,830","1,647",,
ABBV,AbbVie Inc,"44,531","20,077","64,608",19,"3,400","2,344","1,057",,
MCD,McDonald's Corp,"35,408","29,099","64,507",19,"3,395","1,864","1,532",,
UAA,Under Armour Inc,"34,951","29,465","64,416",19,"3,390","1,840","1,551",,
S,Sprint Corp,"51,361","11,904","63,265",19,"3,330","2,703",627,,
LVS,Las Vegas Sands Corp,"33,277","28,574","61,851",19,"3,255","1,751","1,504",,
KO,Coca-Cola Co/The,"39,475","22,148","61,623",19,"3,243","2,078","1,166",,
BX,Blackstone Group LP/The,"40,202","21,076","61,278",19,"3,225","2,116","1,109",,
PG,Procter & Gamble Co/The,"32,172","27,268","59,440",19,"3,128","1,693","1,435",,
AXP,American Express Co,"21,705","37,321","59,026",19,"3,107","1,142","1,964",,
PAY,VeriFone Systems Inc,"2,098","55,769","57,867",19,"3,046",110,"2,935",,
UPS,United Parcel Service Inc,"32,588","24,883","57,471",19,"3,025","1,715","1,310",,
SLB,Schlumberger Ltd,"28,771","27,479","56,250",19,"2,961","1,514","1,446",,
GG,Goldcorp Inc,"29,740","25,798","55,538",19,"2,923","1,565","1,358",,
PBR,Petroleo Brasileiro SA,"25,108","30,128","55,236",19,"2,907","1,321","1,586",,
AA,Alcoa Corp,"32,043","22,016","54,059",19,"2,845","1,686","1,159",,
MRO,Marathon Oil Corp,"41,203","10,835","52,038",19,"2,739","2,169",570,,
TMUS,T-Mobile US Inc,"33,206","18,408","51,614",19,"2,717","1,748",969,,
SWN,Southwestern Energy Co,"36,482","14,310","50,792",19,"2,673","1,920",753,,
AMGN,Amgen Inc,"27,262","21,618","48,880",19,"2,573","1,435","1,138",,
NKE,NIKE Inc,"30,628","17,955","48,583",19,"2,557","1,612",945,,
COP,ConocoPhillips,"23,091","25,146","48,237",19,"2,539","1,215","1,323",,
FDX,FedEx Corp,"23,005","24,709","47,714",19,"2,511","1,211","1,300",,
TEVA,Teva Pharmaceutical Industries Ltd,"17,924","29,115","47,039",19,"2,476",943,"1,532",,
WFM,Whole Foods Market Inc,"34,163","12,302","46,465",19,"2,446","1,798",647,,
SHLD,Sears Holdings Corp,"24,803","21,519","46,322",19,"2,438","1,305","1,133",,
KMI,Kinder Morgan Inc/DE,"31,529","14,692","46,221",19,"2,433","1,659",773,,
AMAT,Applied Materials Inc,"26,508","18,246","44,754",19,"2,355","1,395",960,,
COST,Costco Wholesale Corp,"23,342","21,285","44,627",19,"2,349","1,229","1,120",,
WLL,Whiting Petroleum Corp,"36,269","7,630","43,899",19,"2,310","1,909",402,,
CVS,CVS Health Corp,"25,531","16,859","42,390",19,"2,231","1,344",887,,
CRM,salesforce.com Inc,"25,954","16,376","42,330",19,"2,228","1,366",862,,
TWLO,Twilio Inc,"34,161","7,921","42,082",19,"2,215","1,798",417,,
GPRO,GoPro Inc,"17,661","23,669","41,330",19,"2,175",930,"1,246",,
NEM,Newmont Mining Corp,"16,949","23,813","40,762",19,"2,145",892,"1,253",,
VLO,Valero Energy Corp,"15,988","24,661","40,649",19,"2,139",841,"1,298",,
SLW,Silver Wheaton Corp,"27,625","11,745","39,370",19,"2,072","1,454",618,,
SYT,Syngenta AG,"15,795","23,177","38,972",19,"2,051",831,"1,220",,
M,Macy's Inc,"21,962","16,416","38,378",19,"2,020","1,156",864,,
KMX,CarMax Inc,"22,565","15,722","38,287",19,"2,015","1,188",827,,
JNPR,Juniper Networks Inc,"24,796","12,908","37,704",19,"1,984","1,305",679,,
MRK,Merck & Co Inc,"19,818","17,840","37,658",19,"1,982","1,043",939,,
WBA,Walgreens Boots Alliance Inc,"18,424","18,555","36,979",19,"1,946",970,977,,
CL,Colgate-Palmolive Co,"31,010","5,938","36,948",19,"1,945","1,632",313,,
OCLR,Oclaro Inc,"28,318","8,513","36,831",19,"1,938","1,490",448,,
AIG,American International Group Inc,"17,439","19,323","36,762",19,"1,935",918,"1,017",,
CSX,CSX Corp,"22,489","14,264","36,753",19,"1,934","1,184",751,,
MPC,Marathon Petroleum Corp,"31,953","3,013","34,966",19,"1,840","1,682",159,,
MDLZ,Mondelez International Inc,"16,440","18,033","34,473",19,"1,814",865,949,,
DB,Deutsche Bank AG,"18,459","15,927","34,386",19,"1,810",972,838,,
AVGO,Broadcom Ltd,"18,060","15,964","34,024",19,"1,791",951,840,,
FSLR,First Solar Inc,"24,926","8,442","33,368",19,"1,756","1,312",444,,
JD,JD.com Inc,"28,269","5,051","33,320",19,"1,754","1,488",266,,
BBBY,Bed Bath & Beyond Inc,"13,093","19,926","33,019",19,"1,738",689,"1,049",,
MYL,Mylan NV,"12,507","20,291","32,798",19,"1,726",658,"1,068",,
FEYE,FireEye Inc,"23,970","8,510","32,480",19,"1,709","1,262",448,,
HPQ,HP Inc,"24,322","7,830","32,152",19,"1,692","1,280",412,,
SWKS,Skyworks Solutions Inc,"15,881","15,897","31,778",19,"1,673",836,837,,
BP,BP PLC,"20,134","11,320","31,454",19,"1,655","1,060",596,,
AGN,Allergan PLC,"18,548","12,593","31,141",19,"1,639",976,663,,
PANW,Palo Alto Networks Inc,"21,721","9,110","30,831",19,"1,623","1,143",479,,
ATVI,Activision Blizzard Inc,"13,374","16,955","30,329",19,"1,596",704,892,,
XLNX,Xilinx Inc,"11,101","19,163","30,264",19,"1,593",584,"1,009",,
KATE,Kate Spade & Co,"20,101","9,999","30,100",19,"1,584","1,058",526,,
AKRX,Akorn Inc,"25,248","4,391","29,639",19,"1,560","1,329",231,,
NBR,Nabors Industries Ltd,"27,325","2,199","29,524",19,"1,554","1,438",116,,
RRC,Range Resources Corp,"19,390","9,582","28,972",19,"1,525","1,021",504,,
TWX,Time Warner Inc,"18,669","10,125","28,794",19,"1,515",983,533,,
NTES,NetEase Inc,"15,242","13,510","28,752",19,"1,513",802,711,,
SDRL,Seadrill Ltd,"9,217","19,394","28,611",19,"1,506",485,"1,021",,
TSO,Tesoro Corp,"18,747","9,713","28,460",19,"1,498",987,511,,
AFSI,AmTrust Financial Services Inc,"15,212","12,968","28,180",19,"1,483",801,683,,
RIG,Transocean Ltd,"19,019","9,047","28,066",19,"1,477","1,001",476,,
GME,GameStop Corp,"4,843","22,067","26,910",19,"1,416",255,"1,161",,
MO,Altria Group Inc,"15,426","10,971","26,397",19,"1,389",812,577,,
PEP,PepsiCo Inc,"16,360","9,760","26,120",19,"1,375",861,514,,
DVN,Devon Energy Corp,"20,175","5,888","26,063",19,"1,372","1,062",310,,
REGN,Regeneron Pharmaceuticals Inc,"15,506","10,267","25,773",19,"1,356",816,540,,
LUV,Southwest Airlines Co,"14,314","11,092","25,406",19,"1,337",753,584,,
UNH,UnitedHealth Group Inc,"13,079","12,284","25,363",19,"1,335",688,647,,
UNP,Union Pacific Corp,"15,137","10,176","25,313",19,"1,332",797,536,,
HL,Hecla Mining Co,"23,254","1,945","25,199",19,"1,326","1,224",102,,
GGP,GGP Inc,"11,966","12,826","24,792",19,"1,305",630,675,,
HPE,Hewlett Packard Enterprise Co,"14,039","10,664","24,703",19,"1,300",739,561,,
YHOO,Yahoo! Inc,"14,501","10,110","24,611",19,"1,295",763,532,,
EXPE,Expedia Inc,"9,987","14,510","24,497",19,"1,289",526,764,,
LOW,Lowe's Cos Inc,"15,591","8,872","24,463",19,"1,288",821,467,,
MOMO,Momo Inc,"12,634","11,784","24,418",19,"1,285",665,620,,
LB,L Brands Inc,"11,645","12,654","24,299",19,"1,279",613,666,,
GPS,Gap Inc/The,"14,940","9,306","24,246",19,"1,276",786,490,,
HTZ,Hertz Global Holdings Inc,"12,331","11,771","24,102",19,"1,269",649,620,,
AMBC,Ambac Financial Group Inc,"23,364",664,"24,028",19,"1,265","1,230",35,,
ESRX,Express Scripts Holding Co,"9,698","14,141","23,839",19,"1,255",510,744,,
TECK,Teck Resources Ltd,"15,603","8,174","23,777",19,"1,251",821,430,,
FIT,Fitbit Inc,"13,263","10,498","23,761",19,"1,251",698,553,,
P,Pandora Media Inc,"16,494","6,724","23,218",19,"1,222",868,354,,
HIMX,Himax Technologies Inc,"9,725","13,386","23,111",19,"1,216",512,705,,
UA,Under Armour Inc,"13,747","9,221","22,968",19,"1,209",724,485,,
SAN,Banco Santander SA,"8,020","14,599","22,619",19,"1,190",422,768,,
MA,Mastercard Inc,"14,448","8,129","22,577",19,"1,188",760,428,,
PM,Philip Morris International Inc,"10,891","11,345","22,236",19,"1,170",573,597,,
PNRA,Panera Bread Co,"13,736","8,450","22,186",19,"1,168",723,445,,
MAT,Mattel Inc,"12,060","10,096","22,156",19,"1,166",635,531,,
RCII,Rent-A-Center Inc/TX,"13,614","8,483","22,097",19,"1,163",717,446,,
CCL,Carnival Corp,"17,290","4,685","21,975",19,"1,157",910,247,,
GNC,GNC Holdings Inc,"10,353","11,522","21,875",19,"1,151",545,606,,
OCN,Ocwen Financial Corp,"11,344","10,519","21,863",19,"1,151",597,554,,
APC,Anadarko Petroleum Corp,"11,986","9,807","21,793",19,"1,147",631,516,,
ABT,Abbott Laboratories,"16,722","4,593","21,315",19,"1,122",880,242,,
JBLU,JetBlue Airways Corp,"16,069","4,903","20,972",19,"1,104",846,258,,
PLUG,Plug Power Inc,"16,208","4,542","20,750",19,"1,092",853,239,,
CTL,CenturyLink Inc,"15,520","5,177","20,697",19,"1,089",817,272,,
WMB,Williams Cos Inc/The,"7,052","13,586","20,638",19,"1,086",371,715,,
EOG,EOG Resources Inc,"11,195","9,325","20,520",19,"1,080",589,491,,
LNG,Cheniere Energy Inc,"15,263","5,209","20,472",19,"1,077",803,274,,
JWN,Nordstrom Inc,"16,354","4,116","20,470",19,"1,077",861,217,,
STRP,Straight Path Communications Inc,"12,461","8,000","20,461",19,"1,077",656,421,,
ETE,Energy Transfer Equity LP,"16,867","3,550","20,417",19,"1,075",888,187,,
AMBA,Ambarella Inc,"13,326","6,644","19,970",19,"1,051",701,350,,
BBY,Best Buy Co Inc,"7,673","12,284","19,957",19,"1,050",404,647,,
YELP,Yelp Inc,"12,777","7,094","19,871",19,"1,046",672,373,,
AUPH,Aurinia Pharmaceuticals Inc,"14,960","4,687","19,647",19,"1,034",787,247,,
APFH,AdvancePierre Foods Holdings Inc,"15,851","3,518","19,369",1,"19,369","15,851","3,518",,
DE,Deere & Co,"11,369","7,990","19,359",19,"1,019",598,421,,
MBI,MBIA Inc,"17,240","2,037","19,277",19,"1,015",907,107,,
BIIB,Biogen Inc,"9,968","9,260","19,228",19,"1,012",525,487,,
OPK,OPKO Health Inc,"4,312","14,736","19,048",19,"1,003",227,776,,
AAOI,Applied Optoelectronics Inc,"11,145","7,880","19,025",19,"1,001",587,415,,
HES,Hess Corp,"14,152","4,813","18,965",19,998,745,253,,
YUM,Yum! Brands Inc,"6,728","12,161","18,889",19,994,354,640,,
MOS,Mosaic Co/The,"11,166","7,628","18,794",19,989,588,401,,
MMM,3M Co,"7,434","11,193","18,627",19,980,391,589,,
AUY,Yamana Gold Inc,"15,883","2,724","18,607",19,979,836,143,,
STZ,Constellation Brands Inc,"9,235","9,253","18,488",19,973,486,487,,
D,Dominion Resources Inc/VA,"8,824","9,647","18,471",19,972,464,508,,
GLW,Corning Inc,"11,340","7,001","18,341",19,965,597,368,,
SCHW,Charles Schwab Corp/The,"10,777","7,304","18,081",19,952,567,384,,
URI,United Rentals Inc,"7,807","10,262","18,069",19,951,411,540,,
DOW,Dow Chemical Co/The,"12,936","4,762","17,698",19,931,681,251,,
CAR,Avis Budget Group Inc,"5,141","12,298","17,439",19,918,271,647,,
OXY,Occidental Petroleum Corp,"9,939","7,499","17,438",19,918,523,395,,
MBLY,Mobileye NV,"10,292","7,110","17,402",19,916,542,374,,
NUE,Nucor Corp,"8,754","8,468","17,222",19,906,461,446,,
AZN,AstraZeneca PLC,"10,725","6,249","16,974",19,893,564,329,,
MT,ArcelorMittal,"4,941","11,977","16,918",19,890,260,630,,
POT,Potash Corp of Saskatchewan Inc,"10,322","6,576","16,898",19,889,543,346,,
ALLY,Ally Financial Inc,"5,945","10,901","16,846",19,887,313,574,,
KSS,Kohl's Corp,"7,221","9,539","16,760",19,882,380,502,,
KR,Kroger Co/The,"11,177","5,136","16,313",19,859,588,270,,
SKX,Skechers U.S.A. Inc,"10,369","5,902","16,271",19,856,546,311,,
WY,Weyerhaeuser Co,"13,169","2,951","16,120",19,848,693,155,,
APA,Apache Corp,"10,255","5,821","16,076",19,846,540,306,,
IP,International Paper Co,"5,862","9,890","15,752",19,829,309,521,,
MON,Monsanto Co,"7,466","8,171","15,637",19,823,393,430,,
LLY,Eli Lilly & Co,"9,985","5,475","15,460",19,814,526,288,,
ULTA,Ulta Beauty Inc,"5,288","9,964","15,252",19,803,278,524,,
USB,US Bancorp,"8,211","6,989","15,200",19,800,432,368,,
HON,Honeywell International Inc,"10,352","4,829","15,181",19,799,545,254,,
SRPT,Sarepta Therapeutics Inc,"11,183","3,948","15,131",19,796,589,208,,
LITE,Lumentum Holdings Inc,"9,799","5,066","14,865",19,782,516,267,,
HSBC,HSBC Holdings PLC,"5,150","9,677","14,827",19,780,271,509,,
DISH,DISH Network Corp,"8,542","6,064","14,606",19,769,450,319,,
FAST,Fastenal Co,"7,598","6,989","14,587",19,768,400,368,,
COG,Cabot Oil & Gas Corp,"12,036","2,129","14,165",19,746,633,112,,
UTX,United Technologies Corp,"10,325","3,823","14,148",19,745,543,201,,
CTRP,Ctrip.com International Ltd,"7,188","6,771","13,959",19,735,378,356,,
XPO,XPO Logistics Inc,"12,778","1,085","13,863",19,730,673,57,,
COF,Capital One Financial Corp,"5,287","8,519","13,806",19,727,278,448,,
GIS,General Mills Inc,"5,938","7,767","13,705",19,721,313,409,,
FNSR,Finisar Corp,"10,298","3,211","13,509",19,711,542,169,,
SCSS,Select Comfort Corp,"7,205","6,223","13,428",19,707,379,328,,
OAS,Oasis Petroleum Inc,"9,021","4,403","13,424",19,707,475,232,,
LL,Lumber Liquidators Holdings Inc,"8,938","4,323","13,261",19,698,470,228,,
NE,Noble Corp plc,"10,365","2,879","13,244",19,697,546,152,,
ZIOP,ZIOPHARM Oncology Inc,"11,707","1,475","13,182",19,694,616,78,,
MDT,Medtronic PLC,"6,508","6,634","13,142",19,692,343,349,,
NOK,Nokia OYJ,"10,749","2,389","13,138",19,691,566,126,,
ILG,ILG Inc,"9,523","3,571","13,094",19,689,501,188,,
CF,CF Industries Holdings Inc,"8,827","4,264","13,091",19,689,465,224,,
STMP,Stamps.com Inc,"3,900","9,078","12,978",19,683,205,478,,
BUD,Anheuser-Busch InBev SA/NV,"8,886","4,086","12,972",19,683,468,215,,
ADBE,Adobe Systems Inc,"7,228","5,678","12,906",19,679,380,299,,
BRKB,Berkshire Hathaway Inc,"7,526","5,290","12,816",19,675,396,278,,
EA,Electronic Arts Inc,"4,316","8,418","12,734",19,670,227,443,,
ANF,Abercrombie & Fitch Co,"4,872","7,841","12,713",19,669,256,413,,
GD,General Dynamics Corp,"6,454","6,171","12,625",19,664,340,325,,
AG,First Majestic Silver Corp,"7,989","4,621","12,610",19,664,420,243,,
ENDP,Endo International PLC,"9,067","3,484","12,551",19,661,477,183,,
ASPS,Altisource Portfolio Solutions SA,"7,888","4,545","12,433",19,654,415,239,,
EXAS,Exact Sciences Corp,"8,022","4,394","12,416",19,653,422,231,,
ARNC,Arconic Inc,"7,463","4,919","12,382",19,652,393,259,,
FTR,Frontier Communications Corp,"6,719","5,637","12,356",19,650,354,297,,
YNDX,Yandex NV,"10,917","1,318","12,235",19,644,575,69,,
SYF,Synchrony Financial,"5,533","6,609","12,142",19,639,291,348,,
EXC,Exelon Corp,"10,063","2,071","12,134",19,639,530,109,,
VOC,Voc Energy Trust,"11,600",527,"12,127",19,638,611,28,,
SHOP,Shopify Inc,"8,121","4,002","12,123",19,638,427,211,,
CBS,CBS Corp,"5,920","6,053","11,973",19,630,312,319,,
YPF,YPF SA,"8,394","3,573","11,967",19,630,442,188,,
MRVL,Marvell Technology Group Ltd,"9,829","2,126","11,955",19,629,517,112,,
VIAB,Viacom Inc,"10,435","1,488","11,923",19,628,549,78,,
SFM,Sprouts Farmers Market Inc,"10,451","1,422","11,873",19,625,550,75,,
CRUS,Cirrus Logic Inc,"8,145","3,725","11,870",19,625,429,196,,
FITB,Fifth Third Bancorp,"3,828","8,028","11,856",19,624,201,423,,
PXD,Pioneer Natural Resources Co,"5,881","5,956","11,837",19,623,310,313,,
NAK,Northern Dynasty Minerals Ltd,"7,927","3,902","11,829",19,623,417,205,,
SIRI,Sirius XM Holdings Inc,"7,980","3,785","11,765",19,619,420,199,,
THC,Tenet Healthcare Corp,"8,023","3,716","11,739",19,618,422,196,,
SPLS,Staples Inc,"8,394","3,263","11,657",19,614,442,172,,
PSX,Phillips 66,"7,275","4,285","11,560",19,608,383,226,,
KHC,Kraft Heinz Co/The,"7,352","4,183","11,535",19,607,387,220,,
STM,STMicroelectronics NV,"6,799","4,718","11,517",19,606,358,248,,
FINL,Finish Line Inc/The,"11,247",268,"11,515",19,606,592,14,,
FFIV,F5 Networks Inc,"7,211","4,292","11,503",19,605,380,226,,
FMSA,Fairmount Santrol Holdings Inc,"10,247","1,230","11,477",19,604,539,65,,
BOFI,BofI Holding Inc,"5,725","5,671","11,396",19,600,301,298,,
RH,RH,"5,559","5,730","11,289",19,594,293,302,,
COH,Coach Inc,"4,322","6,905","11,227",19,591,227,363,,
VFC,VF Corp,"3,276","7,926","11,202",19,590,172,417,,
AET,Aetna Inc,"7,535","3,608","11,143",19,586,397,190,,
DHT,DHT Holdings Inc,"10,688",411,"11,099",19,584,563,22,,
DSX,Diana Shipping Inc,"3,035","8,048","11,083",19,583,160,424,,
DD,EI du Pont de Nemours & Co,"7,019","4,050","11,069",19,583,369,213,,
NADL,North Atlantic Drilling Ltd,"7,098","3,927","11,025",19,580,374,207,,
HOG,Harley-Davidson Inc,"6,083","4,919","11,002",19,579,320,259,,
GRPN,Groupon Inc,"8,047","2,871","10,918",19,575,424,151,,
CTSH,Cognizant Technology Solutions Corp,"5,527","5,310","10,837",19,570,291,279,,
NRZ,New Residential Investment Corp,"5,620","5,210","10,830",19,570,296,274,,
GRUB,GrubHub Inc,"8,178","2,639","10,817",19,569,430,139,,
ISRG,Intuitive Surgical Inc,"6,836","3,853","10,689",19,563,360,203,,
LMT,Lockheed Martin Corp,"4,262","6,389","10,651",19,561,224,336,,
MAS,Masco Corp,"1,878","8,723","10,601",19,558,99,459,,
DFS,Discover Financial Services,"3,401","7,131","10,532",19,554,179,375,,
HLF,Herbalife Ltd,"3,585","6,937","10,522",19,554,189,365,,
CY,Cypress Semiconductor Corp,"9,065","1,439","10,504",19,553,477,76,,
GSAT,Globalstar Inc,"8,986","1,381","10,367",19,546,473,73,,
RF,Regions Financial Corp,"8,452","1,915","10,367",19,546,445,101,,
HBI,Hanesbrands Inc,"5,588","4,762","10,350",19,545,294,251,,
DKS,Dick's Sporting Goods Inc,"7,408","2,932","10,340",19,544,390,154,,
CREE,Cree Inc,"5,244","5,060","10,304",19,542,276,266,,
SLCA,US Silica Holdings Inc,"5,456","4,806","10,262",19,540,287,253,,
CBI,Chicago Bridge & Iron Co NV,"6,633","3,595","10,228",19,538,349,189,,
FL,Foot Locker Inc,"6,331","3,731","10,062",19,530,333,196,,
AOBC,American Outdoor Brands Corp,"9,172",874,"10,046",19,529,483,46,,
KGC,Kinross Gold Corp,"8,249","1,724","9,973",19,525,434,91,,
ECA,Encana Corp,"8,528","1,372","9,900",19,521,449,72,,
AAP,Advance Auto Parts Inc,"3,833","5,958","9,791",19,515,202,314,,
LRCX,Lam Research Corp,"3,690","5,989","9,679",19,509,194,315,,
NOV,National Oilwell Varco Inc,"5,658","3,998","9,656",19,508,298,210,,
DDD,3D Systems Corp,"6,904","2,673","9,577",19,504,363,141,,
PHM,PulteGroup Inc,"5,329","4,222","9,551",19,503,280,222,,
BHI,Baker Hughes Inc,"5,902","3,549","9,451",19,497,311,187,,
CS,Credit Suisse Group AG,"3,492","5,889","9,381",19,494,184,310,,
SQ,Square Inc,"8,107","1,237","9,344",19,492,427,65,,
AMT,American Tower Corp,"4,428","4,892","9,320",19,491,233,257,,
BSX,Boston Scientific Corp,"7,687","1,612","9,299",19,489,405,85,,
CAB,Cabela's Inc,"4,117","5,161","9,278",19,488,217,272,,
IMMR,Immersion Corp,117,"9,110","9,227",19,486,6,479,,
MJN,Mead Johnson Nutrition Co,"6,453","2,742","9,195",19,484,340,144,,
KSU,Kansas City Southern,"4,178","4,959","9,137",19,481,220,261,,
TSCO,Tractor Supply Co,"3,203","5,894","9,097",19,479,169,310,,
FCAU,Fiat Chrysler Automobiles NV,"6,383","2,694","9,077",19,478,336,142,,
WTW,Weight Watchers International Inc,"3,655","5,382","9,037",19,476,192,283,,
RTN,Raytheon Co,"6,279","2,727","9,006",19,474,330,144,,
NXPI,NXP Semiconductors NV,"7,296","1,702","8,998",19,474,384,90,,
TRIP,TripAdvisor Inc,"4,363","4,573","8,936",19,470,230,241,,
VOD,Vodafone Group PLC,"6,116","2,799","8,915",19,469,322,147,,
