Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV,,
NBIX,Neurocrine Biosciences Inc,774,160,934,20,47,39,8,,
MZOR,Mazor Robotics Ltd,549,381,930,20,47,27,19,,
XYL,Xylem Inc/NY,239,691,930,20,47,12,35,,
KLIC,Kulicke & Soffa Industries Inc,851,78,929,20,46,43,4,,
HRTX,Heron Therapeutics Inc,741,185,926,20,46,37,9,,
HABT,Habit Restaurants Inc/The,46,880,926,20,46,2,44,,
FLS,Flowserve Corp,690,233,923,20,46,35,12,,
LYV,Live Nation Entertainment Inc,826,89,915,20,46,41,4,,
NTGR,NETGEAR Inc,573,339,912,20,46,29,17,,
CSU,Capital Senior Living Corp,32,877,909,20,45,2,44,,
RUN,Sunrun Inc,770,137,907,20,45,39,7,,
FGEN,FibroGen Inc,809,97,906,20,45,40,5,,
REN,Resolute Energy Corp,691,213,904,20,45,35,11,,
LGIH,LGI Homes Inc,383,517,900,20,45,19,26,,
LOGM,LogMeIn Inc,522,374,896,20,45,26,19,,
IPCI,Intellipharmaceutics International Inc/CA,655,240,895,20,45,33,12,,
GMLP,Golar LNG Partners LP,667,226,893,20,45,33,11,,
KAR,KAR Auction Services Inc,869,23,892,20,45,43,1,,
ZOES,Zoe's Kitchen Inc,152,739,891,20,45,8,37,,
FDC,First Data Corp,431,459,890,20,45,22,23,,
DSX,Diana Shipping Inc,615,264,879,20,44,31,13,,
CALA,Calithera Biosciences Inc,665,213,878,20,44,33,11,,
DOX,Amdocs Ltd,690,187,877,20,44,35,9,,
CLLS,Cellectis SA,644,233,877,20,44,32,12,,
SNAK,Inventure Foods Inc,558,319,877,20,44,28,16,,
PLAY,Dave & Buster's Entertainment Inc,445,432,877,20,44,22,22,,
CSTE,Caesarstone Ltd,714,161,875,20,44,36,8,,
NMM,Navios Maritime Partners LP,829,42,871,20,44,41,2,,
ONVO,Organovo Holdings Inc,812,58,870,20,44,41,3,,
MUX,McEwen Mining Inc,813,52,865,20,43,41,3,,
TLLP,Andeavor Logistics LP,646,219,865,20,43,32,11,,
GEL,Genesis Energy LP,751,113,864,20,43,38,6,,
FLO,Flowers Foods Inc,688,176,864,20,43,34,9,,
JEC,Jacobs Engineering Group Inc,587,277,864,20,43,29,14,,
STOR,STORE Capital Corp,364,498,862,20,43,18,25,,
EXTR,Extreme Networks Inc,727,134,861,20,43,36,7,,
NFG,National Fuel Gas Co,846,13,859,20,43,42,1,,
VSAR,Versartis Inc,723,131,854,20,43,36,7,,
DST,DST Systems Inc,37,817,854,20,43,2,41,,
DLNG,Dynagas LNG Partners LP,499,353,852,20,43,25,18,,
AAV,Advantage Oil & Gas Ltd,150,701,851,20,43,8,35,,
AMX,America Movil SAB de CV,753,95,848,20,42,38,5,,
ODFL,Old Dominion Freight Line Inc,205,638,843,20,42,10,32,,
GHL,Greenhill & Co Inc,794,44,838,20,42,40,2,,
RSPP,RSP Permian Inc,662,176,838,20,42,33,9,,
SERV,ServiceMaster Global Holdings Inc,372,464,836,20,42,19,23,,
MIC,Macquarie Infrastructure Corp,277,557,834,20,42,14,28,,
WBC,WABCO Holdings Inc,576,257,833,20,42,29,13,,
ZG,Zillow Group Inc,244,587,831,20,42,12,29,,
CTXS,Citrix Systems Inc,477,353,830,20,42,24,18,,
SFLY,Shutterfly Inc,381,446,827,20,41,19,22,,
WMGI,Wright Medical Group NV,461,365,826,20,41,23,18,,
CLI,Mack-Cali Realty Corp,28,798,826,20,41,1,40,,
ORBK,Orbotech Ltd,733,85,818,20,41,37,4,,
TAHO,Tahoe Resources Inc,555,262,817,20,41,28,13,,
USDP,USD Partners LP,637,176,813,20,41,32,9,,
AR,Antero Resources Corp,365,445,810,20,41,18,22,,
ZBRA,Zebra Technologies Corp,364,446,810,20,41,18,22,,
KEP,Korea Electric Power Corp,783,25,808,20,40,39,1,,
RARE,Ultragenyx Pharmaceutical Inc,601,207,808,20,40,30,10,,
NSU,Nevsun Resources Ltd,730,77,807,20,40,37,4,,
GOOD,Gladstone Commercial Corp,365,442,807,20,40,18,22,,
LEG,Leggett & Platt Inc,332,473,805,20,40,17,24,,
RES,RPC Inc,79,719,798,20,40,4,36,,
ATHX,Athersys Inc,785,6,791,20,40,39,0,,
HOS,Hornbeck Offshore Services Inc,751,40,791,20,40,38,2,,
LCI,Lannett Co Inc,601,187,788,20,39,30,9,,
WNC,Wabash National Corp,326,462,788,20,39,16,23,,
WEC,WEC Energy Group Inc,724,59,783,20,39,36,3,,
AMCN,AirMedia Group Inc,709,73,782,20,39,35,4,,
LLL,L3 Technologies Inc,523,256,779,20,39,26,13,,
SORL,SORL Auto Parts Inc,435,343,778,20,39,22,17,,
EQIX,Equinix Inc,340,437,777,20,39,17,22,,
BCLI,BrainStorm Cell Therapeutics Inc,494,282,776,20,39,25,14,,
INAP,Internap Corp,749,26,775,20,39,37,1,,
MASI,Masimo Corp,623,149,772,20,39,31,7,,
SYNT,Syntel Inc,532,240,772,20,39,27,12,,
NEOS,Neos Therapeutics Inc,700,71,771,20,39,35,4,,
BGFV,Big 5 Sporting Goods Corp,399,372,771,20,39,20,19,,
SBNY,Signature Bank/New York NY,212,557,769,20,38,11,28,,
ATHM,Autohome Inc,569,198,767,20,38,28,10,,
ELY,Callaway Golf Co,698,68,766,20,38,35,3,,
SANM,Sanmina Corp,606,160,766,20,38,30,8,,
DF,Dean Foods Co,415,351,766,20,38,21,18,,
GPRE,Green Plains Inc,612,149,761,20,38,31,7,,
FLIR,FLIR Systems Inc,605,147,752,20,38,30,7,,
CORT,Corcept Therapeutics Inc,700,49,749,20,37,35,2,,
BGCP,BGC Partners Inc,407,340,747,20,37,20,17,,
SALT,Scorpio Bulkers Inc,173,572,745,20,37,9,29,,
BGC,General Cable Corp,691,52,743,20,37,35,3,,
ARRS,ARRIS International PLC,623,118,741,20,37,31,6,,
CNK,Cinemark Holdings Inc,704,34,738,20,37,35,2,,
USAT,USA Technologies Inc,336,402,738,20,37,17,20,,
CAA,CalAtlantic Group Inc,538,199,737,20,37,27,10,,
KMT,Kennametal Inc,725,11,736,20,37,36,1,,
IDXX,IDEXX Laboratories Inc,302,433,735,20,37,15,22,,
PEGI,Pattern Energy Group Inc,574,159,733,20,37,29,8,,
ORAN,Orange SA,716,16,732,20,37,36,1,,
UEC,Uranium Energy Corp,512,220,732,20,37,26,11,,
SUPN,Supernus Pharmaceuticals Inc,629,102,731,20,37,31,5,,
WES,Western Gas Partners LP,421,310,731,20,37,21,16,,
HQY,HealthEquity Inc,541,189,730,20,37,27,9,,
OKTA,Okta Inc,431,299,730,20,37,22,15,,
CERS,Cerus Corp,200,522,722,20,36,10,26,,
MUSA,Murphy USA Inc,16,706,722,20,36,1,35,,
GLYC,GlycoMimetics Inc,227,492,719,20,36,11,25,,
GSM,Ferroglobe PLC,485,233,718,20,36,24,12,,
COGT,Cogint Inc,505,208,713,20,36,25,10,,
APH,Amphenol Corp,630,79,709,20,35,32,4,,
UTHR,United Therapeutics Corp,387,322,709,20,35,19,16,,
CYOU,Changyou.com Ltd,563,145,708,20,35,28,7,,
ARAY,Accuray Inc,693,12,705,20,35,35,1,,
ARCH,Arch Coal Inc,281,418,699,20,35,14,21,,
OII,Oceaneering International Inc,67,631,698,20,35,3,32,,
VRNT,Verint Systems Inc,299,394,693,20,35,15,20,,
WRLD,World Acceptance Corp,543,149,692,20,35,27,7,,
KN,Knowles Corp,569,119,688,20,34,28,6,,
ATUS,Altice USA Inc,332,355,687,20,34,17,18,,
VSI,Vitamin Shoppe Inc,312,374,686,20,34,16,19,,
OSTK,Overstock.com Inc,369,316,685,20,34,18,16,,
MSCC,Microsemi Corp,623,53,676,20,34,31,3,,
AVXS,Avexis Inc,333,341,674,20,34,17,17,,
TNK,Teekay Tankers Ltd,392,280,672,20,34,20,14,,
TEAM,Atlassian Corp PLC,556,115,671,20,34,28,6,,
MTB,M&T Bank Corp,548,122,670,20,34,27,6,,
SXCP,SunCoke Energy Partners LP,440,230,670,20,34,22,12,,
LYG,Lloyds Banking Group PLC,551,115,666,20,33,28,6,,
CFR,Cullen/Frost Bankers Inc,381,284,665,20,33,19,14,,
MLNX,Mellanox Technologies Ltd,314,350,664,20,33,16,18,,
MTN,Vail Resorts Inc,328,335,663,20,33,16,17,,
RAI,Reynolds American Inc,602,53,655,20,33,30,3,,
OA,Orbital ATK Inc,571,84,655,20,33,29,4,,
GEF,Greif Inc,655,0,655,20,33,33,0,,
SND,Smart Sand Inc,580,69,649,20,32,29,3,,
XOG,Extraction Oil & Gas Inc,534,114,648,20,32,27,6,,
LBTYK,Liberty Global PLC,635,12,647,20,32,32,1,,
CROX,Crocs Inc,602,45,647,20,32,30,2,,
CALL,magicJack VocalTec Ltd,636,10,646,20,32,32,1,,
LPLA,LPL Financial Holdings Inc,413,233,646,20,32,21,12,,
UFS,Domtar Corp,339,306,645,20,32,17,15,,
ERJ,Embraer SA,480,163,643,20,32,24,8,,
SHOO,Steven Madden Ltd,404,239,643,20,32,20,12,,
HDB,HDFC Bank Ltd,581,58,639,20,32,29,3,,
EBIX,Ebix Inc,306,333,639,20,32,15,17,,
REV,Revlon Inc,364,274,638,20,32,18,14,,
AIZ,Assurant Inc,438,198,636,20,32,22,10,,
CNHI,CNH Industrial NV,608,27,635,20,32,30,1,,
PPHM,Peregrine Pharmaceuticals Inc,384,250,634,20,32,19,13,,
FRTA,Forterra Inc,623,10,633,20,32,31,1,,
XCO,EXCO Resources Inc,524,109,633,20,32,26,5,,
KRO,Kronos Worldwide Inc,459,169,628,20,31,23,8,,
CYTX,Cytori Therapeutics Inc,440,187,627,20,31,22,9,,
EPAY,Bottomline Technologies de Inc,584,42,626,20,31,29,2,,
IMPV,Imperva Inc,388,237,625,20,31,19,12,,
MEIP,MEI Pharma Inc,620,4,624,20,31,31,0,,
ADXS,Advaxis Inc,545,79,624,20,31,27,4,,
UAN,CVR Partners LP,542,80,622,20,31,27,4,,
BLDP,Ballard Power Systems Inc,476,146,622,20,31,24,7,,
MOBL,MobileIron Inc,355,265,620,20,31,18,13,,
WEN,Wendy's Co/The,449,170,619,20,31,22,9,,
AL,Air Lease Corp,386,233,619,20,31,19,12,,
FI,Frank's International NV,587,30,617,20,31,29,2,,
DWCH,Datawatch Corp,327,287,614,20,31,16,14,,
MANH,Manhattan Associates Inc,228,383,611,20,31,11,19,,
GDOT,Green Dot Corp,606,3,609,20,30,30,0,,
SON,Sonoco Products Co,73,536,609,20,30,4,27,,
PRKR,ParkerVision Inc,602,4,606,20,30,30,0,,
TVTY,Tivity Health Inc,447,158,605,20,30,22,8,,
AMPE,Ampio Pharmaceuticals Inc,506,98,604,20,30,25,5,,
CEQP,Crestwood Equity Partners LP,396,203,599,20,30,20,10,,
BCOR,Blucora Inc,491,107,598,20,30,25,5,,
ENR,Energizer Holdings Inc,463,134,597,20,30,23,7,,
MLHR,Herman Miller Inc,369,228,597,20,30,18,11,,
BBVA,Banco Bilbao Vizcaya Argentaria SA,131,461,592,20,30,7,23,,
ECHO,Echo Global Logistics Inc,57,532,589,20,29,3,27,,
ENLK,EnLink Midstream Partners LP,559,29,588,20,29,28,1,,
UNXL,Uni-Pixel Inc,537,50,587,20,29,27,3,,
VGR,Vector Group Ltd,134,453,587,20,29,7,23,,
SCHN,Schnitzer Steel Industries Inc,415,169,584,20,29,21,8,,
OZM,Och-Ziff Capital Management Group LLC,547,34,581,20,29,27,2,,
NVRO,Nevro Corp,159,416,575,20,29,8,21,,
AON,Aon PLC,306,267,573,20,29,15,13,,
COWN,Cowen Inc,286,287,573,20,29,14,14,,
GST,Gastar Exploration Inc,562,10,572,20,29,28,1,,
NVGS,Navigator Holdings Ltd,420,152,572,20,29,21,8,,
NVDQ,Novadaq Technologies Inc,293,278,571,20,29,15,14,,
BRKS,Brooks Automation Inc,458,112,570,20,29,23,6,,
PTHN,Patheon NV,82,487,569,20,28,4,24,,
MTG,MGIC Investment Corp,472,95,567,20,28,24,5,,
EQR,Equity Residential,253,314,567,20,28,13,16,,
EXK,Endeavour Silver Corp,547,17,564,20,28,27,1,,
SMCI,Super Micro Computer Inc,485,78,563,20,28,24,4,,
PEGA,Pegasystems Inc,84,479,563,20,28,4,24,,
AKG,Asanko Gold Inc,514,48,562,20,28,26,2,,
CLS,Celestica Inc,103,458,561,20,28,5,23,,
BKE,Buckle Inc/The,331,229,560,20,28,17,11,,
SKM,SK Telecom Co Ltd,560,0,560,20,28,28,0,,
LXU,LSB Industries Inc,262,296,558,20,28,13,15,,
VJET,voxeljet AG,142,416,558,20,28,7,21,,
REVG,REV Group Inc,401,155,556,20,28,20,8,,
BPI,Bridgepoint Education Inc,196,360,556,20,28,10,18,,
LGFB,LGF Bancorp Inc,549,5,554,20,28,27,0,,
AEG,Aegon NV,453,100,553,20,28,23,5,,
CVA,Covanta Holding Corp,432,121,553,20,28,22,6,,
CPSS,Consumer Portfolio Services Inc,402,151,553,20,28,20,8,,
HHC,Howard Hughes Corp/The,386,167,553,20,28,19,8,,
ATEN,A10 Networks Inc,152,399,551,20,28,8,20,,
KBR,KBR Inc,495,54,549,20,27,25,3,,
BUFF,Blue Buffalo Pet Products Inc,294,255,549,20,27,15,13,,
CAPL,CrossAmerica Partners LP,452,95,547,20,27,23,5,,
HEES,H&E Equipment Services Inc,493,53,546,20,27,25,3,,
AGCO,AGCO Corp,361,183,544,20,27,18,9,,
BDSI,BioDelivery Sciences International Inc,499,43,542,20,27,25,2,,
ROG,Rogers Corp,290,252,542,20,27,15,13,,
IEP,Icahn Enterprises LP,242,300,542,20,27,12,15,,
CRMT,America's Car-Mart Inc/TX,41,501,542,20,27,2,25,,
OPHT,Ophthotech Corp,439,98,537,20,27,22,5,,
GLOG,GasLog Ltd,233,304,537,20,27,12,15,,
PRMW,Primo Water Corp,71,466,537,20,27,4,23,,
PCYG,Park City Group Inc,512,24,536,20,27,26,1,,
SNV,Synovus Financial Corp,498,38,536,20,27,25,2,,
WTI,W&T Offshore Inc,148,384,532,20,27,7,19,,
PEG,Public Service Enterprise Group Inc,403,126,529,20,26,20,6,,
AB,AllianceBernstein Holding LP,308,221,529,20,26,15,11,,
RT,Ruby Tuesday Inc,494,34,528,20,26,25,2,,
OREX,Orexigen Therapeutics Inc,318,209,527,20,26,16,10,,
SRCI,SRC Energy Inc,276,250,526,20,26,14,13,,
ALKS,Alkermes PLC,146,380,526,20,26,7,19,,
PRAH,PRA Health Sciences Inc,486,38,524,20,26,24,2,,
DLB,Dolby Laboratories Inc,497,23,520,20,26,25,1,,
HSIC,Henry Schein Inc,255,265,520,20,26,13,13,,
BTE,Baytex Energy Corp,364,155,519,20,26,18,8,,
PSMT,PriceSmart Inc,249,268,517,20,26,12,13,,
MNRO,Monro Inc,422,94,516,20,26,21,5,,
FOX,Twenty-First Century Fox Inc,316,200,516,20,26,16,10,,
LM,Legg Mason Inc,388,127,515,20,26,19,6,,
KNDI,Kandi Technologies Group Inc,388,124,512,20,26,19,6,,
HEI,HEICO Corp,271,241,512,20,26,14,12,,
TGB,Taseko Mines Ltd,492,19,511,20,26,25,1,,
NTLA,Intellia Therapeutics Inc,417,94,511,20,26,21,5,,
RSG,Republic Services Inc,307,201,508,20,25,15,10,,
FRAN,Francesca's Holdings Corp,327,180,507,20,25,16,9,,
IDT,IDT Corp,370,135,505,20,25,19,7,,
AGFS,AgroFresh Solutions Inc,500,3,503,20,25,25,0,,
RPXC,RPX Corp,451,50,501,20,25,23,3,,
VOXX,VOXX International Corp,322,179,501,20,25,16,9,,
TCX,Tucows Inc,253,247,500,20,25,13,12,,
AGU,Agrium Inc,238,262,500,20,25,12,13,,
NICE,Nice Ltd,10,490,500,20,25,1,25,,
HAWK,Blackhawk Network Holdings Inc,228,271,499,20,25,11,14,,
EQM,EQT Midstream Partners LP,464,34,498,20,25,23,2,,
IRDM,Iridium Communications Inc,464,34,498,20,25,23,2,,
LJPC,La Jolla Pharmaceutical Co,335,163,498,20,25,17,8,,
OTEX,Open Text Corp,201,293,494,20,25,10,15,,
NGL,NGL Energy Partners LP,147,343,490,20,25,7,17,,
OBE,Obsidian Energy Ltd,479,8,487,20,24,24,0,,
PACW,PacWest Bancorp,377,108,485,20,24,19,5,,
JASO,JA Solar Holdings Co Ltd,437,47,484,20,24,22,2,,
TM,Toyota Motor Corp,319,165,484,20,24,16,8,,
CQP,Cheniere Energy Partners LP,201,282,483,20,24,10,14,,
NGG,National Grid PLC,297,185,482,20,24,15,9,,
NXRT,NexPoint Residential Trust Inc,32,450,482,20,24,2,23,,
BIG,Big Lots Inc,334,146,480,20,24,17,7,,
ESNT,Essent Group Ltd,402,76,478,20,24,20,4,,
AMG,Affiliated Managers Group Inc,348,130,478,20,24,17,7,,
RRGB,Red Robin Gourmet Burgers Inc,334,143,477,20,24,17,7,,
MDC,MDC Holdings Inc,400,76,476,20,24,20,4,,
AMKR,Amkor Technology Inc,298,176,474,20,24,15,9,,
BONT,Bon-Ton Stores Inc/The,149,325,474,20,24,7,16,,
INT,World Fuel Services Corp,52,422,474,20,24,3,21,,
FUEL,Rocket Fuel Inc,426,47,473,20,24,21,2,,
GCI,Gannett Co Inc,431,39,470,20,24,22,2,,
ACTG,Acacia Research Corp,420,50,470,20,24,21,3,,
EPR,EPR Properties,209,261,470,20,24,10,13,,
OMF,OneMain Holdings Inc,427,42,469,20,23,21,2,,
SBLK,Star Bulk Carriers Corp,178,291,469,20,23,9,15,,
SFR,Starwood Waypoint Homes,437,30,467,20,23,22,2,,
Q,Quintiles IMS Holdings Inc,393,74,467,20,23,20,4,,
CONE,CyrusOne Inc,363,104,467,20,23,18,5,,
AVH,Avianca Holdings SA,467,0,467,20,23,23,0,,
LE,Lands' End Inc,352,113,465,20,23,18,6,,
EGOV,NIC Inc,48,416,464,20,23,2,21,,
WBS,Webster Financial Corp,453,10,463,20,23,23,1,,
FPI,Farmland Partners Inc,403,60,463,20,23,20,3,,
ROP,Roper Technologies Inc,388,74,462,20,23,19,4,,
RNG,RingCentral Inc,230,230,460,20,23,12,12,,
MTW,Manitowoc Co Inc/The,434,25,459,20,23,22,1,,
SIR,Select Income REIT,430,29,459,20,23,22,1,,
TCS,Container Store Group Inc/The,423,34,457,20,23,21,2,,
RENN,Renren Inc,401,56,457,20,23,20,3,,
LOCO,El Pollo Loco Holdings Inc,276,181,457,20,23,14,9,,
NAO,Nordic American Offshore Ltd,443,12,455,20,23,22,1,,
SNP,China Petroleum & Chemical Corp,230,225,455,20,23,12,11,,
AVXL,Anavex Life Sciences Corp,291,163,454,20,23,15,8,,
UIS,Unisys Corp,289,164,453,20,23,14,8,,
SNH,Senior Housing Properties Trust,201,250,451,20,23,10,13,,
MSG,Madison Square Garden Co/The,129,322,451,20,23,6,16,,
PWR,Quanta Services Inc,332,115,447,20,22,17,6,,
DOC,Physicians Realty Trust,132,315,447,20,22,7,16,,
BWXT,BWX Technologies Inc,447,0,447,20,22,22,0,,
TWOU,2U Inc,350,96,446,20,22,18,5,,
REI,Ring Energy Inc,165,280,445,20,22,8,14,,
TX,Ternium SA,435,8,443,20,22,22,0,,
MB,MINDBODY Inc,388,55,443,20,22,19,3,,
CMP,Compass Minerals International Inc,253,190,443,20,22,13,10,,
TTMI,TTM Technologies Inc,330,112,442,20,22,17,6,,
ES,Eversource Energy,254,188,442,20,22,13,9,,
AME,AMETEK Inc,379,61,440,20,22,19,3,,
CNAT,Conatus Pharmaceuticals Inc,351,89,440,20,22,18,4,,
MOH,Molina Healthcare Inc,315,125,440,20,22,16,6,,
EDAP,EDAP TMS SA,90,349,439,20,22,5,17,,
WCG,WellCare Health Plans Inc,155,283,438,20,22,8,14,,
RMTI,Rockwell Medical Inc,378,57,435,20,22,19,3,,
NYT,New York Times Co/The,314,119,433,20,22,16,6,,
DVMT,Dell Technologies Inc Class V,304,129,433,20,22,15,6,,
NI,NiSource Inc,410,20,430,20,22,21,1,,
CHUBK,CommerceHub Inc,397,33,430,20,22,20,2,,
WPC,WP Carey Inc,352,78,430,20,22,18,4,,
NOG,Northern Oil and Gas Inc,11,419,430,20,22,1,21,,
LLNW,Limelight Networks Inc,210,218,428,20,21,11,11,,
GTLS,Chart Industries Inc,107,319,426,20,21,5,16,,
AWK,American Water Works Co Inc,322,103,425,20,21,16,5,,
ETR,Entergy Corp,297,127,424,20,21,15,6,,
VDSI,VASCO Data Security International Inc,189,235,424,20,21,9,12,,
SAIC,Science Applications International Corp,378,45,423,20,21,19,2,,
POST,Post Holdings Inc,410,12,422,20,21,21,1,,
TRU,TransUnion,203,219,422,20,21,10,11,,
TCBI,Texas Capital Bancshares Inc,164,258,422,20,21,8,13,,
LKSD,LSC Communications Inc,245,176,421,20,21,12,9,,
MRCY,Mercury Systems Inc,369,50,419,20,21,18,3,,
PGNX,Progenics Pharmaceuticals Inc,328,91,419,20,21,16,5,,
STRA,Strayer Education Inc,81,337,418,20,21,4,17,,
CDZI,Cadiz Inc,73,345,418,20,21,4,17,,
RE,Everest Re Group Ltd,364,53,417,20,21,18,3,,
PDLI,PDL BioPharma Inc,359,57,416,20,21,18,3,,
SID,Cia Siderurgica Nacional SA,415,0,415,20,21,21,0,,
ACLS,Axcelis Technologies Inc,249,165,414,20,21,12,8,,
BXMT,Blackstone Mortgage Trust Inc,57,357,414,20,21,3,18,,
AJRD,Aerojet Rocketdyne Holdings Inc,308,105,413,20,21,15,5,,
FGP,Ferrellgas Partners LP,170,242,412,20,21,9,12,,
EVBG,Everbridge Inc,350,60,410,20,21,18,3,,
RGC,Regal Entertainment Group,225,185,410,20,21,11,9,,
VAC,Marriott Vacations Worldwide Corp,340,69,409,20,20,17,3,,
CODI,Compass Diversified Holdings,235,174,409,20,20,12,9,,
USNA,USANA Health Sciences Inc,90,319,409,20,20,5,16,,
LAD,Lithia Motors Inc,50,359,409,20,20,3,18,,
CAI,CAI International Inc,324,84,408,20,20,16,4,,
WD,Walker & Dunlop Inc,182,226,408,20,20,9,11,,
MANT,ManTech International Corp/VA,406,0,406,20,20,20,0,,
TERP,TerraForm Power Inc,304,101,405,20,20,15,5,,
STE,STERIS PLC,4,400,404,20,20,0,20,,
CNO,CNO Financial Group Inc,280,121,401,20,20,14,6,,
NVTA,Invitae Corp,357,40,397,20,20,18,2,,
NOAH,Noah Holdings Ltd,54,340,394,20,20,3,17,,
LVLT,Level 3 Communications Inc,296,97,393,20,20,15,5,,
INFO,IHS Markit Ltd,362,29,391,20,20,18,1,,
CAFD,8Point3 Energy Partners LP,345,46,391,20,20,17,2,,
HUBS,HubSpot Inc,220,170,390,20,20,11,9,,
RRD,RR Donnelley & Sons Co,277,112,389,20,19,14,6,,
VVV,Valvoline Inc,158,231,389,20,19,8,12,,
STO,Statoil ASA,145,244,389,20,19,7,12,,
BPL,Buckeye Partners LP,198,190,388,20,19,10,10,,
AVT,Avnet Inc,262,122,384,20,19,13,6,,
SSP,EW Scripps Co/The,78,306,384,20,19,4,15,,
TEP,Tallgrass Energy Partners LP,318,63,381,20,19,16,3,,
USFD,US Foods Holding Corp,362,18,380,20,19,18,1,,
FIS,Fidelity National Information Services Inc,331,49,380,20,19,17,2,,
VRTV,Veritiv Corp,133,247,380,20,19,7,12,,
PARR,Par Pacific Holdings Inc,335,44,379,20,19,17,2,,
PFG,Principal Financial Group Inc,283,95,378,20,19,14,5,,
SEMG,SemGroup Corp,183,195,378,20,19,9,10,,
CYTK,Cytokinetics Inc,161,216,377,20,19,8,11,,
FRT,Federal Realty Investment Trust,128,249,377,20,19,6,12,,
CYD,China Yuchai International Ltd,358,18,376,20,19,18,1,,
MHK,Mohawk Industries Inc,191,184,375,20,19,10,9,,
NYLDA,NRG Yield  Inc.,375,0,375,20,19,19,0,,
WWE,World Wrestling Entertainment Inc,193,181,374,20,19,10,9,,
APU,AmeriGas Partners LP,277,96,373,20,19,14,5,,
GALT,Galectin Therapeutics Inc,292,80,372,20,19,15,4,,
USAC,USA Compression Partners LP,283,87,370,20,19,14,4,,
EVC,Entravision Communications Corp,359,10,369,20,18,18,1,,
GPI,Group 1 Automotive Inc,19,350,369,20,18,1,18,,
KRA,Kraton Corp,367,1,368,20,18,18,0,,
PKX,POSCO,281,86,367,20,18,14,4,,
TXRH,Texas Roadhouse Inc,162,205,367,20,18,8,10,,
YUME,YuMe Inc,367,0,367,20,18,18,0,,
KEX,Kirby Corp,78,288,366,20,18,4,14,,
UNT,Unit Corp,255,109,364,20,18,13,5,,
FNGN,Financial Engines Inc,52,312,364,20,18,3,16,,
TCRD,THL Credit Inc,6,357,363,20,18,0,18,,
OTIC,Otonomy Inc,320,42,362,20,18,16,2,,
NEO,NeoGenomics Inc,360,1,361,20,18,18,0,,
LGND,Ligand Pharmaceuticals Inc,153,208,361,20,18,8,10,,
ENTG,Entegris Inc,347,13,360,20,18,17,1,,
BRFS,BRF SA,274,86,360,20,18,14,4,,
CPG,Crescent Point Energy Corp,258,101,359,20,18,13,5,,
SPHS,Sophiris Bio Inc,236,123,359,20,18,12,6,,
WEB,Web.com Group Inc,178,181,359,20,18,9,9,,
GWR,Genesee & Wyoming Inc,297,61,358,20,18,15,3,,
DCP,DCP Midstream LP,183,175,358,20,18,9,9,,
ONDK,On Deck Capital Inc,342,15,357,20,18,17,1,,
HESM,Hess Midstream Partners LP,268,89,357,20,18,13,4,,
VNET,21Vianet Group Inc,244,112,356,20,18,12,6,,
JCOM,j2 Global Inc,166,189,355,20,18,8,9,,
NCMI,National CineMedia Inc,323,30,353,20,18,16,2,,
TIVO,TiVo Corp,284,69,353,20,18,14,3,,
ATRS,Antares Pharma Inc,269,84,353,20,18,13,4,,
HELE,Helen of Troy Ltd,165,187,352,20,18,8,9,,
LADR,Ladder Capital Corp,109,242,351,20,18,5,12,,
RHI,Robert Half International Inc,253,97,350,20,18,13,5,,
CWH,Camping World Holdings Inc,235,115,350,20,18,12,6,,
WCN,Waste Connections Inc,158,192,350,20,18,8,10,,
RFP,Resolute Forest Products Inc,302,47,349,20,17,15,2,,
BBL,BHP Billiton PLC,282,67,349,20,17,14,3,,
IVAC,Intevac Inc,274,75,349,20,17,14,4,,
SBH,Sally Beauty Holdings Inc,95,254,349,20,17,5,13,,
ACM,AECOM,242,106,348,20,17,12,5,,
NSM,Nationstar Mortgage Holdings Inc,131,216,347,20,17,7,11,,
BCC,Boise Cascade Co,287,59,346,20,17,14,3,,
GIII,G-III Apparel Group Ltd,282,63,345,20,17,14,3,,
REXX,Rex Energy Corp,117,227,344,20,17,6,11,,
RS,Reliance Steel & Aluminum Co,203,140,343,20,17,10,7,,
FH,FORM Holdings Corp,341,1,342,20,17,17,0,,
HXL,Hexcel Corp,286,56,342,20,17,14,3,,
RUBI,Rubicon Project Inc/The,176,165,341,20,17,9,8,,
RPD,Rapid7 Inc,341,0,341,20,17,17,0,,
SRE,Sempra Energy,308,32,340,20,17,15,2,,
SPB,Spectrum Brands Holdings Inc,220,119,339,20,17,11,6,,
CRAY,Cray Inc,216,123,339,20,17,11,6,,
FISV,Fiserv Inc,219,119,338,20,17,11,6,,
HII,Huntington Ingalls Industries Inc,195,142,337,20,17,10,7,,
AGI,Alamos Gold Inc,193,144,337,20,17,10,7,,
XIN,Xinyuan Real Estate Co Ltd,269,66,335,20,17,13,3,,
ULTI,Ultimate Software Group Inc/The,204,131,335,20,17,10,7,,
PBCT,People's United Financial Inc,110,225,335,20,17,6,11,,
NHTC,Natural Health Trends Corp,235,99,334,20,17,12,5,,
SPA,Sparton Corp,334,0,334,20,17,17,0,,
FMI,Foundation Medicine Inc,230,103,333,20,17,12,5,,
SKIS,Peak Resorts Inc,71,262,333,20,17,4,13,,
SBAC,SBA Communications Corp,285,47,332,20,17,14,2,,
HMC,Honda Motor Co Ltd,109,223,332,20,17,5,11,,
