Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV,,
CL,Colgate-Palmolive Co,"4,270","6,169","10,439",20,522,214,308,,
PSX,Phillips 66,"6,562","3,751","10,313",20,516,328,188,,
CRTO,Criteo SA,"1,857","8,442","10,299",20,515,93,422,,
NOK,Nokia OYJ,"4,770","5,514","10,284",20,514,239,276,,
CLDR,Cloudera Inc,"4,759","5,512","10,271",20,514,238,276,,
ANDV,Andeavor,"6,154","4,090","10,244",20,512,308,205,,
CLVS,Clovis Oncology Inc,"6,596","3,599","10,195",20,510,330,180,,
ADI,Analog Devices Inc,"7,015","3,152","10,167",20,508,351,158,,
PGR,Progressive Corp/The,"2,916","7,242","10,158",20,508,146,362,,
CBOE,CBOE Holdings Inc,"8,210","1,869","10,079",20,504,411,93,,
DG,Dollar General Corp,"3,702","6,329","10,031",20,502,185,316,,
XPO,XPO Logistics Inc,"8,333","1,672","10,005",20,500,417,84,,
IMMU,Immunomedics Inc,"6,303","3,682","9,985",20,499,315,184,,
SAN,Banco Santander SA,"7,312","2,659","9,971",20,499,366,133,,
NWL,Newell Brands Inc,"5,661","4,271","9,932",20,497,283,214,,
KANG,iKang Healthcare Group Inc,416,"9,502","9,918",20,496,21,475,,
EXEL,Exelixis Inc,"6,687","3,224","9,911",20,496,334,161,,
XLNX,Xilinx Inc,"8,168","1,721","9,889",20,494,408,86,,
DKS,Dick's Sporting Goods Inc,"5,754","4,128","9,882",20,494,288,206,,
OKE,ONEOK Inc,"5,980","3,872","9,852",20,493,299,194,,
HFC,HollyFrontier Corp,"4,950","4,877","9,827",20,491,248,244,,
WTW,Weight Watchers International Inc,"4,161","5,654","9,815",20,491,208,283,,
PIR,Pier 1 Imports Inc,"3,164","6,651","9,815",20,491,158,333,,
MDXG,MiMedx Group Inc,"2,233","7,572","9,805",20,490,112,379,,
ETN,Eaton Corp PLC,"7,039","2,765","9,804",20,490,352,138,,
FLEX,Flex Ltd,"6,147","3,655","9,802",20,490,307,183,,
IP,International Paper Co,"8,082","1,686","9,768",20,488,404,84,,
ALK,Alaska Air Group Inc,"6,306","3,461","9,767",20,488,315,173,,
XL,XL Group Ltd,"1,898","7,867","9,765",20,488,95,393,,
ITUB,Itau Unibanco Holding SA,"3,369","6,385","9,754",20,488,168,319,,
MNK,Mallinckrodt PLC,"4,874","4,857","9,731",20,487,244,243,,
SAGE,Sage Therapeutics Inc,"3,876","5,811","9,687",20,484,194,291,,
PTCT,PTC Therapeutics Inc,"4,232","5,424","9,656",20,483,212,271,,
INSM,Insmed Inc,"6,043","3,602","9,645",20,482,302,180,,
CAB,Cabela's Inc,"3,628","5,917","9,545",20,477,181,296,,
HOME,At Home Group Inc,"8,607",934,"9,541",20,477,430,47,,
FSM,Fortuna Silver Mines Inc,"8,984",505,"9,489",20,474,449,25,,
NEOS,Neos Therapeutics Inc,"8,841",639,"9,480",20,474,442,32,,
SBGI,Sinclair Broadcast Group Inc,"5,680","3,795","9,475",20,474,284,190,,
ECA,Encana Corp,"6,992","2,455","9,447",20,472,350,123,,
ENDP,Endo International PLC,"8,105","1,340","9,445",20,472,405,67,,
AVEO,AVEO Pharmaceuticals Inc,"8,116","1,291","9,407",20,470,406,65,,
GRPN,Groupon Inc,"7,205","2,120","9,325",20,466,360,106,,
PAY,VeriFone Systems Inc,"6,911","2,382","9,293",20,465,346,119,,
HRTG,Heritage Insurance Holdings Inc,453,"8,835","9,288",20,464,23,442,,
AMT,American Tower Corp,"4,139","5,135","9,274",20,464,207,257,,
DLTR,Dollar Tree Inc,"6,239","3,025","9,264",20,463,312,151,,
SU,Suncor Energy Inc,"3,981","5,282","9,263",20,463,199,264,,
PXD,Pioneer Natural Resources Co,"5,299","3,900","9,199",20,460,265,195,,
XXII,22nd Century Group Inc,"6,839","2,354","9,193",20,460,342,118,,
PHM,PulteGroup Inc,"7,738","1,452","9,190",20,460,387,73,,
SCHW,Charles Schwab Corp/The,"6,811","2,345","9,156",20,458,341,117,,
TAL,TAL Education Group,"5,767","3,369","9,136",20,457,288,168,,
SIRI,Sirius XM Holdings Inc,"6,922","2,191","9,113",20,456,346,110,,
FTR,Frontier Communications Corp,"4,314","4,783","9,097",20,455,216,239,,
HDS,HD Supply Holdings Inc,"5,333","3,751","9,084",20,454,267,188,,
PBF,PBF Energy Inc,"6,947","2,115","9,062",20,453,347,106,,
PLUG,Plug Power Inc,"7,753","1,265","9,018",20,451,388,63,,
ANF,Abercrombie & Fitch Co,"5,925","3,085","9,010",20,451,296,154,,
REV,Revlon Inc,"6,357","2,652","9,009",20,450,318,133,,
INFY,Infosys Ltd,"4,037","4,951","8,988",20,449,202,248,,
COH,Coach Inc,"5,269","3,703","8,972",20,449,263,185,,
COL,Rockwell Collins Inc,"4,521","4,388","8,909",20,445,226,219,,
ETFC,E*TRADE Financial Corp,"7,550","1,324","8,874",20,444,378,66,,
ALLY,Ally Financial Inc,"2,414","6,321","8,735",20,437,121,316,,
NSC,Norfolk Southern Corp,"6,109","2,606","8,715",20,436,305,130,,
BK,Bank of New York Mellon Corp/The,"3,248","5,423","8,671",20,434,162,271,,
NEE,NextEra Energy Inc,"3,708","4,958","8,666",20,433,185,248,,
RDC,Rowan Cos Plc,"7,110","1,513","8,623",20,431,356,76,,
SGMO,Sangamo Therapeutics Inc,"6,418","2,112","8,530",20,427,321,106,,
SQM,Sociedad Quimica y Minera de Chile SA,"4,703","3,792","8,495",20,425,235,190,,
AEM,Agnico Eagle Mines Ltd,"6,448","2,012","8,460",20,423,322,101,,
RIO,Rio Tinto PLC,"3,164","5,278","8,442",20,422,158,264,,
SINA,SINA Corp/China,"5,123","3,297","8,420",20,421,256,165,,
AKAM,Akamai Technologies Inc,"4,619","3,772","8,391",20,420,231,189,,
AET,Aetna Inc,"4,637","3,736","8,373",20,419,232,187,,
WDAY,Workday Inc,"4,591","3,693","8,284",20,414,230,185,,
PPL,PPL Corp,"4,754","3,525","8,279",20,414,238,176,,
CNC,Centene Corp,"3,182","5,016","8,198",20,410,159,251,,
TRVG,Trivago NV,"2,028","6,055","8,083",20,404,101,303,,
NOC,Northrop Grumman Corp,"4,029","4,019","8,048",20,402,201,201,,
UA,Under Armour Inc,"4,727","3,317","8,044",20,402,236,166,,
NM,Navios Maritime Holdings Inc,"7,993",10,"8,003",20,400,400,1,,
EW,Edwards Lifesciences Corp,"5,780","2,219","7,999",20,400,289,111,,
WEN,Wendy's Co/The,"5,097","2,849","7,946",20,397,255,142,,
AMC,AMC Entertainment Holdings Inc,"4,224","3,658","7,882",20,394,211,183,,
ANTM,Anthem Inc,"4,162","3,718","7,880",20,394,208,186,,
ANET,Arista Networks Inc,"2,448","5,370","7,818",20,391,122,269,,
HALO,Halozyme Therapeutics Inc,"6,357","1,442","7,799",20,390,318,72,,
BOX,Box Inc,"5,887","1,858","7,745",20,387,294,93,,
NLY,Annaly Capital Management Inc,"3,270","4,424","7,694",20,385,164,221,,
HCA,HCA Healthcare Inc,"3,382","4,308","7,690",20,385,169,215,,
DRI,Darden Restaurants Inc,"4,372","3,315","7,687",20,384,219,166,,
KKR,KKR & Co LP,"5,868","1,774","7,642",20,382,293,89,,
KTOS,Kratos Defense & Security Solutions Inc,"5,214","2,397","7,611",20,381,261,120,,
DECK,Deckers Outdoor Corp,"2,249","5,301","7,550",20,378,112,265,,
TLRD,Tailored Brands Inc,"3,759","3,775","7,534",20,377,188,189,,
OHI,Omega Healthcare Investors Inc,"3,599","3,916","7,515",20,376,180,196,,
RCII,Rent-A-Center Inc/TX,"2,358","5,146","7,504",20,375,118,257,,
ALGN,Align Technology Inc,"3,819","3,651","7,470",20,374,191,183,,
FMSA,Fairmount Santrol Holdings Inc,"6,603",852,"7,455",20,373,330,43,,
TSCO,Tractor Supply Co,"4,360","3,079","7,439",20,372,218,154,,
CRC,California Resources Corp,"5,630","1,778","7,408",20,370,282,89,,
EMR,Emerson Electric Co,"5,559","1,841","7,400",20,370,278,92,,
OA,Orbital ATK Inc,"4,503","2,890","7,393",20,370,225,145,,
AAP,Advance Auto Parts Inc,"3,508","3,858","7,366",20,368,175,193,,
DVA,DaVita Inc,"2,713","4,652","7,365",20,368,136,233,,
NXPI,NXP Semiconductors NV,"5,089","2,256","7,345",20,367,254,113,,
THO,Thor Industries Inc,"4,421","2,904","7,325",20,366,221,145,,
SLCA,US Silica Holdings Inc,"4,056","3,253","7,309",20,365,203,163,,
GNRC,Generac Holdings Inc,"3,923","3,375","7,298",20,365,196,169,,
CC,Chemours Co/The,"3,488","3,805","7,293",20,365,174,190,,
BLUE,Bluebird Bio Inc,"5,119","2,144","7,263",20,363,256,107,,
MAR,Marriott International Inc/MD,"3,530","3,706","7,236",20,362,177,185,,
MNST,Monster Beverage Corp,"6,184","1,043","7,227",20,361,309,52,,
QRVO,Qorvo Inc,"3,044","4,169","7,213",20,361,152,208,,
HP,Helmerich & Payne Inc,"4,865","2,298","7,163",20,358,243,115,,
CMI,Cummins Inc,"3,066","4,089","7,155",20,358,153,204,,
TTWO,Take-Two Interactive Software Inc,"4,640","2,509","7,149",20,357,232,125,,
BURL,Burlington Stores Inc,"3,911","3,211","7,122",20,356,196,161,,
GT,Goodyear Tire & Rubber Co/The,"4,202","2,890","7,092",20,355,210,145,,
K,Kellogg Co,"2,960","4,076","7,036",20,352,148,204,,
KSU,Kansas City Southern,"3,874","3,157","7,031",20,352,194,158,,
TRXC,TransEnterix Inc,"5,764","1,255","7,019",20,351,288,63,,
SEAS,SeaWorld Entertainment Inc,"2,287","4,729","7,016",20,351,114,236,,
LSI,Life Storage Inc,"1,712","5,236","6,948",20,347,86,262,,
VOD,Vodafone Group PLC,"4,336","2,583","6,919",20,346,217,129,,
NAV,Navistar International Corp,"4,538","2,367","6,905",20,345,227,118,,
SPG,Simon Property Group Inc,"3,895","2,993","6,888",20,344,195,150,,
CRUS,Cirrus Logic Inc,"4,320","2,532","6,852",20,343,216,127,,
FOSL,Fossil Group Inc,"3,197","3,649","6,846",20,342,160,182,,
CTSH,Cognizant Technology Solutions Corp,"2,630","4,209","6,839",20,342,132,210,,
IR,Ingersoll-Rand PLC,"6,090",728,"6,818",20,341,305,36,,
DGX,Quest Diagnostics Inc,"5,467","1,336","6,803",20,340,273,67,,
MMP,Magellan Midstream Partners LP,"4,929","1,849","6,778",20,339,246,92,,
GRA,WR Grace & Co,"3,448","3,253","6,701",20,335,172,163,,
AAXN,Axon Enterprise Inc,"2,233","4,467","6,700",20,335,112,223,,
KEY,KeyCorp,"5,336","1,332","6,668",20,333,267,67,,
CAG,Conagra Brands Inc,"4,723","1,942","6,665",20,333,236,97,,
TRN,Trinity Industries Inc,"3,478","3,165","6,643",20,332,174,158,,
AGO,Assured Guaranty Ltd,"3,800","2,804","6,604",20,330,190,140,,
ARNC,Arconic Inc,"5,104","1,488","6,592",20,330,255,74,,
HAS,Hasbro Inc,"1,887","4,636","6,523",20,326,94,232,,
TIF,Tiffany & Co,"3,518","3,003","6,521",20,326,176,150,,
VMC,Vulcan Materials Co,"5,713",783,"6,496",20,325,286,39,,
CCJ,Cameco Corp,"3,974","2,521","6,495",20,325,199,126,,
IMGN,ImmunoGen Inc,"3,300","3,184","6,484",20,324,165,159,,
PII,Polaris Industries Inc,"2,154","4,298","6,452",20,323,108,215,,
PVG,Pretium Resources Inc,"5,031","1,411","6,442",20,322,252,71,,
BAX,Baxter International Inc,"4,789","1,641","6,430",20,322,239,82,,
ACAD,ACADIA Pharmaceuticals Inc,"5,424","1,005","6,429",20,321,271,50,,
GRUB,GrubHub Inc,"3,852","2,556","6,408",20,320,193,128,,
BBG,Bill Barrett Corp,892,"5,513","6,405",20,320,45,276,,
LYB,LyondellBasell Industries NV,"4,126","2,230","6,356",20,318,206,112,,
CX,Cemex SAB de CV,"3,116","3,232","6,348",20,317,156,162,,
DPZ,Domino's Pizza Inc,"2,864","3,433","6,297",20,315,143,172,,
FNV,Franco-Nevada Corp,"2,617","3,679","6,296",20,315,131,184,,
YUM,Yum! Brands Inc,"3,237","3,037","6,274",20,314,162,152,,
ADM,Archer-Daniels-Midland Co,"3,791","2,479","6,270",20,314,190,124,,
SM,SM Energy Co,"4,836","1,426","6,262",20,313,242,71,,
BBT,BB&T Corp,"3,936","2,290","6,226",20,311,197,115,,
GKOS,Glaukos Corp,"2,713","3,494","6,207",20,310,136,175,,
BCRX,BioCryst Pharmaceuticals Inc,"1,631","4,563","6,194",20,310,82,228,,
EXAS,Exact Sciences Corp,"3,849","2,329","6,178",20,309,192,116,,
STLD,Steel Dynamics Inc,"2,596","3,582","6,178",20,309,130,179,,
GD,General Dynamics Corp,"4,009","2,126","6,135",20,307,200,106,,
ZAYO,Zayo Group Holdings Inc,"5,471",662,"6,133",20,307,274,33,,
OCN,Ocwen Financial Corp,"1,516","4,614","6,130",20,307,76,231,,
DFS,Discover Financial Services,"4,393","1,733","6,126",20,306,220,87,,
ASNA,Ascena Retail Group Inc,"2,259","3,867","6,126",20,306,113,193,,
ILG,ILG Inc,"4,279","1,829","6,108",20,305,214,91,,
FITB,Fifth Third Bancorp,"1,829","4,253","6,082",20,304,91,213,,
CNQ,Canadian Natural Resources Ltd,"2,707","3,360","6,067",20,303,135,168,,
GSK,GlaxoSmithKline PLC,"4,514","1,525","6,039",20,302,226,76,,
USDP,USD Partners LP,846,"5,192","6,038",20,302,42,260,,
STI,SunTrust Banks Inc,"3,252","2,766","6,018",20,301,163,138,,
ABEO,Abeona Therapeutics Inc,"5,326",684,"6,010",20,301,266,34,,
EQT,EQT Corp,"4,932","1,054","5,986",20,299,247,53,,
RDFN,Redfin Corp,"4,293","1,670","5,963",20,298,215,84,,
CONN,Conn's Inc,"3,531","2,399","5,930",20,297,177,120,,
CREE,Cree Inc,"3,389","2,504","5,893",20,295,169,125,,
MSI,Motorola Solutions Inc,"3,483","2,405","5,888",20,294,174,120,,
GNC,GNC Holdings Inc,"4,107","1,734","5,841",20,292,205,87,,
ICE,Intercontinental Exchange Inc,"5,171",647,"5,818",20,291,259,32,,
GSAT,Globalstar Inc,"2,479","3,320","5,799",20,290,124,166,,
GIII,G-III Apparel Group Ltd,"3,905","1,877","5,782",20,289,195,94,,
TJX,TJX Cos Inc/The,"3,353","2,414","5,767",20,288,168,121,,
WSM,Williams-Sonoma Inc,"3,568","2,143","5,711",20,286,178,107,,
CENX,Century Aluminum Co,"5,123",579,"5,702",20,285,256,29,,
BTI,British American Tobacco PLC,"5,005",665,"5,670",20,284,250,33,,
UNFI,United Natural Foods Inc,"1,479","4,150","5,629",20,281,74,208,,
DUK,Duke Energy Corp,"4,517","1,081","5,598",20,280,226,54,,
ADNT,Adient PLC,"5,147",430,"5,577",20,279,257,22,,
ILMN,Illumina Inc,"2,290","3,280","5,570",20,279,115,164,,
AOBC,American Outdoor Brands Corp,"3,261","2,286","5,547",20,277,163,114,,
HCLP,Hi-Crush Partners LP,"4,274","1,271","5,545",20,277,214,64,,
CHTR,Charter Communications Inc,"2,365","3,117","5,482",20,274,118,156,,
TXT,Textron Inc,"3,115","2,279","5,394",20,270,156,114,,
TSN,Tyson Foods Inc,"3,771","1,608","5,379",20,269,189,80,,
BLCM,Bellicum Pharmaceuticals Inc,"4,662",701,"5,363",20,268,233,35,,
HUM,Humana Inc,"1,917","3,443","5,360",20,268,96,172,,
DBVT,DBV Technologies SA,"3,217","2,132","5,349",20,267,161,107,,
LC,LendingClub Corp,"3,436","1,896","5,332",20,267,172,95,,
WY,Weyerhaeuser Co,"3,821","1,505","5,326",20,266,191,75,,
APD,Air Products & Chemicals Inc,"1,933","3,371","5,304",20,265,97,169,,
ODFL,Old Dominion Freight Line Inc,"5,242",47,"5,289",20,264,262,2,,
NQ,NQ Mobile Inc,"3,700","1,578","5,278",20,264,185,79,,
SHAK,Shake Shack Inc,"3,492","1,773","5,265",20,263,175,89,,
CG,Carlyle Group LP/The,"4,230","1,024","5,254",20,263,212,51,,
BCS,Barclays PLC,"2,777","2,467","5,244",20,262,139,123,,
GOGO,Gogo Inc,"1,697","3,541","5,238",20,262,85,177,,
MBBYF,Mobileye NV,"4,298",938,"5,236",20,262,215,47,,
NRZ,New Residential Investment Corp,"3,785","1,427","5,212",20,261,189,71,,
ACIA,Acacia Communications Inc,"2,218","2,972","5,190",20,260,111,149,,
CPE,Callon Petroleum Co,"4,753",426,"5,179",20,259,238,21,,
GRMN,Garmin Ltd,"3,807","1,321","5,128",20,256,190,66,,
CB,Chubb Ltd,842,"4,266","5,108",20,255,42,213,,
EGOV,NIC Inc,60,"5,046","5,106",20,255,3,252,,
VEEV,Veeva Systems Inc,"3,163","1,939","5,102",20,255,158,97,,
PSTG,Pure Storage Inc,"4,494",604,"5,098",20,255,225,30,,
TROX,Tronox Ltd,"5,009",87,"5,096",20,255,250,4,,
OUT,Outfront Media Inc,"3,387","1,698","5,085",20,254,169,85,,
PH,Parker-Hannifin Corp,602,"4,463","5,065",20,253,30,223,,
RGLD,Royal Gold Inc,"3,703","1,360","5,063",20,253,185,68,,
MBI,MBIA Inc,"2,073","2,976","5,049",20,252,104,149,,
SEDG,SolarEdge Technologies Inc,"1,219","3,829","5,048",20,252,61,191,,
ETSY,Etsy Inc,"4,666",359,"5,025",20,251,233,18,,
HZNP,Horizon Pharma Plc,"2,307","2,700","5,007",20,250,115,135,,
DYN,Dynegy Inc,"3,454","1,545","4,999",20,250,173,77,,
BOBE,Bob Evans Farms Inc/DE,"4,596",401,"4,997",20,250,230,20,,
BLDP,Ballard Power Systems Inc,"4,415",578,"4,993",20,250,221,29,,
BMS,Bemis Co Inc,"4,615",362,"4,977",20,249,231,18,,
PNC,PNC Financial Services Group Inc/The,"1,763","3,196","4,959",20,248,88,160,,
TOT,TOTAL SA,"3,321","1,633","4,954",20,248,166,82,,
CVNA,Carvana Co,"3,482","1,470","4,952",20,248,174,74,,
UVE,Universal Insurance Holdings Inc,"1,563","3,384","4,947",20,247,78,169,,
PLAY,Dave & Buster's Entertainment Inc,"2,049","2,884","4,933",20,247,102,144,,
WETF,WisdomTree Investments Inc,"2,303","2,595","4,898",20,245,115,130,,
NTAP,NetApp Inc,"3,871","1,003","4,874",20,244,194,50,,
D,Dominion Energy Inc,"2,732","2,130","4,862",20,243,137,107,,
QEP,QEP Resources Inc,"3,729","1,129","4,858",20,243,186,56,,
BSX,Boston Scientific Corp,"3,248","1,585","4,833",20,242,162,79,,
DVAX,Dynavax Technologies Corp,"3,826",990,"4,816",20,241,191,50,,
SAND,Sandstorm Gold Ltd,"4,508",303,"4,811",20,241,225,15,,
YUMC,Yum China Holdings Inc,"3,078","1,731","4,809",20,240,154,87,,
TSRO,TESARO Inc,"2,944","1,860","4,804",20,240,147,93,,
NFX,Newfield Exploration Co,"2,892","1,895","4,787",20,239,145,95,,
CCI,Crown Castle International Corp,"2,191","2,594","4,785",20,239,110,130,,
FFIV,F5 Networks Inc,"2,017","2,762","4,779",20,239,101,138,,
NOW,ServiceNow Inc,"2,240","2,503","4,743",20,237,112,125,,
WUBA,58.com Inc,"2,885","1,856","4,741",20,237,144,93,,
PRU,Prudential Financial Inc,"2,758","1,977","4,735",20,237,138,99,,
MTCH,Match Group Inc,"2,853","1,878","4,731",20,237,143,94,,
AEO,American Eagle Outfitters Inc,"3,373","1,350","4,723",20,236,169,68,,
CYH,Community Health Systems Inc,"2,470","2,219","4,689",20,234,124,111,,
AU,AngloGold Ashanti Ltd,"2,557","2,130","4,687",20,234,128,107,,
KBR,KBR Inc,"4,564",95,"4,659",20,233,228,5,,
MELI,MercadoLibre Inc,"2,926","1,670","4,596",20,230,146,84,,
CRZO,Carrizo Oil & Gas Inc,"3,581","1,012","4,593",20,230,179,51,,
WMB,Williams Cos Inc/The,"2,754","1,839","4,593",20,230,138,92,,
GSS,Golden Star Resources Ltd,"4,567",0,"4,567",20,228,228,0,,
CMA,Comerica Inc,565,"3,997","4,562",20,228,28,200,,
ALXN,Alexion Pharmaceuticals Inc,"2,769","1,765","4,534",20,227,138,88,,
MON,Monsanto Co,"2,301","2,229","4,530",20,227,115,111,,
IVZ,Invesco Ltd,"4,198",284,"4,482",20,224,210,14,,
ZNGA,Zynga Inc,"4,247",224,"4,471",20,224,212,11,,
HIG,Hartford Financial Services Group Inc/The,"1,328","3,120","4,448",20,222,66,156,,
PVH,PVH Corp,"2,365","2,067","4,432",20,222,118,103,,
DDS,Dillard's Inc,"2,112","2,307","4,419",20,221,106,115,,
NG,Novagold Resources Inc,"3,236","1,169","4,405",20,220,162,58,,
WPX,WPX Energy Inc,"3,440",946,"4,386",20,219,172,47,,
IONS,Ionis Pharmaceuticals Inc,"2,949","1,424","4,373",20,219,147,71,,
TD,Toronto-Dominion Bank/The,"4,013",333,"4,346",20,217,201,17,,
AFL,Aflac Inc,"3,088","1,250","4,338",20,217,154,63,,
NXST,Nexstar Media Group Inc,"3,774",554,"4,328",20,216,189,28,,
SIG,Signet Jewelers Ltd,"1,160","3,157","4,317",20,216,58,158,,
ZION,Zions Bancorporation,"3,159","1,145","4,304",20,215,158,57,,
RJF,Raymond James Financial Inc,696,"3,596","4,292",20,215,35,180,,
ZIOP,ZIOPHARM Oncology Inc,"3,806",477,"4,283",20,214,190,24,,
FRTA,Forterra Inc,"3,474",802,"4,276",20,214,174,40,,
RACE,Ferrari NV,"1,456","2,808","4,264",20,213,73,140,,
SNCR,Synchronoss Technologies Inc,"1,719","2,542","4,261",20,213,86,127,,
COTY,Coty Inc,"2,771","1,481","4,252",20,213,139,74,,
FMC,FMC Corp,"2,284","1,950","4,234",20,212,114,98,,
ARWR,Arrowhead Pharmaceuticals Inc,"3,347",880,"4,227",20,211,167,44,,
FDC,First Data Corp,"2,422","1,784","4,206",20,210,121,89,,
STAY,Extended Stay America Inc,"4,091",59,"4,150",20,208,205,3,,
PTLA,Portola Pharmaceuticals Inc,"2,438","1,709","4,147",20,207,122,85,,
REG,Regency Centers Corp,"2,111","2,033","4,144",20,207,106,102,,
PI,Impinj Inc,"2,486","1,648","4,134",20,207,124,82,,
GDDY,GoDaddy Inc,"2,483","1,624","4,107",20,205,124,81,,
MVIS,MicroVision Inc,"3,853",246,"4,099",20,205,193,12,,
NCLH,Norwegian Cruise Line Holdings Ltd,"2,823","1,274","4,097",20,205,141,64,,
MTDR,Matador Resources Co,"3,581",501,"4,082",20,204,179,25,,
CTRL,Control4 Corp,"3,265",815,"4,080",20,204,163,41,,
SODA,SodaStream International Ltd,"2,723","1,355","4,078",20,204,136,68,,
RGC,Regal Entertainment Group,"2,899","1,169","4,068",20,203,145,58,,
USCR,US Concrete Inc,"2,465","1,599","4,064",20,203,123,80,,
DLPH,Delphi Automotive PLC,"2,162","1,899","4,061",20,203,108,95,,
PWR,Quanta Services Inc,"2,138","1,911","4,049",20,202,107,96,,
HUN,Huntsman Corp,"3,326",700,"4,026",20,201,166,35,,
CAH,Cardinal Health Inc,"1,547","2,454","4,001",20,200,77,123,,
ACRX,AcelRx Pharmaceuticals Inc,"3,068",918,"3,986",20,199,153,46,,
VSTO,Vista Outdoor Inc,"2,088","1,892","3,980",20,199,104,95,,
TOL,Toll Brothers Inc,"2,829","1,137","3,966",20,198,141,57,,
PBYI,Puma Biotechnology Inc,"3,282",681,"3,963",20,198,164,34,,
MIK,Michaels Cos Inc/The,"3,460",495,"3,955",20,198,173,25,,
CAKE,Cheesecake Factory Inc/The,"2,779","1,170","3,949",20,197,139,59,,
ERF,Enerplus Corp,"3,262",670,"3,932",20,197,163,34,,
AFSI,AmTrust Financial Services Inc,"1,228","2,694","3,922",20,196,61,135,,
SHW,Sherwin-Williams Co/The,"2,485","1,421","3,906",20,195,124,71,,
CDE,Coeur Mining Inc,"3,474",425,"3,899",20,195,174,21,,
IAG,IAMGOLD Corp,"2,910",984,"3,894",20,195,146,49,,
SSRM,SSR Mining Inc,"1,557","2,318","3,875",20,194,78,116,,
ZTS,Zoetis Inc,"2,821","1,051","3,872",20,194,141,53,,
BG,Bunge Ltd,"2,290","1,559","3,849",20,192,115,78,,
SKT,Tanger Factory Outlet Centers Inc,578,"3,271","3,849",20,192,29,164,,
CSOD,Cornerstone OnDemand Inc,"2,071","1,776","3,847",20,192,104,89,,
BANC,Banc of California Inc,775,"3,071","3,846",20,192,39,154,,
LEN,Lennar Corp,"1,847","1,971","3,818",20,191,92,99,,
AXL,American Axle & Manufacturing Holdings Inc,"2,236","1,571","3,807",20,190,112,79,,
TAHO,Tahoe Resources Inc,"2,515","1,291","3,806",20,190,126,65,,
XCO,EXCO Resources Inc,"3,334",461,"3,795",20,190,167,23,,
RDUS,Radius Health Inc,"3,274",521,"3,795",20,190,164,26,,
EMN,Eastman Chemical Co,"2,159","1,634","3,793",20,190,108,82,,
CORT,Corcept Therapeutics Inc,"3,060",707,"3,767",20,188,153,35,,
PAAS,Pan American Silver Corp,"2,142","1,602","3,744",20,187,107,80,,
HSY,Hershey Co/The,"3,075",653,"3,728",20,186,154,33,,
MXWL,Maxwell Technologies Inc,"1,611","2,111","3,722",20,186,81,106,,
CTAS,Cintas Corp,"3,116",581,"3,697",20,185,156,29,,
TGP,Teekay LNG Partners LP,"1,559","2,135","3,694",20,185,78,107,,
AMRN,Amarin Corp PLC,"3,387",300,"3,687",20,184,169,15,,
BITA,Bitauto Holdings Ltd,"2,145","1,542","3,687",20,184,107,77,,
JONE,Jones Energy Inc,186,"3,500","3,686",20,184,9,175,,
OC,Owens Corning,"1,880","1,805","3,685",20,184,94,90,,
BTG,B2Gold Corp,"3,609",75,"3,684",20,184,180,4,,
OI,Owens-Illinois Inc,"3,022",659,"3,681",20,184,151,33,,
BMRN,BioMarin Pharmaceutical Inc,"2,591","1,084","3,675",20,184,130,54,,
PSEC,Prospect Capital Corp,"2,450","1,212","3,662",20,183,123,61,,
MLCO,Melco Resorts & Entertainment Ltd,"2,859",797,"3,656",20,183,143,40,,
CLMT,Calumet Specialty Products Partners LP,"3,071",578,"3,649",20,182,154,29,,
WHR,Whirlpool Corp,"1,487","2,146","3,633",20,182,74,107,,
DISCA,Discovery Communications Inc,"1,792","1,807","3,599",20,180,90,90,,
EDIT,Editas Medicine Inc,"2,685",904,"3,589",20,179,134,45,,
EXPR,Express Inc,"3,509",72,"3,581",20,179,175,4,,
KERX,Keryx Biopharmaceuticals Inc,"2,876",700,"3,576",20,179,144,35,,
CPB,Campbell Soup Co,"1,616","1,960","3,576",20,179,81,98,,
WMS,Advanced Drainage Systems Inc,"3,196",379,"3,575",20,179,160,19,,
KNDI,Kandi Technologies Group Inc,"2,477","1,086","3,563",20,178,124,54,,
HBAN,Huntington Bancshares Inc/OH,"2,333","1,226","3,559",20,178,117,61,,
VFC,VF Corp,"2,549","1,009","3,558",20,178,127,50,,
NAT,Nordic American Tankers Ltd,"1,038","2,514","3,552",20,178,52,126,,
PE,Parsley Energy Inc,"2,796",747,"3,543",20,177,140,37,,
ASML,ASML Holding NV,"2,813",716,"3,529",20,176,141,36,,
CERN,Cerner Corp,"2,207","1,307","3,514",20,176,110,65,,
DXCM,DexCom Inc,"1,771","1,740","3,511",20,176,89,87,,
GLUU,Glu Mobile Inc,"2,660",845,"3,505",20,175,133,42,,
EGN,Energen Corp,"2,615",887,"3,502",20,175,131,44,,
HAIN,Hain Celestial Group Inc/The,"2,108","1,385","3,493",20,175,105,69,,
TSEM,Tower Semiconductor Ltd,"3,075",404,"3,479",20,174,154,20,,
ABC,AmerisourceBergen Corp,"2,212","1,264","3,476",20,174,111,63,,
DO,Diamond Offshore Drilling Inc,"1,634","1,834","3,468",20,173,82,92,,
RL,Ralph Lauren Corp,"1,059","2,408","3,467",20,173,53,120,,
SSNI,Silver Spring Networks Inc,"3,342",112,"3,454",20,173,167,6,,
