Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV
ULTA,Ulta Beauty Inc,"12,892","13,530","26,422",22,"1,201",586,615
RTN,Raytheon Co,"15,796","10,495","26,291",22,"1,195",718,477
AKAM,Akamai Technologies Inc,"14,381","11,829","26,210",22,"1,191",654,538
COTY,Coty Inc,"14,164","11,933","26,097",22,"1,186",644,542
HTZ,Hertz Global Holdings Inc,"17,746","8,337","26,083",22,"1,186",807,379
ETE,Energy Transfer Equity LP,"19,637","6,243","25,880",22,"1,176",893,284
CNX,CONSOL Energy Inc,"2,611","23,204","25,815",22,"1,173",119,"1,055"
SKX,Skechers U.S.A. Inc,"16,287","9,318","25,605",22,"1,164",740,424
DWDP,DowDuPont Inc,"18,250","7,240","25,490",22,"1,159",830,329
GIS,General Mills Inc,"10,295","14,997","25,292",22,"1,150",468,682
ISRG,Intuitive Surgical Inc,"12,876","12,146","25,022",22,"1,137",585,552
RICE,Rice Energy Inc,415,"24,592","25,007",22,"1,137",19,"1,118"
REGN,Regeneron Pharmaceuticals Inc,"14,997","9,963","24,960",22,"1,135",682,453
LMT,Lockheed Martin Corp,"11,907","12,817","24,724",22,"1,124",541,583
BRKB,Berkshire Hathaway Inc,"19,609","4,892","24,501",22,"1,114",891,222
LC,LendingClub Corp,"21,142","3,089","24,231",22,"1,101",961,140
FAST,Fastenal Co,"17,400","6,689","24,089",22,"1,095",791,304
PCG,PG&E Corp,"13,818","10,167","23,985",22,"1,090",628,462
URI,United Rentals Inc,"10,289","13,690","23,979",22,"1,090",468,622
MOS,Mosaic Co/The,"13,234","10,648","23,882",22,"1,086",602,484
SWKS,Skyworks Solutions Inc,"14,753","9,113","23,866",22,"1,085",671,414
HES,Hess Corp,"14,289","8,912","23,201",22,"1,055",650,405
SRPT,Sarepta Therapeutics Inc,"18,533","4,330","22,863",22,"1,039",842,197
RRC,Range Resources Corp,"20,485","2,281","22,766",22,"1,035",931,104
GWW,WW Grainger Inc,"14,728","8,038","22,766",22,"1,035",669,365
ETP,Energy Transfer Partners LP,"15,778","6,522","22,300",22,"1,014",717,296
DBVT,DBV Technologies SA,"4,975","16,756","21,731",22,988,226,762
CREE,Cree Inc,"11,117","10,574","21,691",22,986,505,481
MT,ArcelorMittal,"4,183","17,239","21,422",22,974,190,784
RF,Regions Financial Corp,"18,559","2,782","21,341",22,970,844,126
NUE,Nucor Corp,"16,551","4,713","21,264",22,967,752,214
COF,Capital One Financial Corp,"13,068","8,156","21,224",22,965,594,371
JCI,Johnson Controls International plc,"16,023","5,003","21,026",22,956,728,227
SGYP,Synergy Pharmaceuticals Inc,"12,790","8,089","20,879",22,949,581,368
DPZ,Domino's Pizza Inc,"7,920","12,932","20,852",22,948,360,588
P,Pandora Media Inc,"13,883","6,931","20,814",22,946,631,315
DHI,DR Horton Inc,"18,546","2,125","20,671",22,940,843,97
KSS,Kohl's Corp,"13,849","6,782","20,631",22,938,630,308
PANW,Palo Alto Networks Inc,"14,799","5,798","20,597",22,936,673,264
CL,Colgate-Palmolive Co,"12,379","8,135","20,514",22,932,563,370
UTX,United Technologies Corp,"12,808","7,672","20,480",22,931,582,349
TRXC,TransEnterix Inc,"13,970","6,310","20,280",22,922,635,287
BB,BlackBerry Ltd,"16,194","4,061","20,255",22,921,736,185
NTNX,Nutanix Inc,"15,794","4,160","19,954",22,907,718,189
MPC,Marathon Petroleum Corp,"12,111","7,804","19,915",22,905,551,355
W,Wayfair Inc,"9,015","10,784","19,799",22,900,410,490
FL,Foot Locker Inc,"11,359","8,439","19,798",22,900,516,384
AVP,Avon Products Inc,"17,883","1,770","19,653",22,893,813,80
CF,CF Industries Holdings Inc,"13,865","5,779","19,644",22,893,630,263
SCHW,Charles Schwab Corp/The,"10,791","8,742","19,533",22,888,491,397
SYMC,Symantec Corp,"12,010","7,464","19,474",22,885,546,339
TRIP,TripAdvisor Inc,"6,839","12,535","19,374",22,881,311,570
AMBA,Ambarella Inc,"15,410","3,925","19,335",22,879,700,178
ALXN,Alexion Pharmaceuticals Inc,"15,249","4,072","19,321",22,878,693,185
FOLD,Amicus Therapeutics Inc,"14,599","4,649","19,248",22,875,664,211
ARNC,Arconic Inc,"14,481","4,739","19,220",22,874,658,215
COG,Cabot Oil & Gas Corp,"18,181","1,038","19,219",22,874,826,47
BK,Bank of New York Mellon Corp/The,"5,804","13,229","19,033",22,865,264,601
DO,Diamond Offshore Drilling Inc,"11,854","6,973","18,827",22,856,539,317
OCLR,Oclaro Inc,"14,280","4,046","18,326",22,833,649,184
DVN,Devon Energy Corp,"12,193","6,058","18,251",22,830,554,275
AUY,Yamana Gold Inc,"15,551","2,562","18,113",22,823,707,116
FLEX,Flex Ltd,"5,421","12,635","18,056",22,821,246,574
MDT,Medtronic PLC,"9,880","8,080","17,960",22,816,449,367
LNG,Cheniere Energy Inc,"12,219","5,552","17,771",22,808,555,252
MAC,Macerich Co/The,"16,534","1,143","17,677",22,804,752,52
NOK,Nokia OYJ,"12,921","4,691","17,612",22,801,587,213
OLED,Universal Display Corp,"12,596","4,861","17,457",22,794,573,221
OCN,Ocwen Financial Corp,"5,741","11,638","17,379",22,790,261,529
LITE,Lumentum Holdings Inc,"12,718","4,520","17,238",22,784,578,205
YELP,Yelp Inc,"11,316","5,812","17,128",22,779,514,264
VMW,VMware Inc,"7,771","9,222","16,993",22,772,353,419
ALGN,Align Technology Inc,"7,744","9,152","16,896",22,768,352,416
FTR,Frontier Communications Corp,"10,692","6,077","16,769",22,762,486,276
LLY,Eli Lilly & Co,"10,747","5,951","16,698",22,759,489,271
CY,Cypress Semiconductor Corp,"13,464","3,119","16,583",22,754,612,142
LL,Lumber Liquidators Holdings Inc,"9,756","6,613","16,369",22,744,443,301
APA,Apache Corp,"9,956","6,391","16,347",22,743,453,291
PHM,PulteGroup Inc,"12,074","4,222","16,296",22,741,549,192
SNCR,Synchronoss Technologies Inc,"9,783","6,294","16,077",22,731,445,286
CTSH,Cognizant Technology Solutions Corp,"9,388","6,651","16,039",22,729,427,302
PVG,Pretium Resources Inc,"13,467","2,529","15,996",22,727,612,115
EPD,Enterprise Products Partners LP,"8,703","7,224","15,927",22,724,396,328
YY,YY Inc,"8,778","7,143","15,921",22,724,399,325
WB,Weibo Corp,"8,956","6,918","15,874",22,722,407,314
EGO,Eldorado Gold Corp,"13,256","2,446","15,702",22,714,603,111
GRPN,Groupon Inc,"10,882","4,682","15,564",22,707,495,213
AXON,Axovant Sciences Ltd,"6,871","8,659","15,530",22,706,312,394
ROKU,Roku Inc,"8,928","6,485","15,413",18,856,496,360
AET,Aetna Inc,"8,659","6,659","15,318",22,696,394,303
KHC,Kraft Heinz Co/The,"6,414","8,896","15,310",22,696,292,404
EOG,EOG Resources Inc,"8,168","7,140","15,308",22,696,371,325
DYN,Dynegy Inc,"9,393","5,886","15,279",22,695,427,268
NAK,Northern Dynasty Minerals Ltd,"12,588","2,667","15,255",22,693,572,121
THC,Tenet Healthcare Corp,"6,824","8,386","15,210",22,691,310,381
DISH,DISH Network Corp,"9,730","5,249","14,979",22,681,442,239
CHRW,CH Robinson Worldwide Inc,"12,031","2,904","14,935",22,679,547,132
TAL,TAL Education Group,"8,060","6,807","14,867",22,676,366,309
IRBT,iRobot Corp,"8,666","6,082","14,748",22,670,394,276
BZUN,Baozun Inc,"10,968","3,778","14,746",22,670,499,172
DISCK,Discovery Communications Inc,"2,313","12,399","14,712",22,669,105,564
DG,Dollar General Corp,"5,482","9,109","14,591",22,663,249,414
TWLO,Twilio Inc,"11,060","3,506","14,566",22,662,503,159
RHT,Red Hat Inc,"7,222","7,296","14,518",22,660,328,332
GT,Goodyear Tire & Rubber Co/The,"5,140","9,363","14,503",22,659,234,426
RCL,Royal Caribbean Cruises Ltd,"6,019","8,460","14,479",22,658,274,385
XXII,22nd Century Group Inc,"13,197","1,269","14,466",22,658,600,58
OXY,Occidental Petroleum Corp,"10,113","4,261","14,374",22,653,460,194
TGTX,TG Therapeutics Inc,"12,478","1,862","14,340",22,652,567,85
ADSK,Autodesk Inc,"7,210","7,123","14,333",22,652,328,324
VHC,VirnetX Holding Corp,"10,630","3,692","14,322",22,651,483,168
ACRX,AcelRx Pharmaceuticals Inc,"9,438","4,868","14,306",22,650,429,221
NWL,Newell Brands Inc,"6,833","7,360","14,193",22,645,311,335
ICPT,Intercept Pharmaceuticals Inc,"10,634","3,554","14,188",22,645,483,162
STM,STMicroelectronics NV,"11,907","2,269","14,176",22,644,541,103
ADP,Automatic Data Processing Inc,"8,756","5,383","14,139",22,643,398,245
JUNO,Juno Therapeutics Inc,"7,744","6,394","14,138",22,643,352,291
MAR,Marriott International Inc/MD,"6,975","7,159","14,134",22,642,317,325
MDXG,MiMedx Group Inc,"4,020","10,062","14,082",22,640,183,457
CS,Credit Suisse Group AG,"4,267","9,774","14,041",22,638,194,444
CMI,Cummins Inc,"6,040","7,866","13,906",22,632,275,358
OLN,Olin Corp,"13,017",853,"13,870",22,630,592,39
TSCO,Tractor Supply Co,"6,057","7,788","13,845",22,629,275,354
ENDP,Endo International PLC,"8,827","5,009","13,836",22,629,401,228
YPF,YPF SA,"8,565","5,228","13,793",22,627,389,238
KEM,KEMET Corp,"11,438","2,334","13,772",22,626,520,106
ACN,Accenture PLC,"9,181","4,549","13,730",22,624,417,207
EXEL,Exelixis Inc,"8,840","4,846","13,686",22,622,402,220
FMSA,Fairmount Santrol Holdings Inc,"11,526","2,047","13,573",22,617,524,93
STMP,Stamps.com Inc,"4,951","8,577","13,528",22,615,225,390
BWLD,Buffalo Wild Wings Inc,"6,327","7,141","13,468",22,612,288,325
TTWO,Take-Two Interactive Software Inc,"9,302","4,092","13,394",22,609,423,186
ALB,Albemarle Corp,"7,798","5,574","13,372",22,608,354,253
RDSA,Royal Dutch Shell,"10,350","2,968","13,318",22,605,470,135
SO,Southern Co/The,"12,089","1,213","13,302",22,605,550,55
CCL,Carnival Corp,"5,990","7,272","13,262",22,603,272,331
CAH,Cardinal Health Inc,"2,073","11,064","13,137",22,597,94,503
CAR,Avis Budget Group Inc,"4,638","8,454","13,092",22,595,211,384
XLNX,Xilinx Inc,"8,994","4,093","13,087",22,595,409,186
EMR,Emerson Electric Co,"10,432","2,599","13,031",22,592,474,118
WHR,Whirlpool Corp,"8,062","4,951","13,013",22,592,366,225
HAS,Hasbro Inc,"5,970","7,009","12,979",22,590,271,319
NE,Noble Corp plc,"8,500","4,475","12,975",22,590,386,203
KEY,KeyCorp,"5,591","7,255","12,846",22,584,254,330
WTW,Weight Watchers International Inc,"8,243","4,501","12,744",22,579,375,205
WBC,WABCO Holdings Inc,755,"11,960","12,715",22,578,34,544
SBGI,Sinclair Broadcast Group Inc,"9,438","3,235","12,673",22,576,429,147
JWN,Nordstrom Inc,"7,564","5,039","12,603",22,573,344,229
PTCT,PTC Therapeutics Inc,"4,467","8,095","12,562",22,571,203,368
CNC,Centene Corp,"6,166","6,242","12,408",22,564,280,284
DFS,Discover Financial Services,"8,411","3,993","12,404",22,564,382,182
ETN,Eaton Corp PLC,"9,280","3,109","12,389",22,563,422,141
HUN,Huntsman Corp,"8,786","3,557","12,343",22,561,399,162
EW,Edwards Lifesciences Corp,"3,883","8,380","12,263",22,557,177,381
AG,First Majestic Silver Corp,"8,432","3,807","12,239",22,556,383,173
KNDI,Kandi Technologies Group Inc,"10,184","1,997","12,181",22,554,463,91
TER,Teradyne Inc,"6,521","5,617","12,138",22,552,296,255
BOX,Box Inc,"10,495","1,596","12,091",22,550,477,73
KKR,KKR & Co LP,"9,309","2,772","12,081",22,549,423,126
CCJ,Cameco Corp,"5,144","6,910","12,054",22,548,234,314
