Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV,,
JCP,JC Penney Co Inc,"108,019","84,803","192,822",22,"8,765","4,910","3,855",,
FCX,Freeport-McMoRan Inc,"111,669","74,777","186,446",22,"8,475","5,076","3,399",,
S,Sprint Corp,"88,639","95,157","183,796",22,"8,354","4,029","4,325",,
GILD,Gilead Sciences Inc,"118,518","53,502","172,020",22,"7,819","5,387","2,432",,
HD,Home Depot Inc/The,"86,089","75,614","161,703",22,"7,350","3,913","3,437",,
TGT,Target Corp,"91,103","70,534","161,637",22,"7,347","4,141","3,206",,
GOOGL,Alphabet Inc,"86,214","73,957","160,171",22,"7,281","3,919","3,362",,
IBM,International Business Machines Corp,"83,618","76,087","159,705",22,"7,259","3,801","3,459",,
PBR,Petroleo Brasileiro SA,"99,474","55,228","154,702",22,"7,032","4,522","2,510",,
QCOM,QUALCOMM Inc,"105,832","45,092","150,924",22,"6,860","4,811","2,050",,
PFE,Pfizer Inc,"105,097","44,400","149,497",22,"6,795","4,777","2,018",,
WMT,Wal-Mart Stores Inc,"82,612","63,461","146,073",22,"6,640","3,755","2,885",,
P,Pandora Media Inc,"100,059","45,632","145,691",22,"6,622","4,548","2,074",,
CVX,Chevron Corp,"65,552","73,760","139,312",22,"6,332","2,980","3,353",,
SBUX,Starbucks Corp,"89,958","48,609","138,567",22,"6,299","4,089","2,210",,
BBRY,BlackBerry Ltd,"107,463","28,889","136,352",22,"6,198","4,885","1,313",,
RAD,Rite Aid Corp,"107,000","28,745","135,745",22,"6,170","4,864","1,307",,
LOW,Lowe's Cos Inc,"74,601","56,554","131,155",22,"5,962","3,391","2,571",,
PCLN,Priceline Group Inc/The,"60,114","69,382","129,496",22,"5,886","2,732","3,154",,
AAL,American Airlines Group Inc,"71,485","55,465","126,950",22,"5,770","3,249","2,521",,
CAT,Caterpillar Inc,"60,756","65,734","126,490",22,"5,750","2,762","2,988",,
GOOG,Alphabet Inc,"71,922","49,319","121,241",22,"5,511","3,269","2,242",,
CRM,salesforce.com Inc,"75,397","44,888","120,285",22,"5,468","3,427","2,040",,
BIDU,Baidu Inc,"79,631","39,316","118,947",22,"5,407","3,620","1,787",,
MRK,Merck & Co Inc,"61,793","55,902","117,695",22,"5,350","2,809","2,541",,
M,Macy's Inc,"68,899","48,576","117,475",22,"5,340","3,132","2,208",,
JD,JD.com Inc,"86,804","25,227","112,031",22,"5,092","3,946","1,147",,
ABX,Barrick Gold Corp,"75,363","35,018","110,381",22,"5,017","3,426","1,592",,
MET,MetLife Inc,"54,550","53,872","108,422",22,"4,928","2,480","2,449",,
DAL,Delta Air Lines Inc,"67,277","41,116","108,393",22,"4,927","3,058","1,869",,
V,Visa Inc,"71,123","36,862","107,985",22,"4,908","3,233","1,676",,
CMCSA,Comcast Corp,"76,752","29,875","106,627",22,"4,847","3,489","1,358",,
CMG,Chipotle Mexican Grill Inc,"54,891","50,651","105,542",22,"4,797","2,495","2,302",,
BMY,Bristol-Myers Squibb Co,"64,648","39,779","104,427",22,"4,747","2,939","1,808",,
JNJ,Johnson & Johnson,"71,399","31,296","102,695",22,"4,668","3,245","1,423",,
WYNN,Wynn Resorts Ltd,"61,031","40,031","101,062",22,"4,594","2,774","1,820",,
COP,ConocoPhillips,"45,642","54,748","100,390",22,"4,563","2,075","2,489",,
AMAT,Applied Materials Inc,"75,938","24,012","99,950",22,"4,543","3,452","1,091",,
CLF,Cliffs Natural Resources Inc,"69,940","29,797","99,737",22,"4,534","3,179","1,354",,
KO,Coca-Cola Co/The,"73,891","25,650","99,541",22,"4,525","3,359","1,166",,
BA,Boeing Co/The,"39,525","54,411","93,936",22,"4,270","1,797","2,473",,
UAL,United Continental Holdings Inc,"64,505","27,404","91,909",22,"4,178","2,932","1,246",,
SIRI,Sirius XM Holdings Inc,"83,644","8,230","91,874",22,"4,176","3,802",374,,
YHOO,Yahoo! Inc,"52,319","39,471","91,790",22,"4,172","2,378","1,794",,
COST,Costco Wholesale Corp,"45,417","43,405","88,822",22,"4,037","2,064","1,973",,
TEVA,Teva Pharmaceutical Industries Ltd,"30,712","57,357","88,069",22,"4,003","1,396","2,607",,
VALE,Vale SA,"36,602","51,249","87,851",22,"3,993","1,664","2,330",,
WDC,Western Digital Corp,"45,067","39,952","85,019",22,"3,865","2,049","1,816",,
ABBV,AbbVie Inc,"45,721","38,874","84,595",22,"3,845","2,078","1,767",,
NKE,NIKE Inc,"50,044","34,051","84,095",22,"3,823","2,275","1,548",,
HAL,Halliburton Co,"40,857","42,734","83,591",22,"3,800","1,857","1,942",,
FEYE,FireEye Inc,"61,624","20,008","81,632",22,"3,711","2,801",909,,
MCD,McDonald's Corp,"44,062","36,742","80,804",22,"3,673","2,003","1,670",,
SLB,Schlumberger Ltd,"33,038","47,570","80,608",22,"3,664","1,502","2,162",,
LULU,Lululemon Athletica Inc,"45,063","33,786","78,849",22,"3,584","2,048","1,536",,
ORCL,Oracle Corp,"43,059","35,734","78,793",22,"3,582","1,957","1,624",,
PTHN,Patheon NV,"26,502","50,239","76,741",22,"3,488","1,205","2,284",,
MS,Morgan Stanley,"33,856","42,841","76,697",22,"3,486","1,539","1,947",,
BBY,Best Buy Co Inc,"37,486","37,116","74,602",22,"3,391","1,704","1,687",,
BX,Blackstone Group LP/The,"54,010","19,233","73,243",22,"3,329","2,455",874,,
MDLZ,Mondelez International Inc,"38,636","32,765","71,401",22,"3,246","1,756","1,489",,
PG,Procter & Gamble Co/The,"31,314","39,476","70,790",22,"3,218","1,423","1,794",,
WLL,Whiting Petroleum Corp,"55,698","14,936","70,634",22,"3,211","2,532",679,,
AAOI,Applied Optoelectronics Inc,"39,182","31,449","70,631",22,"3,211","1,781","1,430",,
CELG,Celgene Corp,"44,645","25,819","70,464",22,"3,203","2,029","1,174",,
MOMO,Momo Inc,"48,012","21,523","69,535",22,"3,161","2,182",978,,
AKS,AK Steel Holding Corp,"49,752","17,017","66,769",22,"3,035","2,261",774,,
FSLR,First Solar Inc,"39,178","27,518","66,696",22,"3,032","1,781","1,251",,
DE,Deere & Co,"34,901","30,207","65,108",22,"2,959","1,586","1,373",,
MGM,MGM Resorts International,"45,771","18,438","64,209",22,"2,919","2,081",838,,
AVGO,Broadcom Ltd,"43,431","20,205","63,636",22,"2,893","1,974",918,,
WFT,Weatherford International PLC,"52,955","10,480","63,435",22,"2,883","2,407",476,,
BP,BP PLC,"44,578","18,088","62,666",22,"2,848","2,026",822,,
MRO,Marathon Oil Corp,"38,212","24,089","62,301",22,"2,832","1,737","1,095",,
HTZ,Hertz Global Holdings Inc,"22,335","39,183","61,518",22,"2,796","1,015","1,781",,
CVS,CVS Health Corp,"25,580","35,615","61,195",22,"2,782","1,163","1,619",,
KMI,Kinder Morgan Inc/DE,"42,234","18,752","60,986",22,"2,772","1,920",852,,
RIG,Transocean Ltd,"36,665","23,695","60,360",22,"2,744","1,667","1,077",,
ATVI,Activision Blizzard Inc,"37,467","22,091","59,558",22,"2,707","1,703","1,004",,
SHLD,Sears Holdings Corp,"25,629","33,822","59,451",22,"2,702","1,165","1,537",,
GPS,Gap Inc/The,"33,961","24,336","58,297",22,"2,650","1,544","1,106",,
FIT,Fitbit Inc,"30,117","28,068","58,185",22,"2,645","1,369","1,276",,
TXN,Texas Instruments Inc,"30,467","27,136","57,603",22,"2,618","1,385","1,233",,
AIG,American International Group Inc,"33,333","24,000","57,333",22,"2,606","1,515","1,091",,
DDD,3D Systems Corp,"40,131","17,048","57,179",22,"2,599","1,824",775,,
KR,Kroger Co/The,"37,190","19,463","56,653",22,"2,575","1,690",885,,
UPS,United Parcel Service Inc,"28,935","27,494","56,429",22,"2,565","1,315","1,250",,
NTES,NetEase Inc,"36,522","19,214","55,736",22,"2,533","1,660",873,,
AGN,Allergan PLC,"27,714","27,191","54,905",22,"2,496","1,260","1,236",,
GGP,GGP Inc,"37,892","16,484","54,376",22,"2,472","1,722",749,,
AMGN,Amgen Inc,"21,263","32,345","53,608",22,"2,437",967,"1,470",,
GME,GameStop Corp,"21,188","30,589","51,777",22,"2,354",963,"1,390",,
JWN,Nordstrom Inc,"27,295","23,955","51,250",22,"2,330","1,241","1,089",,
LVS,Las Vegas Sands Corp,"27,622","23,286","50,908",22,"2,314","1,256","1,058",,
COH,Coach Inc,"37,057","13,020","50,077",22,"2,276","1,684",592,,
SQ,Square Inc,"38,272","10,449","48,721",22,"2,215","1,740",475,,
AXP,American Express Co,"15,595","32,933","48,528",22,"2,206",709,"1,497",,
ETE,Energy Transfer Equity LP,"28,704","19,556","48,260",22,"2,194","1,305",889,,
CSX,CSX Corp,"22,904","24,750","47,654",22,"2,166","1,041","1,125",,
YELP,Yelp Inc,"22,487","25,031","47,518",22,"2,160","1,022","1,138",,
MYL,Mylan NV,"18,330","28,445","46,775",22,"2,126",833,"1,293",,
CTL,CenturyLink Inc,"25,805","19,845","45,650",22,"2,075","1,173",902,,
ULTA,Ulta Beauty Inc,"25,509","19,423","44,932",22,"2,042","1,160",883,,
CIT,CIT Group Inc,"22,470","22,461","44,931",7,"6,419","3,210","3,209",,
HPQ,HP Inc,"26,677","18,064","44,741",22,"2,034","1,213",821,,
OCLR,Oclaro Inc,"29,894","14,095","43,989",22,"2,000","1,359",641,,
APC,Anadarko Petroleum Corp,"25,329","18,207","43,536",22,"1,979","1,151",828,,
CL,Colgate-Palmolive Co,"27,042","15,971","43,013",22,"1,955","1,229",726,,
PYPL,PayPal Holdings Inc,"27,009","15,692","42,701",22,"1,941","1,228",713,,
PEP,PepsiCo Inc,"28,251","13,936","42,187",22,"1,918","1,284",633,,
GIS,General Mills Inc,"24,975","16,945","41,920",22,"1,905","1,135",770,,
SWN,Southwestern Energy Co,"30,553","11,148","41,701",22,"1,896","1,389",507,,
PANW,Palo Alto Networks Inc,"26,548","14,922","41,470",22,"1,885","1,207",678,,
UNP,Union Pacific Corp,"19,292","21,559","40,851",22,"1,857",877,980,,
TMUS,T-Mobile US Inc,"22,279","18,364","40,643",22,"1,847","1,013",835,,
SCHW,Charles Schwab Corp/The,"26,341","14,067","40,408",22,"1,837","1,197",639,,
EBAY,eBay Inc,"22,501","17,613","40,114",22,"1,823","1,023",801,,
DVN,Devon Energy Corp,"25,719","13,862","39,581",22,"1,799","1,169",630,,
WFM,Whole Foods Market Inc,"20,576","18,860","39,436",22,"1,793",935,857,,
CF,CF Industries Holdings Inc,"22,465","16,612","39,077",22,"1,776","1,021",755,,
EA,Electronic Arts Inc,"17,981","20,579","38,560",22,"1,753",817,935,,
TWLO,Twilio Inc,"24,527","13,680","38,207",22,"1,737","1,115",622,,
HES,Hess Corp,"22,536","14,957","37,493",22,"1,704","1,024",680,,
HPE,Hewlett Packard Enterprise Co,"14,342","23,136","37,478",22,"1,704",652,"1,052",,
FDX,FedEx Corp,"16,152","21,301","37,453",22,"1,702",734,968,,
REGN,Regeneron Pharmaceuticals Inc,"24,421","13,008","37,429",22,"1,701","1,110",591,,
DB,Deutsche Bank AG,"11,159","26,071","37,230",22,"1,692",507,"1,185",,
NAK,Northern Dynasty Minerals Ltd,"29,631","7,088","36,719",22,"1,669","1,347",322,,
FTR,Frontier Communications Corp,"15,935","20,634","36,569",22,"1,662",724,938,,
STX,Seagate Technology PLC,"15,802","20,644","36,446",22,"1,657",718,938,,
HLF,Herbalife Ltd,"15,610","19,905","35,515",22,"1,614",710,905,,
USB,US Bancorp,"23,997","11,517","35,514",22,"1,614","1,091",524,,
AA,Alcoa Corp,"23,786","11,144","34,930",22,"1,588","1,081",507,,
MA,Mastercard Inc,"19,352","15,176","34,528",22,"1,569",880,690,,
BSX,Boston Scientific Corp,"22,516","11,986","34,502",22,"1,568","1,023",545,,
UNH,UnitedHealth Group Inc,"12,173","22,286","34,459",22,"1,566",553,"1,013",,
GG,Goldcorp Inc,"21,703","12,606","34,309",22,"1,560",987,573,,
PBYI,Puma Biotechnology Inc,"12,694","21,611","34,305",22,"1,559",577,982,,
OXY,Occidental Petroleum Corp,"23,100","11,070","34,170",22,"1,553","1,050",503,,
SHOP,Shopify Inc,"18,612","15,523","34,135",22,"1,552",846,706,,
MPC,Marathon Petroleum Corp,"15,283","18,547","33,830",22,"1,538",695,843,,
STMP,Stamps.com Inc,"11,543","22,272","33,815",22,"1,537",525,"1,012",,
MO,Altria Group Inc,"22,017","11,348","33,365",22,"1,517","1,001",516,,
NBR,Nabors Industries Ltd,"25,911","7,407","33,318",22,"1,514","1,178",337,,
SKX,Skechers U.S.A. Inc,"26,423","6,794","33,217",22,"1,510","1,201",309,,
DOW,Dow Chemical Co/The,"23,157","9,209","32,366",22,"1,471","1,053",419,,
TJX,TJX Cos Inc/The,"18,152","14,191","32,343",22,"1,470",825,645,,
VLO,Valero Energy Corp,"18,270","13,916","32,186",22,"1,463",830,633,,
KSS,Kohl's Corp,"14,638","17,454","32,092",22,"1,459",665,793,,
STRP,Straight Path Communications Inc,"21,391","10,684","32,075",22,"1,458",972,486,,
TECK,Teck Resources Ltd,"20,077","11,840","31,917",22,"1,451",913,538,,
CBI,Chicago Bridge & Iron Co NV,"14,487","17,319","31,806",22,"1,446",659,787,,
DISH,DISH Network Corp,"25,776","5,823","31,599",22,"1,436","1,172",265,,
WB,Weibo Corp,"22,006","9,418","31,424",22,"1,428","1,000",428,,
NEM,Newmont Mining Corp,"16,265","14,164","30,429",22,"1,383",739,644,,
AET,Aetna Inc,"18,052","11,653","29,705",22,"1,350",821,530,,
GLW,Corning Inc,"24,018","5,311","29,329",22,"1,333","1,092",241,,
UAA,Under Armour Inc,"16,439","12,773","29,212",22,"1,328",747,581,,
TSO,Tesoro Corp,"21,034","7,919","28,953",22,"1,316",956,360,,
ESRX,Express Scripts Holding Co,"14,942","13,785","28,727",22,"1,306",679,627,,
BIIB,Biogen Inc,"13,568","14,918","28,486",22,"1,295",617,678,,
CTRP,Ctrip.com International Ltd,"19,342","9,080","28,422",22,"1,292",879,413,,
EOG,EOG Resources Inc,"14,935","12,855","27,790",22,"1,263",679,584,,
MOS,Mosaic Co/The,"15,808","11,855","27,663",22,"1,257",719,539,,
LB,L Brands Inc,"13,096","14,543","27,639",22,"1,256",595,661,,
ADI,Analog Devices Inc,"14,241","13,252","27,493",22,"1,250",647,602,,
AKAM,Akamai Technologies Inc,"11,726","15,421","27,147",22,"1,234",533,701,,
TWX,Time Warner Inc,"17,919","9,143","27,062",22,"1,230",815,416,,
SWKS,Skyworks Solutions Inc,"16,082","10,699","26,781",22,"1,217",731,486,,
ALXN,Alexion Pharmaceuticals Inc,"11,906","14,562","26,468",22,"1,203",541,662,,
XLNX,Xilinx Inc,"16,926","9,439","26,365",22,"1,198",769,429,,
ANF,Abercrombie & Fitch Co,"15,783","10,367","26,150",22,"1,189",717,471,,
D,Dominion Energy Inc,"13,755","12,358","26,113",22,"1,187",625,562,,
CAR,Avis Budget Group Inc,"5,298","20,734","26,032",22,"1,183",241,942,,
LNG,Cheniere Energy Inc,"20,053","5,666","25,719",22,"1,169",912,258,,
CBS,CBS Corp,"18,000","7,559","25,559",22,"1,162",818,344,,
DKS,Dick's Sporting Goods Inc,"16,109","9,207","25,316",22,"1,151",732,419,,
TRIP,TripAdvisor Inc,"12,444","12,774","25,218",22,"1,146",566,581,,
SYT,Syngenta AG,"10,070","15,113","25,183",22,"1,145",458,687,,
GRPN,Groupon Inc,"16,574","8,445","25,019",22,"1,137",753,384,,
EXAS,Exact Sciences Corp,"13,125","11,854","24,979",22,"1,135",597,539,,
WBA,Walgreens Boots Alliance Inc,"10,528","14,370","24,898",22,"1,132",479,653,,
SAN,Banco Santander SA,"18,212","6,608","24,820",22,"1,128",828,300,,
PSTG,Pure Storage Inc,"11,207","13,426","24,633",22,"1,120",509,610,,
FMSA,Fairmount Santrol Holdings Inc,"22,809","1,740","24,549",22,"1,116","1,037",79,,
VIAB,Viacom Inc,"13,726","10,443","24,169",22,"1,099",624,475,,
ITUB,Itau Unibanco Holding SA,"6,105","17,986","24,091",22,"1,095",278,818,,
KORS,Michael Kors Holdings Ltd,"12,431","11,580","24,011",22,"1,091",565,526,,
FOSL,Fossil Group Inc,"4,602","19,037","23,639",22,"1,075",209,865,,
LUV,Southwest Airlines Co,"15,202","8,201","23,403",22,"1,064",691,373,,
COG,Cabot Oil & Gas Corp,"21,254","2,076","23,330",22,"1,060",966,94,,
DG,Dollar General Corp,"9,414","13,748","23,162",22,"1,053",428,625,,
ZNGA,Zynga Inc,"12,189","10,688","22,877",22,"1,040",554,486,,
HUM,Humana Inc,"11,080","11,785","22,865",22,"1,039",504,536,,
APA,Apache Corp,"12,260","10,473","22,733",22,"1,033",557,476,,
SLW,Wheaton Precious Metals Corp,"15,315","7,337","22,652",22,"1,030",696,334,,
UTX,United Technologies Corp,"15,837","6,645","22,482",22,"1,022",720,302,,
CY,Cypress Semiconductor Corp,"15,239","7,193","22,432",22,"1,020",693,327,,
BUD,Anheuser-Busch InBev SA/NV,"13,830","8,411","22,241",22,"1,011",629,382,,
URBN,Urban Outfitters Inc,"5,820","16,390","22,210",22,"1,010",265,745,,
LLY,Eli Lilly & Co,"8,435","13,706","22,141",22,"1,006",383,623,,
MRVL,Marvell Technology Group Ltd,"16,113","6,025","22,138",22,"1,006",732,274,,
SN,Sanchez Energy Corp,"14,439","7,531","21,970",22,999,656,342,,
SYF,Synchrony Financial,"10,182","11,713","21,895",22,995,463,532,,
NTNX,Nutanix Inc,"18,879","2,996","21,875",22,994,858,136,,
FL,Foot Locker Inc,"14,973","6,830","21,803",22,991,681,310,,
MDT,Medtronic PLC,"12,663","9,078","21,741",22,988,576,413,,
BCOV,Brightcove Inc,351,"21,390","21,741",22,988,16,972,,
DUK,Duke Energy Corp,"13,119","8,579","21,698",22,986,596,390,,
GPRO,GoPro Inc,"13,621","7,704","21,325",22,969,619,350,,
HZNP,Horizon Pharma Plc,"15,623","5,347","20,970",22,953,710,243,,
OAS,Oasis Petroleum Inc,"11,054","9,657","20,711",22,941,502,439,,
KATE,Kate Spade & Co,"12,969","7,592","20,561",22,935,590,345,,
MMM,3M Co,"8,517","12,008","20,525",22,933,387,546,,
MAR,Marriott International Inc/MD,"10,860","9,572","20,432",22,929,494,435,,
YUM,Yum! Brands Inc,"11,107","9,311","20,418",22,928,505,423,,
COF,Capital One Financial Corp,"7,785","12,591","20,376",22,926,354,572,,
AZN,AstraZeneca PLC,"14,656","5,696","20,352",22,925,666,259,,
NTAP,NetApp Inc,"13,360","6,952","20,312",22,923,607,316,,
AUY,Yamana Gold Inc,"16,865","3,371","20,236",22,920,767,153,,
MAT,Mattel Inc,"12,332","7,887","20,219",22,919,561,359,,
SNY,Sanofi,"18,002","2,026","20,028",22,910,818,92,,
ADSK,Autodesk Inc,"9,897","10,095","19,992",22,909,450,459,,
CTSH,Cognizant Technology Solutions Corp,"10,638","9,088","19,726",22,897,484,413,,
RRC,Range Resources Corp,"14,191","5,464","19,655",22,893,645,248,,
NOK,Nokia OYJ,"16,402","3,055","19,457",22,884,746,139,,
QRVO,Qorvo Inc,"8,008","11,232","19,240",22,875,364,511,,
KMX,CarMax Inc,"16,078","3,119","19,197",22,873,731,142,,
ABT,Abbott Laboratories,"14,241","4,883","19,124",22,869,647,222,,
CRR,CARBO Ceramics Inc,"3,972","15,110","19,082",22,867,181,687,,
RH,RH,"7,855","11,217","19,072",22,867,357,510,,
FNSR,Finisar Corp,"11,742","7,264","19,006",22,864,534,330,,
MT,ArcelorMittal,"12,617","6,351","18,968",22,862,574,289,,
HIMX,Himax Technologies Inc,"11,791","7,042","18,833",22,856,536,320,,
COTY,Coty Inc,"3,886","14,832","18,718",22,851,177,674,,
NRG,NRG Energy Inc,"17,035","1,587","18,622",22,846,774,72,,
KHC,Kraft Heinz Co/The,"13,409","5,194","18,603",22,846,610,236,,
EXPE,Expedia Inc,"8,437","10,023","18,460",22,839,384,456,,
LMT,Lockheed Martin Corp,"11,195","7,186","18,381",22,836,509,327,,
GSAT,Globalstar Inc,"14,992","3,384","18,376",22,835,681,154,,
MNST,Monster Beverage Corp,"11,301","7,044","18,345",22,834,514,320,,
NWL,Newell Brands Inc,"12,397","5,920","18,317",22,833,564,269,,
VOD,Vodafone Group PLC,"12,278","5,867","18,145",22,825,558,267,,
BRKB,Berkshire Hathaway Inc,"9,657","8,362","18,019",22,819,439,380,,
SRPT,Sarepta Therapeutics Inc,"13,708","4,282","17,990",22,818,623,195,,
RDSA,Royal Dutch Shell,"16,218","1,668","17,886",22,813,737,76,,
ENDP,Endo International PLC,"14,536","3,254","17,790",22,809,661,148,,
CMI,Cummins Inc,"5,989","11,547","17,536",22,797,272,525,,
URI,United Rentals Inc,"8,754","8,754","17,508",22,796,398,398,,
HAIN,Hain Celestial Group Inc/The,"9,945","7,504","17,449",22,793,452,341,,
DLTR,Dollar Tree Inc,"5,909","11,521","17,430",22,792,269,524,,
EXPR,Express Inc,"10,848","6,558","17,406",22,791,493,298,,
CIEN,Ciena Corp,"11,978","5,332","17,310",22,787,544,242,,
ILG,ILG Inc,"14,983","2,282","17,265",22,785,681,104,,
TTWO,Take-Two Interactive Software Inc,"11,058","6,183","17,241",22,784,503,281,,
VEEV,Veeva Systems Inc,"13,567","3,493","17,060",22,775,617,159,,
GLUU,Glu Mobile Inc,"9,244","7,669","16,913",22,769,420,349,,
TTM,Tata Motors Ltd,"1,535","15,353","16,888",22,768,70,698,,
SINA,SINA Corp/China,"11,113","5,639","16,752",22,761,505,256,,
MBLY,Mobileye NV,"3,503","13,055","16,558",22,753,159,593,,
YNDX,Yandex NV,"14,452","2,040","16,492",22,750,657,93,,
FOXA,Twenty-First Century Fox Inc,"9,714","6,725","16,439",22,747,442,306,,
NAT,Nordic American Tankers Ltd,"3,534","12,899","16,433",22,747,161,586,,
SPG,Simon Property Group Inc,"10,443","5,959","16,402",22,746,475,271,,
WTW,Weight Watchers International Inc,"6,478","9,827","16,305",22,741,294,447,,
WMB,Williams Cos Inc/The,"12,969","3,294","16,263",22,739,590,150,,
VMW,VMware Inc,"12,554","3,670","16,224",22,737,571,167,,
TIF,Tiffany & Co,"6,541","9,662","16,203",22,737,297,439,,
NE,Noble Corp plc,"10,607","5,538","16,145",22,734,482,252,,
AZO,AutoZone Inc,"8,001","8,133","16,134",22,733,364,370,,
SHAK,Shake Shack Inc,"10,128","5,987","16,115",22,733,460,272,,
JNPR,Juniper Networks Inc,"10,070","5,933","16,003",22,727,458,270,,
UA,Under Armour Inc,"10,167","5,755","15,922",22,724,462,262,,
AFSI,AmTrust Financial Services Inc,"8,509","7,324","15,833",22,720,387,333,,
RL,Ralph Lauren Corp,"8,499","6,957","15,456",22,703,386,316,,
EXC,Exelon Corp,"10,750","4,683","15,433",22,702,489,213,,
KGC,Kinross Gold Corp,"9,792","5,631","15,423",22,701,445,256,,
DNR,Denbury Resources Inc,"14,381",944,"15,325",22,697,654,43,,
RTN,Raytheon Co,"12,489","2,807","15,296",22,695,568,128,,
PM,Philip Morris International Inc,"8,431","6,844","15,275",22,694,383,311,,
W,Wayfair Inc,"7,669","7,581","15,250",22,693,349,345,,
WPM,Wheaton Precious Metals Corp,"12,186","3,061","15,247",22,693,554,139,,
PXD,Pioneer Natural Resources Co,"7,762","7,425","15,187",22,690,353,338,,
SPLS,Staples Inc,"10,160","4,990","15,150",22,689,462,227,,
MCK,McKesson Corp,"8,822","6,314","15,136",22,688,401,287,,
AG,First Majestic Silver Corp,"9,920","5,118","15,038",22,684,451,233,,
EPD,Enterprise Products Partners LP,"11,342","3,653","14,995",22,682,516,166,,
DATA,Tableau Software Inc,"8,465","6,497","14,962",22,680,385,295,,
MNKD,MannKind Corp,"13,413","1,453","14,866",22,676,610,66,,
ADBE,Adobe Systems Inc,"9,085","5,719","14,804",22,673,413,260,,
STI,SunTrust Banks Inc,"14,204",478,"14,682",22,667,646,22,,
LL,Lumber Liquidators Holdings Inc,"11,550","3,125","14,675",22,667,525,142,,
ETP,Energy Transfer Partners LP,"10,248","4,246","14,494",22,659,466,193,,
HON,Honeywell International Inc,"8,104","6,359","14,463",22,657,368,289,,
SYMC,Symantec Corp,"8,509","5,887","14,396",22,654,387,268,,
BCRX,BioCryst Pharmaceuticals Inc,"10,949","3,394","14,343",22,652,498,154,,
NUE,Nucor Corp,"8,124","6,178","14,302",22,650,369,281,,
SGYP,Synergy Pharmaceuticals Inc,"7,943","6,299","14,242",22,647,361,286,,
SSYS,Stratasys Ltd,"10,543","3,616","14,159",22,644,479,164,,
NXPI,NXP Semiconductors NV,"8,581","5,353","13,934",22,633,390,243,,
AVP,Avon Products Inc,"5,473","8,397","13,870",22,630,249,382,,
OPK,OPKO Health Inc,"9,447","4,287","13,734",22,624,429,195,,
SPLK,Splunk Inc,"7,733","5,997","13,730",22,624,352,273,,
BWLD,Buffalo Wild Wings Inc,"8,014","5,667","13,681",22,622,364,258,,
POT,Potash Corp of Saskatchewan Inc,"10,334","3,311","13,645",22,620,470,151,,
K,Kellogg Co,"6,155","7,418","13,573",22,617,280,337,,
AMT,American Tower Corp,"4,187","9,328","13,515",22,614,190,424,,
VFC,VF Corp,"5,637","7,783","13,420",22,610,256,354,,
