Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV,
DLB,Dolby Laboratories Inc,74,1,75,23,3,3,0,
CVLT,CommVault Systems Inc,70,5,75,23,3,3,0,
AROC,Archrock Inc,69,6,75,23,3,3,0,
APTI,Apptio Inc,61,14,75,23,3,3,1,
ENTG,Entegris Inc,60,15,75,23,3,3,1,
MNTX,Manitex International Inc,75,0,75,23,3,3,0,
DENN,Denny's Corp,68,6,74,23,3,3,0,
FICO,Fair Isaac Corp,64,10,74,23,3,3,0,
WGP,Western Gas Equity Partners LP,58,16,74,23,3,3,1,
HZO,MarineMax Inc,52,22,74,23,3,2,1,
FF,FutureFuel Corp,8,66,74,23,3,0,3,
GLRE,Greenlight Capital Re Ltd,74,0,74,23,3,3,0,
HIW,Highwoods Properties Inc,74,0,74,23,3,3,0,
CVEO,Civeo Corp,48,25,73,23,3,2,1,
RWT,Redwood Trust Inc,33,40,73,23,3,1,2,
STAR,iStar Inc,0,73,73,23,3,0,3,
CAJ,Canon Inc,43,29,72,23,3,2,1,
ARCB,ArcBest Corp,27,45,72,23,3,1,2,
SLGN,Silgan Holdings Inc,72,0,72,23,3,3,0,
AVX,AVX Corp,70,1,71,23,3,3,0,
SUNW,Sunworks Inc,70,1,71,23,3,3,0,
RMAX,RE/MAX Holdings Inc,49,22,71,23,3,2,1,
NSIT,Insight Enterprises Inc,43,28,71,23,3,2,1,
CRH,CRH PLC,27,43,70,23,3,1,2,
DFT,DuPont Fabros Technology Inc,11,59,70,23,3,0,3,
KRNY,Kearny Financial Corp/MD,11,59,70,23,3,0,3,
FOR,Forestar Group Inc,0,70,70,23,3,0,3,
ERN,Erin Energy Corp,70,0,70,23,3,3,0,
GRC,Gorman-Rupp Co/The,70,0,70,23,3,3,0,
PMT,PennyMac Mortgage Investment Trust,67,2,69,23,3,3,0,
MDU,MDU Resources Group Inc,38,31,69,23,3,2,1,
MKL,Markel Corp,23,46,69,23,3,1,2,
NWPX,Northwest Pipe Co,16,53,69,23,3,1,2,
CACQ,Caesars Acquisition Co,0,69,69,23,3,0,3,
NYLDA,NRG Yield  Inc.,48,20,68,23,3,2,1,
EVR,Evercore Inc,36,32,68,23,3,2,1,
CVGW,Calavo Growers Inc,15,53,68,23,3,1,2,
SATS,EchoStar Corp,66,1,67,23,3,3,0,
PBA,Pembina Pipeline Corp,52,15,67,23,3,2,1,
DRE,Duke Realty Corp,67,0,67,23,3,3,0,
KYN,Kayne Anderson MLP Investment Co,60,6,66,23,3,3,0,
TLP,TransMontaigne Partners LP,0,66,66,23,3,0,3,
RDWR,Radware Ltd,66,0,66,23,3,3,0,
TICC,TICC Capital Corp,45,20,65,23,3,2,1,
PER,SandRidge Permian Trust,5,60,65,23,3,0,3,
NDRO,Enduro Royalty Trust,65,0,65,23,3,3,0,
OVAS,OvaScience Inc,65,0,65,23,3,3,0,
SNX,SYNNEX Corp,51,13,64,23,3,2,1,
SBSI,Southside Bancshares Inc,34,30,64,23,3,1,1,
NVDQ,Novadaq Technologies Inc,10,54,64,23,3,0,2,
SRI,Stoneridge Inc,3,61,64,23,3,0,3,
JMBA,Jamba Inc,64,0,64,23,3,3,0,
SNSS,Sunesis Pharmaceuticals Inc,64,0,64,23,3,3,0,
APLP,Archrock Partners LP,58,5,63,23,3,3,0,
RTEC,Rudolph Technologies Inc,53,10,63,23,3,2,0,
APDN,Applied DNA Sciences Inc,49,14,63,23,3,2,1,
BOOT,Boot Barn Holdings Inc,46,17,63,23,3,2,1,
AMRI,Albany Molecular Research Inc,45,18,63,23,3,2,1,
BBSI,Barrett Business Services Inc,20,43,63,23,3,1,2,
NEU,NewMarket Corp,20,43,63,23,3,1,2,
AMED,Amedisys Inc,16,47,63,23,3,1,2,
TRC,Tejon Ranch Co,11,52,63,23,3,0,2,
ALT,Altimmune Inc,63,0,63,23,3,3,0,
WIT,Wipro Ltd,58,4,62,23,3,3,0,
BOKF,BOK Financial Corp,44,18,62,23,3,2,1,
PRTY,Party City Holdco Inc,44,18,62,23,3,2,1,
AVD,American Vanguard Corp,42,20,62,23,3,2,1,
ARE,Alexandria Real Estate Equities Inc,36,26,62,23,3,2,1,
LTM,Latam Airlines Group SA,25,37,62,23,3,1,2,
BCR,CR Bard Inc,22,40,62,23,3,1,2,
CRMD,CorMedix Inc,62,0,62,23,3,3,0,
EVC,Entravision Communications Corp,60,1,61,23,3,3,0,
RYAAY,Ryanair Holdings PLC,11,50,61,23,3,0,2,
LPNT,LifePoint Health Inc,9,52,61,23,3,0,2,
GAIN,Gladstone Investment Corp,61,0,61,23,3,3,0,
GLAD,Gladstone Capital Corp,56,4,60,23,3,2,0,
DRQ,Dril-Quip Inc,22,38,60,23,3,1,2,
AHT,Ashford Hospitality Trust Inc,10,50,60,23,3,0,2,
APT,Alpha Pro Tech Ltd,60,0,60,23,3,3,0,
RPRX,Repros Therapeutics Inc,60,0,60,23,3,3,0,
WOOF,VCA Inc,42,17,59,23,3,2,1,
MYRG,MYR Group Inc,12,47,59,23,3,1,2,
SUNEQ,SunEdison Inc,56,2,58,23,3,2,0,
MPAA,Motorcar Parts of America Inc,50,8,58,23,3,2,0,
CPS,Cooper-Standard Holdings Inc,35,23,58,23,3,2,1,
HCKT,Hackett Group Inc/The,34,24,58,23,3,1,1,
FBP,First BanCorp/Puerto Rico,53,4,57,23,2,2,0,
CMO,Capstead Mortgage Corp,44,13,57,23,2,2,1,
HLIT,Harmonic Inc,35,22,57,23,2,2,1,
TMHC,Taylor Morrison Home Corp,20,37,57,23,2,1,2,
OIS,Oil States International Inc,13,44,57,23,2,1,2,
AUO,AU Optronics Corp,57,0,57,23,2,2,0,
KOP,Koppers Holdings Inc,49,7,56,23,2,2,0,
INN,Summit Hotel Properties Inc,43,13,56,23,2,2,1,
CDW,CDW Corp/DE,32,24,56,23,2,1,1,
CHH,Choice Hotels International Inc,25,31,56,23,2,1,1,
KELYA,Kelly Services Inc,5,51,56,23,2,0,2,
HGV,Hilton Grand Vacations Inc,56,0,56,23,2,2,0,
PCSB,PCSB Financial Corp,50,5,55,23,2,2,0,
SPHS,Sophiris Bio Inc,45,10,55,23,2,2,0,
MDP,Meredith Corp,41,14,55,23,2,2,1,
FCN,FTI Consulting Inc,1,54,55,23,2,0,2,
BEL,Belmond Ltd,0,55,55,23,2,0,2,
TVIA,TerraVia Holdings Inc,0,55,55,23,2,0,2,
TRNC,tronc Inc,36,18,54,23,2,2,1,
VLP,Valero Energy Partners LP,34,20,54,23,2,1,1,
FCFS,FirstCash Inc,22,32,54,23,2,1,1,
BSRR,Sierra Bancorp,0,54,54,23,2,0,2,
PMTS,CPI Card Group Inc,50,3,53,23,2,2,0,
FWONA,Liberty Media Corp-Liberty Formula One,38,15,53,23,2,2,1,
HRC,Hill-Rom Holdings Inc,33,20,53,23,2,1,1,
TUES,Tuesday Morning Corp,33,20,53,23,2,1,1,
LFGR,Leaf Group Ltd,21,32,53,23,2,1,1,
BRC,Brady Corp,11,42,53,23,2,0,2,
DHX,DHI Group Inc,3,50,53,23,2,0,2,
ANTH,Anthera Pharmaceuticals Inc,53,0,53,23,2,2,0,
ORBC,ORBCOMM Inc,50,2,52,23,2,2,0,
SAIC,Science Applications International Corp,49,3,52,23,2,2,0,
HMLP,Hoegh LNG Partners LP,34,18,52,23,2,1,1,
CTSO,CytoSorbents Corp,29,23,52,23,2,1,1,
PINC,Premier Inc,28,24,52,23,2,1,1,
EPM,Evolution Petroleum Corp,10,42,52,23,2,0,2,
OFIX,Orthofix International NV,52,0,52,23,2,2,0,
DNN,Denison Mines Corp,51,0,51,23,2,2,0,
PRMW,Primo Water Corp,49,1,50,23,2,2,0,
BSMX,Grupo Financiero Santander Mexico SAB de CV,45,5,50,23,2,2,0,
HWCC,Houston Wire & Cable Co,40,10,50,23,2,2,0,
MCC,Medley Capital Corp,40,10,50,23,2,2,0,
SITE,SiteOne Landscape Supply Inc,39,11,50,23,2,2,0,
CECE,CECO Environmental Corp,6,44,50,23,2,0,2,
ALLT,Allot Communications Ltd,0,50,50,23,2,0,2,
ARQL,ArQule Inc,50,0,50,23,2,2,0,
BNCL,Beneficial Bancorp Inc,50,0,50,23,2,2,0,
BXE,Bellatrix Exploration Ltd,50,0,50,23,2,2,0,
GEVO,Gevo Inc,50,0,50,23,2,2,0,
TMQ,Trilogy Metals Inc,50,0,50,23,2,2,0,
HRG,HRG Group Inc,38,11,49,23,2,2,0,
BPOP,Popular Inc,27,22,49,23,2,1,1,
PCOM,Points International Ltd,49,0,49,23,2,2,0,
SLF,Sun Life Financial Inc,43,5,48,23,2,2,0,
ETH,Ethan Allen Interiors Inc,21,27,48,23,2,1,1,
WSO,Watsco Inc,20,28,48,23,2,1,1,
NLS,Nautilus Inc,15,33,48,23,2,1,1,
CWT,California Water Service Group,48,0,48,23,2,2,0,
TRNO,Terreno Realty Corp,48,0,48,23,2,2,0,
WAC,Walter Investment Management Corp,45,2,47,23,2,2,0,
BLKB,Blackbaud Inc,32,15,47,23,2,1,1,
RNR,RenaissanceRe Holdings Ltd,2,45,47,23,2,0,2,
CENTA,Central Garden & Pet Co,41,5,46,23,2,2,0,
ALSK,Alaska Communications Systems Group Inc,33,13,46,23,2,1,1,
GHDX,Genomic Health Inc,32,14,46,23,2,1,1,
DEA,Easterly Government Properties Inc,18,28,46,23,2,1,1,
SHEN,Shenandoah Telecommunications Co,13,33,46,23,2,1,1,
CTG,Computer Task Group Inc,0,46,46,23,2,0,2,
SEIC,SEI Investments Co,46,0,46,23,2,2,0,
WNRL,Western Refining Logistics LP,23,22,45,23,2,1,1,
VICR,Vicor Corp,20,25,45,23,2,1,1,
SPNE,SeaSpine Holdings Corp,8,37,45,23,2,0,2,
MITL,Mitel Networks Corp,45,0,45,23,2,2,0,
THRM,Gentherm Inc,41,3,44,23,2,2,0,
ECYT,Endocyte Inc,34,10,44,23,2,1,0,
PRK,Park National Corp,32,12,44,23,2,1,1,
FSIC,FS Investment Corp,11,33,44,23,2,0,1,
OGE,OGE Energy Corp,44,0,44,23,2,2,0,
LNN,Lindsay Corp,42,1,43,23,2,2,0,
BBW,Build-A-Bear Workshop Inc,3,40,43,23,2,0,2,
EWBC,East West Bancorp Inc,39,3,42,23,2,2,0,
POWI,Power Integrations Inc,37,5,42,23,2,2,0,
SPSC,SPS Commerce Inc,37,5,42,23,2,2,0,
WWD,Woodward Inc,37,5,42,23,2,2,0,
AAT,American Assets Trust Inc,36,6,42,23,2,2,0,
HR,Healthcare Realty Trust Inc,30,12,42,23,2,1,1,
GLT,PH Glatfelter Co,13,29,42,23,2,1,1,
GNMK,GenMark Diagnostics Inc,12,30,42,23,2,1,1,
PBT,Permian Basin Royalty Trust,10,32,42,23,2,0,1,
CHFC,Chemical Financial Corp,42,0,42,23,2,2,0,
SPNC,Spectranetics Corp/The,42,0,42,23,2,2,0,
MITT,AG Mortgage Investment Trust Inc,11,30,41,23,2,0,1,
MCF,Contango Oil & Gas Co,35,5,40,23,2,2,0,
OXM,Oxford Industries Inc,15,25,40,23,2,1,1,
BXMT,Blackstone Mortgage Trust Inc,8,32,40,23,2,0,1,
SP,SP Plus Corp,2,38,40,23,2,0,2,
STC,Stewart Information Services Corp,0,40,40,23,2,0,2,
ABUS,Arbutus Biopharma Corp,40,0,40,23,2,2,0,
ATTU,Attunity Ltd,40,0,40,23,2,2,0,
SFE,Safeguard Scientifics Inc,40,0,40,23,2,2,0,
AWR,American States Water Co,16,23,39,23,2,1,1,
AJG,Arthur J Gallagher & Co,9,30,39,23,2,0,1,
GRFS,Grifols SA,39,0,39,23,2,2,0,
MCRN,Milacron Holdings Corp,28,10,38,23,2,1,0,
CMCO,Columbus McKinnon Corp/NY,22,16,38,23,2,1,1,
CPT,Camden Property Trust,20,18,38,23,2,1,1,
NCI,Navigant Consulting Inc,8,30,38,23,2,0,1,
MPX,Marine Products Corp,38,0,38,23,2,2,0,
EBS,Emergent BioSolutions Inc,34,3,37,23,2,1,0,
TEGP,Tallgrass Energy GP LP,33,4,37,23,2,1,0,
DEI,Douglas Emmett Inc,37,0,37,23,2,2,0,
FH,FORM Holdings Corp,37,0,37,23,2,2,0,
VCRA,Vocera Communications Inc,37,0,37,23,2,2,0,
ELP,Cia Paranaense de Energia,30,6,36,23,2,1,0,
ITRI,Itron Inc,23,13,36,23,2,1,1,
KNX,Knight Transportation Inc,11,25,36,23,2,0,1,
TCRD,THL Credit Inc,11,25,36,23,2,0,1,
BIOS,BioScrip Inc,6,30,36,23,2,0,1,
BW,Babcock & Wilcox Enterprises Inc,0,36,36,23,2,0,2,
UGP,Ultrapar Participacoes SA,0,36,36,23,2,0,2,
CCO,Clear Channel Outdoor Holdings Inc,36,0,36,23,2,2,0,
WRE,Washington Real Estate Investment Trust,36,0,36,23,2,2,0,
VOC,Voc Energy Trust,30,5,35,23,2,1,0,
DLX,Deluxe Corp,26,9,35,23,2,1,0,
CTIC,CTI BioPharma Corp,20,15,35,23,2,1,1,
FMX,Fomento Economico Mexicano SAB de CV,17,18,35,23,2,1,1,
RHP,Ryman Hospitality Properties Inc,10,25,35,23,2,0,1,
KEYW,KeyW Holding Corp/The,5,30,35,23,2,0,1,
ALIM,Alimera Sciences Inc,35,0,35,23,2,2,0,
GLDD,Great Lakes Dredge & Dock Corp,25,9,34,23,1,1,0,
CEVA,CEVA Inc,23,11,34,23,1,1,0,
AMBR,Amber Road Inc,20,14,34,23,1,1,1,
TFSL,TFS Financial Corp,20,14,34,23,1,1,1,
KNL,Knoll Inc,12,22,34,23,1,1,1,
PRO,PROS Holdings Inc,2,32,34,23,1,0,1,
MCRB,Seres Therapeutics Inc,30,3,33,23,1,1,0,
PRI,Primerica Inc,28,5,33,23,1,1,0,
TCPC,TCP Capital Corp,26,7,33,23,1,1,0,
ATO,Atmos Energy Corp,23,10,33,23,1,1,0,
HLTH,Nobilis Health Corp,13,20,33,23,1,1,1,
CTRN,Citi Trends Inc,9,24,33,23,1,0,1,
BSAC,Banco Santander Chile,4,29,33,23,1,0,1,
KRG,Kite Realty Group Trust,4,29,33,23,1,0,1,
SRDX,Surmodics Inc,3,30,33,23,1,0,1,
PSB,PS Business Parks Inc,25,7,32,23,1,1,0,
LPSN,LivePerson Inc,22,10,32,23,1,1,0,
TRCO,Tribune Media Co,17,15,32,23,1,1,1,
MVO,MV Oil Trust,12,20,32,23,1,1,1,
TG,Tredegar Corp,10,22,32,23,1,0,1,
UMPQ,Umpqua Holdings Corp,10,22,32,23,1,0,1,
ATU,Actuant Corp,25,6,31,23,1,1,0,
BCPC,Balchem Corp,18,13,31,23,1,1,1,
BDC,Belden Inc,18,13,31,23,1,1,1,
DCO,Ducommun Inc,11,20,31,23,1,0,1,
PJT,PJT Partners Inc,11,20,31,23,1,0,1,
NFG,National Fuel Gas Co,31,0,31,23,1,1,0,
EDR,Education Realty Trust Inc,28,2,30,23,1,1,0,
MXWL,Maxwell Technologies Inc,22,8,30,23,1,1,0,
AM,Antero Midstream Partners LP,20,10,30,23,1,1,0,
EXA,Exa Corp,20,10,30,23,1,1,0,
PRKR,ParkerVision Inc,20,10,30,23,1,1,0,
RPT,Ramco-Gershenson Properties Trust,20,10,30,23,1,1,0,
ACIW,ACI Worldwide Inc,19,11,30,23,1,1,0,
E,Eni SpA,19,11,30,23,1,1,0,
TITN,Titan Machinery Inc,4,26,30,23,1,0,1,
EBRB,Centrais Electricas Brasileiras S ADR,0,30,30,23,1,0,1,
TIER,Tier REIT Inc,0,30,30,23,1,0,1,
TNAV,Telenav Inc,0,30,30,23,1,0,1,
ATEN,A10 Networks Inc,30,0,30,23,1,1,0,
CXDC,China XD Plastics Co Ltd,30,0,30,23,1,1,0,
DXLG,Destination XL Group Inc,30,0,30,23,1,1,0,
PRIM,Primoris Services Corp,30,0,30,23,1,1,0,
TNDM,Tandem Diabetes Care Inc,30,0,30,23,1,1,0,
WSBF,Waterstone Financial Inc,30,0,30,23,1,1,0,
TOWR,Tower International Inc,28,1,29,23,1,1,0,
ECOM,ChannelAdvisor Corp,19,10,29,23,1,1,0,
PHX,Panhandle Oil and Gas Inc,16,13,29,23,1,1,1,
BAS,Basic Energy Services Inc,0,29,29,23,1,0,1,
DCM,NTT DOCOMO Inc,0,29,29,23,1,0,1,
MGLN,Magellan Health Inc,29,0,29,23,1,1,0,
DTEA,DavidsTea Inc,26,2,28,23,1,1,0,
WTFC,Wintrust Financial Corp,22,6,28,23,1,1,0,
MMSI,Merit Medical Systems Inc,21,7,28,23,1,1,0,
CSV,Carriage Services Inc,18,10,28,23,1,1,0,
MTRN,Materion Corp,12,16,28,23,1,1,1,
WIRE,Encore Wire Corp,10,18,28,23,1,0,1,
TZOO,Travelzoo,3,25,28,23,1,0,1,
DRH,DiamondRock Hospitality Co,28,0,28,23,1,1,0,
PLPM,Planet Payment Inc,25,2,27,23,1,1,0,
RILY,B. Riley Financial Inc,24,3,27,23,1,1,0,
TTEC,TeleTech Holdings Inc,23,4,27,23,1,1,0,
SCWX,SecureWorks Corp,21,6,27,23,1,1,0,
SANW,S&W Seed Co,17,10,27,23,1,1,0,
OHRP,Ohr Pharmaceutical Inc,27,0,27,23,1,1,0,
EBIO,Eleven Biotherapeutics Inc,0,26,26,23,1,0,1,
BANR,Banner Corp,26,0,26,23,1,1,0,
DX,Dynex Capital Inc,26,0,26,23,1,1,0,
GASS,StealthGas Inc,26,0,26,23,1,1,0,
PNM,PNM Resources Inc,26,0,26,23,1,1,0,
ORN,Orion Group Holdings Inc,15,10,25,23,1,1,0,
CMD,Cantel Medical Corp,12,13,25,23,1,1,1,
SDT,SandRidge Mississippian Trust I,5,20,25,23,1,0,1,
VGZ,Vista Gold Corp,5,20,25,23,1,0,1,
FET,Forum Energy Technologies Inc,4,21,25,23,1,0,1,
BKEP,Blueknight Energy Partners LP,25,0,25,23,1,1,0,
CHKE,Cherokee Inc,25,0,25,23,1,1,0,
ENPH,Enphase Energy Inc,25,0,25,23,1,1,0,
EVLV,EVINE Live Inc,25,0,25,23,1,1,0,
SMRT,Stein Mart Inc,25,0,25,23,1,1,0,
ZFGN,Zafgen Inc,25,0,25,23,1,1,0,
RESI,Altisource Residential Corp,22,2,24,23,1,1,0,
XNCR,Xencor Inc,2,22,24,23,1,0,1,
DRD,DRDGOLD Ltd,24,0,24,23,1,1,0,
FOMX,Foamix Pharmaceuticals Ltd,24,0,24,23,1,1,0,
SMFG,Sumitomo Mitsui Financial Group Inc,22,1,23,23,1,1,0,
XHR,Xenia Hotels & Resorts Inc,16,7,23,23,1,1,0,
OGS,ONE Gas Inc,7,16,23,23,1,0,1,
AMRC,Ameresco Inc,23,0,23,23,1,1,0,
GNMX,Aevi Genomic Medicine Inc,23,0,23,23,1,1,0,
PRCP,Perceptron Inc,23,0,23,23,1,1,0,
SPAR,Spartan Motors Inc,23,0,23,23,1,1,0,
BAM,Brookfield Asset Management Inc,21,1,22,23,1,1,0,
ANGI,Angie's List Inc,20,2,22,23,1,1,0,
GIB,CGI Group Inc,20,2,22,23,1,1,0,
FSS,Federal Signal Corp,19,3,22,23,1,1,0,
BSET,Bassett Furniture Industries Inc,15,7,22,23,1,1,0,
CKH,SEACOR Holdings Inc,14,8,22,23,1,1,0,
MLHR,Herman Miller Inc,11,11,22,23,1,0,0,
PMC,PharMerica Corp,11,11,22,23,1,0,0,
RM,Regional Management Corp,11,11,22,23,1,0,0,
JE,Just Energy Group Inc,8,14,22,23,1,0,1,
ALLE,Allegion PLC,7,15,22,23,1,0,1,
EFOI,Energy Focus Inc,2,20,22,23,1,0,1,
FHN,First Horizon National Corp,1,21,22,23,1,0,1,
CHT,Chunghwa Telecom Co Ltd,22,0,22,23,1,1,0,
AUDC,AudioCodes Ltd,20,1,21,23,1,1,0,
UMBF,UMB Financial Corp,20,1,21,23,1,1,0,
CPLA,Capella Education Co,19,2,21,23,1,1,0,
EYES,Second Sight Medical Products Inc,10,11,21,23,1,0,0,
SAH,Sonic Automotive Inc,10,11,21,23,1,0,0,
GLBL,TerraForm Global Inc,21,0,21,23,1,1,0,
HOMB,Home BancShares Inc/AR,21,0,21,23,1,1,0,
SNC,State National Cos Inc,21,0,21,23,1,1,0,
CIR,CIRCOR International Inc,13,7,20,23,1,1,0,
CETV,Central European Media Enterprises Ltd,10,10,20,23,1,0,0,
DFRG,Del Frisco's Restaurant Group Inc,10,10,20,23,1,0,0,
EXLS,ExlService Holdings Inc,10,10,20,23,1,0,0,
LII,Lennox International Inc,5,15,20,23,1,0,1,
HBHC,Hancock Holding Co,0,20,20,23,1,0,1,
RTK,Rentech Inc,0,20,20,23,1,0,1,
WBS,Webster Financial Corp,0,20,20,23,1,0,1,
INTX,Intersections Inc,20,0,20,23,1,1,0,
NH,NantHealth Inc,20,0,20,23,1,1,0,
PFMT,Performant Financial Corp,20,0,20,23,1,1,0,
PTIE,Pain Therapeutics Inc,20,0,20,23,1,1,0,
REFR,Research Frontiers Inc,20,0,20,23,1,1,0,
RTIX,RTI Surgical Inc,20,0,20,23,1,1,0,
USM,United States Cellular Corp,15,4,19,23,1,1,0,
FOE,Ferro Corp,13,6,19,23,1,1,0,
PSMT,PriceSmart Inc,13,6,19,23,1,1,0,
ABG,Asbury Automotive Group Inc,6,13,19,23,1,0,1,
VET,Vermilion Energy Inc,4,15,19,23,1,0,1,
CCMP,Cabot Microelectronics Corp,0,19,19,23,1,0,1,
TPRE,Third Point Reinsurance Ltd,19,0,19,23,1,1,0,
GBCI,Glacier Bancorp Inc,14,4,18,23,1,1,0,
MG,Mistras Group Inc,1,16,17,23,1,0,1,
MERC,Mercer International Inc,17,0,17,23,1,1,0,
PSO,Pearson PLC,12,4,16,23,1,1,0,
UFPI,Universal Forest Products Inc,5,11,16,23,1,0,0,
OFC,Corporate Office Properties Trust,1,15,16,23,1,0,1,
ESE,ESCO Technologies Inc,0,16,16,23,1,0,1,
WAFD,Washington Federal Inc,16,0,16,23,1,1,0,
HSNI,HSN Inc,14,1,15,23,1,1,0,
CPIX,Cumberland Pharmaceuticals Inc,13,2,15,23,1,1,0,
CPSI,Computer Programs & Systems Inc,6,9,15,23,1,0,0,
EGBN,Eagle Bancorp Inc,0,15,15,23,1,0,1,
FUEL,Rocket Fuel Inc,0,15,15,23,1,0,1,
SPRT,Support.com Inc,0,15,15,23,1,0,1,
KFY,Korn/Ferry International,15,0,15,23,1,1,0,
YGE,Yingli Green Energy Holding Co Ltd,15,0,15,23,1,1,0,
AXAS,Abraxas Petroleum Corp,13,1,14,23,1,1,0,
ROLL,RBC Bearings Inc,10,4,14,23,1,0,0,
FLKS,Flex Pharma Inc,9,5,14,23,1,0,0,
AMOT,Allied Motion Technologies Inc,3,11,14,23,1,0,0,
PDS,Precision Drilling Corp,2,12,14,23,1,0,1,
I,Intelsat SA,1,13,14,23,1,0,1,
PRSC,Providence Service Corp/The,0,14,14,23,1,0,1,
POL,PolyOne Corp,14,0,14,23,1,1,0,
DCI,Donaldson Co Inc,11,2,13,23,1,0,0,
RSYS,Radisys Corp,11,2,13,23,1,0,0,
NPO,EnPro Industries Inc,0,13,13,23,1,0,1,
CQH,Cheniere Energy Partners LP Holdings LLC,13,0,13,23,1,1,0,
SEED,Origin Agritech Ltd,13,0,13,23,1,1,0,
WTS,Watts Water Technologies Inc,13,0,13,23,1,1,0,
PES,Pioneer Energy Services Corp,10,2,12,23,1,0,0,
NYMT,New York Mortgage Trust Inc,6,6,12,23,1,0,0,
SOL,ReneSola Ltd,2,10,12,23,1,0,0,
GRBK,Green Brick Partners Inc,12,0,12,23,1,1,0,
NNVC,NanoViricides Inc,12,0,12,23,1,1,0,
TILE,Interface Inc,12,0,12,23,1,1,0,
FI,Frank's International NV,10,1,11,23,0,0,0,
FDUS,Fidus Investment Corp,6,5,11,23,0,0,0,
IIIN,Insteel Industries Inc,5,6,11,23,0,0,0,
PJC,Piper Jaffray Cos,0,11,11,23,0,0,0,
LNTH,Lantheus Holdings Inc,11,0,11,1,11,11,0,
MORN,Morningstar Inc,11,0,11,23,0,0,0,
NWE,NorthWestern Corp,11,0,11,23,0,0,0,
TMK,Torchmark Corp,11,0,11,23,0,0,0,
ASR,Grupo Aeroportuario del Sureste SAB de CV,4,6,10,23,0,0,0,
AP,Ampco-Pittsburgh Corp,0,10,10,23,0,0,0,
CSGS,CSG Systems International Inc,0,10,10,23,0,0,0,
GSL,Global Ship Lease Inc,0,10,10,23,0,0,0,
LNDC,Landec Corp,0,10,10,23,0,0,0,
PRFT,Perficient Inc,0,10,10,23,0,0,0,
RECN,Resources Connection Inc,0,10,10,23,0,0,0,
BHE,Benchmark Electronics Inc,10,0,10,23,0,0,0,
BOOM,DMC Global Inc,10,0,10,23,0,0,0,
BV,Bazaarvoice Inc,10,0,10,23,0,0,0,
FIX,Comfort Systems USA Inc,10,0,10,23,0,0,0,
ISBC,Investors Bancorp Inc,10,0,10,23,0,0,0,
MRIN,Marin Software Inc,10,0,10,23,0,0,0,
NLST,Netlist Inc,10,0,10,23,0,0,0,
NOA,North American Energy Partners Inc,10,0,10,23,0,0,0,
RXN,Rexnord Corp,10,0,10,23,0,0,0,
SEAC,Seachange International Inc,10,0,10,23,0,0,0,
TYPE,Monotype Imaging Holdings Inc,10,0,10,23,0,0,0,
ZX,China Zenix Auto International Ltd,10,0,10,23,0,0,0,
GZT,Gazit-Globe Ltd,8,1,9,23,0,0,0,
SLRC,Solar Capital Ltd,0,9,9,23,0,0,0,
MCRI,Monarch Casino & Resort Inc,5,3,8,23,0,0,0,
ALOG,Analogic Corp,4,4,8,23,0,0,0,
PDM,Piedmont Office Realty Trust Inc,3,5,8,23,0,0,0,
SXT,Sensient Technologies Corp,2,6,8,23,0,0,0,
EMMS,Emmis Communications Corp,8,0,8,23,0,0,0,
MATW,Matthews International Corp,8,0,8,23,0,0,0,
NEON,Neonode Inc,8,0,8,23,0,0,0,
VPG,Vishay Precision Group Inc,8,0,8,23,0,0,0,
ZNH,China Southern Airlines Co Ltd,8,0,8,23,0,0,0,
SR,Spire Inc,6,1,7,23,0,0,0,
TDW,Tidewater Inc,5,2,7,23,0,0,0,
WR,Westar Energy Inc,5,2,7,23,0,0,0,
BXS,BancorpSouth Inc,4,3,7,23,0,0,0,
SKIS,Peak Resorts Inc,1,6,7,23,0,0,0,
ANDE,Andersons Inc/The,7,0,7,23,0,0,0,
VR,Validus Holdings Ltd,4,2,6,23,0,0,0,
ADPTQ,Adeptus Health Inc,1,5,6,23,0,0,0,
ATNI,ATN International Inc,0,6,6,23,0,0,0,
ADHD,Alcobra Ltd,6,0,6,23,0,0,0,
NAVB,Navidea Biopharmaceuticals Inc,6,0,6,23,0,0,0,
UGI,UGI Corp,6,0,6,23,0,0,0,
VERU,Veru Inc,6,0,6,23,0,0,0,
XOXO,XO Group Inc,6,0,6,23,0,0,0,
KOF,Coca-Cola Femsa SAB de CV,3,2,5,23,0,0,0,
CBSA,Coastal Bancorp Inc,2,3,5,23,0,0,0,
SPA,Sparton Corp,2,3,5,23,0,0,0,
ERA,Era Group Inc,0,5,5,23,0,0,0,
FBC,Flagstar Bancorp Inc,0,5,5,23,0,0,0,
FMBI,First Midwest Bancorp Inc/IL,0,5,5,23,0,0,0,
IMO,Imperial Oil Ltd,0,5,5,23,0,0,0,
ITG,Investment Technology Group Inc,0,5,5,23,0,0,0,
ASC,Ardmore Shipping Corp,5,0,5,23,0,0,0,
ECPG,Encore Capital Group Inc,5,0,5,23,0,0,0,
EQC,Equity Commonwealth,5,0,5,23,0,0,0,
JAKK,JAKKS Pacific Inc,5,0,5,23,0,0,0,
LION,Fidelity Southern Corp,5,0,5,23,0,0,0,
LRAD,LRAD Corp,5,0,5,23,0,0,0,
MRTN,Marten Transport Ltd,5,0,5,23,0,0,0,
