Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV
TAP,Molson Coors Brewing Co,"5,399","4,556","9,955",19,524,284,240
COH,Coach Inc,"7,274","2,676","9,950",19,524,383,141
MON,Monsanto Co,"7,766","2,159","9,925",19,522,409,114
SPG,Simon Property Group Inc,"5,308","4,579","9,887",19,520,279,241
KEY,KeyCorp,"6,901","2,917","9,818",19,517,363,154
MCHP,Microchip Technology Inc,"7,263","2,526","9,789",19,515,382,133
TSN,Tyson Foods Inc,"5,416","4,372","9,788",19,515,285,230
FLEX,Flex Ltd,"8,599","1,178","9,777",19,515,453,62
MAR,Marriott International Inc/MD,"5,045","4,682","9,727",19,512,266,246
PBYI,Puma Biotechnology Inc,"4,656","4,906","9,562",19,503,245,258
HOG,Harley-Davidson Inc,"4,850","4,669","9,519",19,501,255,246
RCII,Rent-A-Center Inc/TX,"2,189","7,265","9,454",19,498,115,382
MNKD,MannKind Corp,"8,947",447,"9,394",19,494,471,24
BBBY,Bed Bath & Beyond Inc,"5,662","3,655","9,317",19,490,298,192
RDSA,Royal Dutch Shell,"7,183","2,073","9,256",19,487,378,109
TASR,TASER International Inc,"7,070","2,141","9,211",19,485,372,113
SHOP,Shopify Inc,"4,709","4,492","9,201",19,484,248,236
SPLK,Splunk Inc,"5,078","4,039","9,117",19,480,267,213
DPZ,Domino's Pizza Inc,"3,076","5,975","9,051",19,476,162,314
FTNT,Fortinet Inc,"7,468","1,566","9,034",19,475,393,82
EXAS,Exact Sciences Corp,"4,403","4,625","9,028",19,475,232,243
ZIOP,ZIOPHARM Oncology Inc,"7,855","1,036","8,891",19,468,413,55
CYNO,Cynosure Inc,"2,220","6,609","8,829",19,465,117,348
IONS,Ionis Pharmaceuticals Inc,"2,264","6,551","8,815",19,464,119,345
BHP,BHP Billiton Ltd,"4,843","3,832","8,675",19,457,255,202
GSS,Golden Star Resources Ltd,"8,220",417,"8,637",19,455,433,22
HIG,Hartford Financial Services Group Inc/The,"5,562","3,044","8,606",19,453,293,160
THC,Tenet Healthcare Corp,"5,056","3,540","8,596",19,452,266,186
ETN,Eaton Corp PLC,"5,385","3,169","8,554",19,450,283,167
AMTD,TD Ameritrade Holding Corp,"3,345","5,182","8,527",19,449,176,273
ISRG,Intuitive Surgical Inc,"4,885","3,609","8,494",19,447,257,190
DNKN,Dunkin' Brands Group Inc,"5,519","2,948","8,467",19,446,290,155
LRCX,Lam Research Corp,"2,400","5,919","8,319",19,438,126,312
DFS,Discover Financial Services,"5,492","2,802","8,294",19,437,289,147
PSEC,Prospect Capital Corp,"4,079","4,188","8,267",19,435,215,220
KMX,CarMax Inc,"6,259","1,947","8,206",19,432,329,102
DUK,Duke Energy Corp,"5,945","2,185","8,130",19,428,313,115
CME,CME Group Inc,"5,895","2,226","8,121",19,427,310,117
RHT,Red Hat Inc,"5,821","2,276","8,097",19,426,306,120
CPB,Campbell Soup Co,"5,264","2,776","8,040",19,423,277,146
SYF,Synchrony Financial,"6,804","1,129","7,933",19,418,358,59
ARGS,Argos Therapeutics Inc,"3,137","4,771","7,908",19,416,165,251
PAA,Plains All American Pipeline LP,"3,257","4,640","7,897",19,416,171,244
CBOE,CBOE Holdings Inc,"5,620","2,265","7,885",19,415,296,119
FIG,Fortress Investment Group LLC,"4,063","3,810","7,873",19,414,214,201
LITE,Lumentum Holdings Inc,"5,970","1,859","7,829",19,412,314,98
LYB,LyondellBasell Industries NV,"4,170","3,648","7,818",19,411,219,192
HCA,HCA Holdings Inc,"6,037","1,749","7,786",19,410,318,92
CLVS,Clovis Oncology Inc,"5,702","2,061","7,763",19,409,300,108
NOC,Northrop Grumman Corp,"4,001","3,762","7,763",19,409,211,198
HAIN,Hain Celestial Group Inc/The,"4,443","3,271","7,714",19,406,234,172
NXPI,NXP Semiconductors NV,"5,655","2,043","7,698",19,405,298,108
NSC,Norfolk Southern Corp,"3,620","4,076","7,696",19,405,191,215
CNQ,Canadian Natural Resources Ltd,"1,216","6,407","7,623",19,401,64,337
SLCA,US Silica Holdings Inc,"4,378","3,217","7,595",19,400,230,169
DHI,DR Horton Inc,"3,198","4,396","7,594",19,400,168,231
OAS,Oasis Petroleum Inc,"4,751","2,796","7,547",19,397,250,147
PHM,PulteGroup Inc,"4,555","2,989","7,544",19,397,240,157
BBT,BB&T Corp,"3,967","3,536","7,503",19,395,209,186
HSY,Hershey Co/The,"5,666","1,796","7,462",19,393,298,95
RTN,Raytheon Co,"5,133","2,313","7,446",19,392,270,122
MNK,Mallinckrodt PLC,"4,004","3,433","7,437",19,391,211,181
WSBF,Waterstone Financial Inc,"7,420",13,"7,433",19,391,391,1
KITE,Kite Pharma Inc,"4,157","3,263","7,420",19,391,219,172
CBS,CBS Corp,"2,971","4,434","7,405",19,390,156,233
NFX,Newfield Exploration Co,"6,315","1,061","7,376",19,388,332,56
HAS,Hasbro Inc,"3,567","3,752","7,319",19,385,188,197
NLY,Annaly Capital Management Inc,"5,085","2,209","7,294",19,384,268,116
WYN,Wyndham Worldwide Corp,"4,174","3,115","7,289",19,384,220,164
VRTX,Vertex Pharmaceuticals Inc,"5,246","1,983","7,229",19,380,276,104
INVN,InvenSense Inc,"2,549","4,677","7,226",19,380,134,246
COTY,Coty Inc,"2,768","4,446","7,214",19,380,146,234
APO,Apollo Global Management LLC,"4,810","2,390","7,200",19,379,253,126
HCLP,Hi-Crush Partners LP,"5,052","2,123","7,175",19,378,266,112
ACOR,Acorda Therapeutics Inc,"1,869","5,224","7,093",19,373,98,275
PAAS,Pan American Silver Corp,"4,500","2,519","7,019",19,369,237,133
NMBL,Nimble Storage Inc,"5,991",997,"6,988",19,368,315,52
CC,Chemours Co/The,"4,110","2,878","6,988",19,368,216,151
CYH,Community Health Systems Inc,"3,606","3,323","6,929",19,365,190,175
ARRS,ARRIS International PLC,"4,003","2,912","6,915",19,364,211,153
CRC,California Resources Corp,"3,197","3,706","6,903",19,363,168,195
LEN,Lennar Corp,"4,730","2,171","6,901",19,363,249,114
BANC,Banc of California Inc,"4,827","2,041","6,868",19,361,254,107
INSY,Insys Therapeutics Inc,"3,558","3,301","6,859",19,361,187,174
Z,Zillow Group Inc,"4,810","2,021","6,831",19,360,253,106
FOXA,Twenty-First Century Fox Inc,"4,900","1,925","6,825",19,359,258,101
XPO,XPO Logistics Inc,"4,889","1,927","6,816",19,359,257,101
IMMU,Immunomedics Inc,"5,206","1,606","6,812",19,359,274,85
SGMS,Scientific Games Corp,"6,538",273,"6,811",19,358,344,14
BUD,Anheuser-Busch InBev SA/NV,"4,601","2,198","6,799",19,358,242,116
NWL,Newell Brands Inc,"3,698","3,048","6,746",19,355,195,160
HP,Helmerich & Payne Inc,"2,521","4,197","6,718",19,354,133,221
RCL,Royal Caribbean Cruises Ltd,"3,620","3,054","6,674",19,351,191,161
WHR,Whirlpool Corp,"2,517","4,150","6,667",19,351,132,218
CS,Credit Suisse Group AG,"4,136","2,517","6,653",19,350,218,132
YNDX,Yandex NV,"5,848",794,"6,642",19,350,308,42
CCL,Carnival Corp,"4,981","1,654","6,635",19,349,262,87
GOGO,Gogo Inc,"3,493","3,138","6,631",19,349,184,165
LL,Lumber Liquidators Holdings Inc,"4,204","2,423","6,627",19,349,221,128
HFC,HollyFrontier Corp,"4,765","1,826","6,591",19,347,251,96
ETSY,Etsy Inc,"1,998","4,561","6,559",19,345,105,240
SINA,SINA Corp/China,"4,007","2,528","6,535",19,344,211,133
VMW,VMware Inc,"3,001","3,497","6,498",19,342,158,184
CHTR,Charter Communications Inc,"4,318","2,166","6,484",19,341,227,114
ACN,Accenture PLC,"4,127","2,303","6,430",19,338,217,121
ABC,AmerisourceBergen Corp,"4,891","1,502","6,393",19,336,257,79
DD,EI du Pont de Nemours & Co,"5,096","1,293","6,389",19,336,268,68
ESPR,Esperion Therapeutics Inc,"2,572","3,805","6,377",19,336,135,200
CRBP,Corbus Pharmaceuticals Holdings Inc,"3,580","2,792","6,372",19,335,188,147
DV,DeVry Education Group Inc,212,"6,134","6,346",19,334,11,323
STLD,Steel Dynamics Inc,"4,967","1,378","6,345",19,334,261,73
EDIT,Editas Medicine Inc,"4,273","2,044","6,317",19,332,225,108
INCY,Incyte Corp,"3,892","2,350","6,242",19,329,205,124
CIT,CIT Group Inc,"4,206","2,026","6,232",19,328,221,107
CLR,Continental Resources Inc/OK,"4,055","2,177","6,232",19,328,213,115
TTWO,Take-Two Interactive Software Inc,"5,042","1,160","6,202",19,326,265,61
WEC,WEC Energy Group Inc,"6,096",100,"6,196",19,326,321,5
CMA,Comerica Inc,"4,426","1,750","6,176",19,325,233,92
MOMO,Momo Inc,"4,759","1,357","6,116",19,322,250,71
TRU,TransUnion,"6,046",62,"6,108",19,321,318,3
VIAV,Viavi Solutions Inc,"5,732",371,"6,103",19,321,302,20
SWFT,Swift Transportation Co,"4,015","2,088","6,103",19,321,211,110
USG,USG Corp,"5,007","1,093","6,100",19,321,264,58
GWPH,GW Pharmaceuticals PLC,"3,079","3,016","6,095",19,321,162,159
NTNX,Nutanix Inc,"4,283","1,811","6,094",19,321,225,95
TSCO,Tractor Supply Co,"4,086","2,007","6,093",19,321,215,106
PRGO,Perrigo Co PLC,"3,847","2,240","6,087",19,320,202,118
UNXL,Uni-Pixel Inc,"5,455",630,"6,085",19,320,287,33
ZTO,ZTO Express Cayman Inc,"4,276","1,807","6,083",19,320,225,95
GRUB,GrubHub Inc,"3,637","2,432","6,069",19,319,191,128
SBGI,Sinclair Broadcast Group Inc,"4,452","1,527","5,979",19,315,234,80
DATA,Tableau Software Inc,"3,159","2,774","5,933",19,312,166,146
KKR,KKR & Co LP,"4,725","1,198","5,923",19,312,249,63
FANG,Diamondback Energy Inc,"4,449","1,451","5,900",19,311,234,76
AEO,American Eagle Outfitters Inc,"3,564","2,293","5,857",19,308,188,121
ADI,Analog Devices Inc,"3,043","2,735","5,778",19,304,160,144
VIPS,Vipshop Holdings Ltd,"2,601","3,167","5,768",19,304,137,167
MDR,McDermott International Inc,"3,390","2,377","5,767",19,304,178,125
QRVO,Qorvo Inc,"3,195","2,569","5,764",19,303,168,135
ADP,Automatic Data Processing Inc,"2,449","3,315","5,764",19,303,129,174
DDS,Dillard's Inc,843,"4,901","5,744",19,302,44,258
PCRX,Pacira Pharmaceuticals Inc/DE,"3,353","2,375","5,728",19,301,176,125
MFIN,Medallion Financial Corp,"2,078","3,641","5,719",19,301,109,192
PTLA,Portola Pharmaceuticals Inc,"4,789",896,"5,685",19,299,252,47
AGNC,AGNC Investment Corp,"3,277","2,385","5,662",19,298,172,126
CCI,Crown Castle International Corp,"4,136","1,517","5,653",19,298,218,80
HUN,Huntsman Corp,"3,738","1,907","5,645",19,297,197,100
BLL,Ball Corp,"1,124","4,519","5,643",19,297,59,238
KSU,Kansas City Southern,"3,090","2,538","5,628",19,296,163,134
MDCO,Medicines Co/The,"2,908","2,688","5,596",19,295,153,141
AEP,American Electric Power Co Inc,"3,612","1,981","5,593",19,294,190,104
ON,ON Semiconductor Corp,"3,780","1,773","5,553",19,292,199,93
RBS,Royal Bank of Scotland Group PLC,"1,460","4,088","5,548",19,292,77,215
JBHT,JB Hunt Transport Services Inc,552,"4,994","5,546",19,292,29,263
NVAX,Novavax Inc,"5,095",448,"5,543",19,292,268,24
TSEM,Tower Semiconductor Ltd,"4,932",594,"5,526",19,291,260,31
PBI,Pitney Bowes Inc,"4,680",835,"5,515",19,290,246,44
SYY,Sysco Corp,"4,492",977,"5,469",19,288,236,51
KCG,KCG Holdings Inc,"5,342",60,"5,402",19,284,281,3
WATT,Energous Corp,"3,899","1,495","5,394",19,284,205,79
ECA,Encana Corp,"2,361","3,031","5,392",19,284,124,160
GNW,Genworth Financial Inc,"4,499",886,"5,385",19,283,237,47
HCN,Welltower Inc,"3,640","1,718","5,358",19,282,192,90
ZION,Zions Bancorporation,"1,857","3,481","5,338",19,281,98,183
BYD,Boyd Gaming Corp,"2,036","3,298","5,334",19,281,107,174
ZAYO,Zayo Group Holdings Inc,"3,492","1,816","5,308",19,279,184,96
LPX,Louisiana-Pacific Corp,"4,339",968,"5,307",19,279,228,51
TOT,TOTAL SA,"4,225","1,073","5,298",19,279,222,56
GLNG,Golar LNG Ltd,"4,339",929,"5,268",19,277,228,49
MUR,Murphy Oil Corp,"4,259","1,002","5,261",19,277,224,53
OC,Owens Corning,"1,019","4,204","5,223",19,275,54,221
CTXS,Citrix Systems Inc,"3,543","1,667","5,210",19,274,186,88
GBT,Global Blood Therapeutics Inc,"4,562",644,"5,206",19,274,240,34
ESV,Ensco PLC,"3,972","1,226","5,198",19,274,209,65
SODA,SodaStream International Ltd,"3,312","1,863","5,175",19,272,174,98
IRBT,iRobot Corp,"2,400","2,774","5,174",19,272,126,146
YPF,YPF SA,"1,081","4,093","5,174",19,272,57,215
PNC,PNC Financial Services Group Inc/The,"2,367","2,802","5,169",19,272,125,147
PVG,Pretium Resources Inc,"4,334",820,"5,154",19,271,228,43
SHAK,Shake Shack Inc,"3,063","2,081","5,144",19,271,161,110
TXT,Textron Inc,"2,269","2,871","5,140",19,271,119,151
MPEL,Melco Crown Entertainment Ltd,"3,680","1,451","5,131",19,270,194,76
NBR,Nabors Industries Ltd,"2,942","2,165","5,107",19,269,155,114
BAX,Baxter International Inc,"2,890","2,202","5,092",19,268,152,116
UBNT,Ubiquiti Networks Inc,"2,997","2,075","5,072",19,267,158,109
FE,FirstEnergy Corp,"4,252",787,"5,039",19,265,224,41
FN,Fabrinet,"1,867","3,152","5,019",19,264,98,166
PAYC,Paycom Software Inc,"2,911","2,073","4,984",19,262,153,109
ITUB,Itau Unibanco Holding SA,"1,267","3,700","4,967",19,261,67,195
ZEN,Zendesk Inc,"3,531","1,427","4,958",19,261,186,75
W,Wayfair Inc,"2,274","2,683","4,957",19,261,120,141
GLUU,Glu Mobile Inc,"2,588","2,364","4,952",19,261,136,124
NVS,Novartis AG,"2,473","2,478","4,951",19,261,130,130
FLR,Fluor Corp,"2,704","2,228","4,932",19,260,142,117
HZNP,Horizon Pharma Plc,"3,757","1,171","4,928",19,259,198,62
HOLX,Hologic Inc,"3,813","1,110","4,923",19,259,201,58
CSAL,Uniti Group Inc,825,"4,095","4,920",19,259,43,216
EL,Estee Lauder Cos Inc/The,"2,687","2,229","4,916",19,259,141,117
NQ,NQ Mobile Inc,"3,929",986,"4,915",19,259,207,52
GOLD,Randgold Resources Ltd,"2,663","2,246","4,909",19,258,140,118
COHR,Coherent Inc,"1,856","3,023","4,879",19,257,98,159
CNX,CONSOL Energy Inc,"2,889","1,950","4,839",19,255,152,103
MLM,Martin Marietta Materials Inc,"2,293","2,542","4,835",19,254,121,134
ALL,Allstate Corp/The,"2,618","2,216","4,834",19,254,138,117
CARA,Cara Therapeutics Inc,"3,040","1,777","4,817",19,254,160,94
ILMN,Illumina Inc,"2,663","2,114","4,777",19,251,140,111
AOBC,American Outdoor Brands Corp,"3,234","1,537","4,771",19,251,170,81
PTCT,PTC Therapeutics Inc,"3,209","1,556","4,765",19,251,169,82
TROX,Tronox Ltd,"4,508",242,"4,750",19,250,237,13
WPX,WPX Energy Inc,"2,150","2,587","4,737",19,249,113,136
IMAX,IMAX Corp,"3,808",898,"4,706",19,248,200,47
NBL,Noble Energy Inc,"3,346","1,349","4,695",19,247,176,71
CYBR,CyberArk Software Ltd,"2,978","1,705","4,683",19,246,157,90
JCI,Johnson Controls International plc,"3,385","1,297","4,682",19,246,178,68
STT,State Street Corp,"1,933","2,736","4,669",19,246,102,144
RNG,RingCentral Inc,"4,223",444,"4,667",19,246,222,23
SAGE,Sage Therapeutics Inc,"2,387","2,276","4,663",19,245,126,120
ALGN,Align Technology Inc,"1,937","2,717","4,654",19,245,102,143
FCAU,Fiat Chrysler Automobiles NV,"3,866",783,"4,649",19,245,203,41
CIE,Cobalt International Energy Inc,"4,504",141,"4,645",19,244,237,7
SBAC,SBA Communications Corp,"3,665",975,"4,640",19,244,193,51
CQP,Cheniere Energy Partners LP,339,"4,300","4,639",19,244,18,226
GD,General Dynamics Corp,"2,170","2,468","4,638",19,244,114,130
BTUUQ,Peabody Energy Corp,"3,687",948,"4,635",19,244,194,50
KBH,KB Home,"2,468","2,152","4,620",19,243,130,113
BOX,Box Inc,"3,962",642,"4,604",19,242,209,34
CHL,China Mobile Ltd,"3,728",876,"4,604",19,242,196,46
SSTK,Shutterstock Inc,724,"3,856","4,580",19,241,38,203
UL,Unilever PLC,"3,959",618,"4,577",19,241,208,33
TRP,TransCanada Corp,"4,274",294,"4,568",19,240,225,15
NUS,Nu Skin Enterprises Inc,"1,851","2,702","4,553",19,240,97,142
IR,Ingersoll-Rand PLC,"3,488","1,048","4,536",19,239,184,55
TROW,T Rowe Price Group Inc,"1,159","3,374","4,533",19,239,61,178
PENN,Penn National Gaming Inc,"4,338",190,"4,528",19,238,228,10
SWIR,Sierra Wireless Inc,"3,775",734,"4,509",19,237,199,39
DYN,Dynegy Inc,"3,667",841,"4,508",19,237,193,44
ABEO,Abeona Therapeutics Inc,"4,393",110,"4,503",19,237,231,6
SE,Spectra Energy Corp,"3,164","1,336","4,500",19,237,167,70
BK,Bank of New York Mellon Corp/The,"2,574","1,885","4,459",19,235,135,99
AGO,Assured Guaranty Ltd,"2,243","2,208","4,451",19,234,118,116
AU,AngloGold Ashanti Ltd,"2,790","1,613","4,403",19,232,147,85
VNR,Vanguard Natural Resources LLC,"3,534",858,"4,392",19,231,186,45
SPLS,Staples Inc,"3,384","1,004","4,388",19,231,178,53
COHU,Cohu Inc,276,"4,105","4,381",19,231,15,216
ADSK,Autodesk Inc,"2,368","1,968","4,336",19,228,125,104
WEN,Wendy's Co/The,"3,585",740,"4,325",19,228,189,39
SXCP,SunCoke Energy Partners LP,"3,632",690,"4,322",19,227,191,36
EXPR,Express Inc,"4,020",285,"4,305",19,227,212,15
JACK,Jack in the Box Inc,"1,740","2,565","4,305",19,227,92,135
SSYS,Stratasys Ltd,"3,096","1,197","4,293",19,226,163,63
PSO,Pearson PLC,"2,938","1,337","4,275",19,225,155,70
EW,Edwards Lifesciences Corp,"2,460","1,815","4,275",19,225,129,96
ASNA,Ascena Retail Group Inc,"2,856","1,418","4,274",19,225,150,75
FDC,First Data Corp,"2,487","1,762","4,249",19,224,131,93
SVU,SUPERVALU Inc,"3,866",366,"4,232",19,223,203,19
CSOD,Cornerstone OnDemand Inc,"3,361",861,"4,222",19,222,177,45
TDG,TransDigm Group Inc,"1,083","3,109","4,192",19,221,57,164
BIVV,Bioverativ Inc,"3,153","1,011","4,164",17,245,185,59
CAH,Cardinal Health Inc,"2,914","1,244","4,158",19,219,153,65
PLUG,Plug Power Inc,"3,811",346,"4,157",19,219,201,18
TRUE,TrueCar Inc,"3,574",579,"4,153",19,219,188,30
MPLX,MPLX LP,738,"3,393","4,131",19,217,39,179
IDCC,InterDigital Inc/PA,"2,608","1,510","4,118",19,217,137,79
SRCL,Stericycle Inc,"2,530","1,580","4,110",19,216,133,83
CPE,Callon Petroleum Co,"3,636",438,"4,074",19,214,191,23
STI,SunTrust Banks Inc,"2,996","1,046","4,042",19,213,158,55
ORIG,Ocean Rig UDW Inc,"3,042",986,"4,028",19,212,160,52
ANET,Arista Networks Inc,"2,210","1,798","4,008",19,211,116,95
RGLD,Royal Gold Inc,"1,801","2,183","3,984",19,210,95,115
AKAO,Achaogen Inc,"3,382",599,"3,981",19,210,178,32
INTU,Intuit Inc,"2,136","1,819","3,955",19,208,112,96
CDNS,Cadence Design Systems Inc,"2,817","1,131","3,948",19,208,148,60
LBTYA,Liberty Global PLC,"3,110",825,"3,935",19,207,164,43
XRX,Xerox Corp,"2,926",971,"3,897",19,205,154,51
NEE,NextEra Energy Inc,"3,002",886,"3,888",19,205,158,47
JUNO,Juno Therapeutics Inc,"2,622","1,244","3,866",19,203,138,65
IVZ,Invesco Ltd,"3,421",443,"3,864",19,203,180,23
BCS,Barclays PLC,"3,046",796,"3,842",19,202,160,42
YY,YY Inc,"3,165",672,"3,837",19,202,167,35
SXL,Sunoco Logistics Partners LP,"2,799","1,008","3,807",19,200,147,53
ICE,Intercontinental Exchange Inc,"2,153","1,652","3,805",19,200,113,87
EGO,Eldorado Gold Corp,"2,937",853,"3,790",19,199,155,45
MCK,McKesson Corp,"1,781","2,009","3,790",19,199,94,106
XON,Intrexon Corp,"2,527","1,261","3,788",19,199,133,66
URBN,Urban Outfitters Inc,"1,938","1,846","3,784",19,199,102,97
PIR,Pier 1 Imports Inc,440,"3,322","3,762",19,198,23,175
YRD,Yirendai Ltd,"2,381","1,378","3,759",19,198,125,73
SFM,Sprouts Farmers Market Inc,"2,271","1,488","3,759",19,198,120,78
SSRI,Silver Standard Resources Inc,"2,572","1,181","3,753",19,198,135,62
OLN,Olin Corp,"3,316",418,"3,734",19,197,175,22
NSTG,NanoString Technologies Inc,"1,818","1,916","3,734",19,197,96,101
CNC,Centene Corp,"1,114","2,605","3,719",19,196,59,137
INFY,Infosys Ltd,"1,205","2,487","3,692",19,194,63,131
ICPT,Intercept Pharmaceuticals Inc,"1,987","1,691","3,678",19,194,105,89
ED,Consolidated Edison Inc,"1,998","1,668","3,666",19,193,105,88
CRI,Carter's Inc,"2,737",927,"3,664",19,193,144,49
ENB,Enbridge Inc,"3,131",518,"3,649",19,192,165,27
PBF,PBF Energy Inc,"3,163",479,"3,642",19,192,166,25
BMRN,BioMarin Pharmaceutical Inc,"1,835","1,806","3,641",19,192,97,95
ALNY,Alnylam Pharmaceuticals Inc,"2,301","1,329","3,630",19,191,121,70
UVV,Universal Corp/VA,515,"3,106","3,621",19,191,27,163
TRVN,Trevena Inc,"2,115","1,495","3,610",19,190,111,79
H,Hyatt Hotels Corp,"1,712","1,894","3,606",19,190,90,100
SNY,Sanofi,"2,241","1,348","3,589",19,189,118,71
LM,Legg Mason Inc,"2,723",862,"3,585",19,189,143,45
CHRW,CH Robinson Worldwide Inc,"2,921",659,"3,580",19,188,154,35
TEF,Telefonica SA,"3,052",527,"3,579",19,188,161,28
ATHN,athenahealth Inc,"1,649","1,925","3,574",19,188,87,101
BLUE,Bluebird Bio Inc,"2,324","1,249","3,573",19,188,122,66
RMBS,Rambus Inc,"2,505","1,065","3,570",19,188,132,56
MTZ,MasTec Inc,"1,186","2,354","3,540",19,186,62,124
CCK,Crown Holdings Inc,"3,228",303,"3,531",19,186,170,16
EXP,Eagle Materials Inc,"2,875",655,"3,530",19,186,151,34
WM,Waste Management Inc,"2,280","1,244","3,524",19,185,120,65
NXST,Nexstar Media Group Inc,"3,226",292,"3,518",19,185,170,15
MGA,Magna International Inc,"2,935",578,"3,513",19,185,154,30
CRAY,Cray Inc,"1,490","2,011","3,501",19,184,78,106
TTS,Tile Shop Holdings Inc,"1,959","1,516","3,475",19,183,103,80
CAKE,Cheesecake Factory Inc/The,811,"2,646","3,457",19,182,43,139
ZTS,Zoetis Inc,"1,832","1,613","3,445",19,181,96,85
PE,Parsley Energy Inc,"1,837","1,606","3,443",19,181,97,85
FSC,Fifth Street Finance Corp,"2,758",678,"3,436",19,181,145,36
HBAN,Huntington Bancshares Inc/OH,"2,676",750,"3,426",19,180,141,39
PAH,Platform Specialty Products Corp,"3,116",309,"3,425",19,180,164,16
PIP,PharmAthene Inc,"1,201","2,200","3,401",19,179,63,116
VMC,Vulcan Materials Co,"1,769","1,627","3,396",19,179,93,86
CVI,CVR Energy Inc,"2,767",628,"3,395",19,179,146,33
TXMD,TherapeuticsMD Inc,"2,244","1,149","3,393",19,179,118,60
WSM,Williams-Sonoma Inc,"2,573",808,"3,381",19,178,135,43
AXL,American Axle & Manufacturing Holdings Inc,868,"2,508","3,376",19,178,46,132
WUBA,58.com Inc,"2,113","1,257","3,370",19,177,111,66
CENX,Century Aluminum Co,"1,985","1,385","3,370",19,177,104,73
LFC,China Life Insurance Co Ltd,"2,530",821,"3,351",19,176,133,43
GIMO,Gigamon Inc,"1,903","1,432","3,335",19,176,100,75
TRN,Trinity Industries Inc,"2,384",949,"3,333",19,175,125,50
JKS,JinkoSolar Holding Co Ltd,"2,501",813,"3,314",19,174,132,43
AMRN,Amarin Corp PLC,"3,198",112,"3,310",19,174,168,6
VTR,Ventas Inc,"2,385",918,"3,303",19,174,126,48
SAND,Sandstorm Gold Ltd,"2,811",491,"3,302",19,174,148,26
CIM,Chimera Investment Corp,"2,652",650,"3,302",19,174,140,34
SBGL,Sibanye Gold Ltd,"1,335","1,962","3,297",19,174,70,103
AFL,Aflac Inc,"1,610","1,683","3,293",19,173,85,89
GDDY,GoDaddy Inc,"1,797","1,494","3,291",19,173,95,79
CMS,CMS Energy Corp,"2,971",313,"3,284",19,173,156,16
NOW,ServiceNow Inc,"1,321","1,956","3,277",19,172,70,103
CTAS,Cintas Corp,"3,240",17,"3,257",19,171,171,1
PII,Polaris Industries Inc,"2,153","1,090","3,243",19,171,113,57
ROST,Ross Stores Inc,"1,427","1,813","3,240",19,171,75,95
ALB,Albemarle Corp,"2,169","1,066","3,235",19,170,114,56
SWC,Stillwater Mining Co,"2,956",278,"3,234",19,170,156,15
TRCO,Tribune Media Co,"2,970",251,"3,221",19,170,156,13
DXCM,DexCom Inc,"2,518",697,"3,215",19,169,133,37
POST,Post Holdings Inc,"2,061","1,152","3,213",19,169,108,61
HDP,Hortonworks Inc,"1,501","1,710","3,211",19,169,79,90
SSW,Seaspan Corp,529,"2,664","3,193",19,168,28,140
EQIX,Equinix Inc,"1,647","1,543","3,190",19,168,87,81
WETF,WisdomTree Investments Inc,"1,295","1,888","3,183",19,168,68,99
NRZ,New Residential Investment Corp,"1,306","1,875","3,181",19,167,69,99
TGNA,TEGNA Inc,"3,107",71,"3,178",19,167,164,4
CPN,Calpine Corp,"2,732",446,"3,178",19,167,144,23
GTN,Gray Television Inc,"2,227",933,"3,160",19,166,117,49
CAG,Conagra Brands Inc,"2,988",168,"3,156",19,166,157,9
SEDG,SolarEdge Technologies Inc,"1,289","1,865","3,154",19,166,68,98
PI,Impinj Inc,"2,057","1,096","3,153",19,166,108,58
ELLI,Ellie Mae Inc,"1,546","1,602","3,148",19,166,81,84
HUBS,HubSpot Inc,"1,030","2,111","3,141",19,165,54,111
BOFI,BofI Holding Inc,"1,452","1,680","3,132",19,165,76,88
STRP,Straight Path Communications Inc,"2,208",918,"3,126",19,165,116,48
IAG,IAMGOLD Corp,"2,178",929,"3,107",19,164,115,49
LE,Lands' End Inc,"1,282","1,807","3,089",19,163,67,95
A,Agilent Technologies Inc,"1,849","1,238","3,087",19,162,97,65
UAN,CVR Partners LP,"1,426","1,653","3,079",19,162,75,87
GIL,Gildan Activewear Inc,185,"2,888","3,073",19,162,10,152
CP,Canadian Pacific Railway Ltd,"1,621","1,451","3,072",19,162,85,76
AVXL,Anavex Life Sciences Corp,"2,225",845,"3,070",19,162,117,44
CMRE,Costamare Inc,"2,323",743,"3,066",19,161,122,39
BRS,Bristow Group Inc,630,"2,424","3,054",19,161,33,128
BEN,Franklin Resources Inc,"2,520",527,"3,047",19,160,133,28
ALK,Alaska Air Group Inc,"1,606","1,417","3,023",19,159,85,75
BG,Bunge Ltd,"2,288",731,"3,019",19,159,120,38
VUZI,Vuzix Corp,"1,878","1,132","3,010",19,158,99,60
OREX,Orexigen Therapeutics Inc,"2,173",830,"3,003",19,158,114,44
CRZO,Carrizo Oil & Gas Inc,"2,178",820,"2,998",19,158,115,43
TK,Teekay Corp,"1,706","1,292","2,998",19,158,90,68
O,Realty Income Corp,"1,170","1,822","2,992",19,157,62,96
MELI,MercadoLibre Inc,"1,619","1,359","2,978",19,157,85,72
NAV,Navistar International Corp,775,"2,199","2,974",19,157,41,116
DEPO,Depomed Inc,"2,020",947,"2,967",19,156,106,50
