Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV
IBM,International Business Machines Corp,"50,569","37,636","88,205",19,"4,642","2,662","1,981"
GOOG,Alphabet Inc,"50,749","37,245","87,994",19,"4,631","2,671","1,960"
UPS,United Parcel Service Inc,"43,794","43,080","86,874",19,"4,572","2,305","2,267"
AMGN,Amgen Inc,"47,182","38,026","85,208",19,"4,485","2,483","2,001"
CMG,Chipotle Mexican Grill Inc,"43,310","41,795","85,105",19,"4,479","2,279","2,200"
CVS,CVS Health Corp,"45,131","39,685","84,816",19,"4,464","2,375","2,089"
AGN,Allergan PLC,"53,555","30,025","83,580",19,"4,399","2,819","1,580"
MDLZ,Mondelez International Inc,"45,248","36,964","82,212",19,"4,327","2,381","1,945"
AIG,American International Group Inc,"48,340","33,572","81,912",19,"4,311","2,544","1,767"
NKE,NIKE Inc,"55,606","25,244","80,850",19,"4,255","2,927","1,329"
BA,Boeing Co/The,"41,135","39,709","80,844",19,"4,255","2,165","2,090"
JD,JD.com Inc,"70,474","10,254","80,728",19,"4,249","3,709",540
WFM,Whole Foods Market Inc,"43,510","36,549","80,059",19,"4,214","2,290","1,924"
BIDU,Baidu Inc,"49,436","30,553","79,989",19,"4,210","2,602","1,608"
ORCL,Oracle Corp,"51,964","26,422","78,386",19,"4,126","2,735","1,391"
DAL,Delta Air Lines Inc,"50,289","27,006","77,295",19,"4,068","2,647","1,421"
COP,ConocoPhillips,"56,167","18,143","74,310",19,"3,911","2,956",955
MCD,McDonald's Corp,"53,377","19,811","73,188",19,"3,852","2,809","1,043"
MS,Morgan Stanley,"41,524","29,021","70,545",19,"3,713","2,185","1,527"
GPRO,GoPro Inc,"32,592","37,054","69,646",19,"3,666","1,715","1,950"
MRK,Merck & Co Inc,"48,203","20,346","68,549",19,"3,608","2,537","1,071"
CSX,CSX Corp,"36,718","31,328","68,046",19,"3,581","1,933","1,649"
ABBV,AbbVie Inc,"45,816","21,798","67,614",19,"3,559","2,411","1,147"
KMI,Kinder Morgan Inc/DE,"48,220","15,566","63,786",19,"3,357","2,538",819
TWLO,Twilio Inc,"45,281","17,865","63,146",19,"3,323","2,383",940
RIG,Transocean Ltd,"39,864","23,071","62,935",19,"3,312","2,098","1,214"
WDC,Western Digital Corp,"35,326","26,069","61,395",19,"3,231","1,859","1,372"
FEYE,FireEye Inc,"47,112","14,012","61,124",19,"3,217","2,480",737
WYNN,Wynn Resorts Ltd,"30,684","29,493","60,177",19,"3,167","1,615","1,552"
PAY,VeriFone Systems Inc,"58,371","1,093","59,464",19,"3,130","3,072",58
AMAT,Applied Materials Inc,"42,139","16,556","58,695",19,"3,089","2,218",871
FDX,FedEx Corp,"28,823","28,948","57,771",19,"3,041","1,517","1,524"
MRO,Marathon Oil Corp,"48,462","9,250","57,712",19,"3,037","2,551",487
BP,BP PLC,"37,620","18,710","56,330",19,"2,965","1,980",985
FIT,Fitbit Inc,"32,267","23,152","55,419",19,"2,917","1,698","1,219"
CMCSA,Comcast Corp,"41,243","13,939","55,182",19,"2,904","2,171",734
PBR,Petroleo Brasileiro SA,"30,131","24,722","54,853",19,"2,887","1,586","1,301"
PG,Procter & Gamble Co/The,"33,306","20,322","53,628",19,"2,823","1,753","1,070"
TMUS,T-Mobile US Inc,"35,415","16,770","52,185",19,"2,747","1,864",883
DB,Deutsche Bank AG,"25,663","26,360","52,023",19,"2,738","1,351","1,387"
DE,Deere & Co,"28,261","23,556","51,817",19,"2,727","1,487","1,240"
LVS,Las Vegas Sands Corp,"27,105","24,179","51,284",19,"2,699","1,427","1,273"
LOW,Lowe's Cos Inc,"36,810","14,457","51,267",19,"2,698","1,937",761
P,Pandora Media Inc,"33,245","17,879","51,124",19,"2,691","1,750",941
MBLY,Mobileye NV,"32,660","18,137","50,797",19,"2,674","1,719",955
SLW,Silver Wheaton Corp,"34,620","16,093","50,713",19,"2,669","1,822",847
NEM,Newmont Mining Corp,"27,300","22,858","50,158",19,"2,640","1,437","1,203"
FSLR,First Solar Inc,"34,691","14,865","49,556",19,"2,608","1,826",782
BBY,Best Buy Co Inc,"17,782","30,323","48,105",19,"2,532",936,"1,596"
GG,Goldcorp Inc,"30,549","17,026","47,575",19,"2,504","1,608",896
S,Sprint Corp,"24,828","22,197","47,025",19,"2,475","1,307","1,168"
HPE,Hewlett Packard Enterprise Co,"29,426","17,425","46,851",19,"2,466","1,549",917
SIRI,Sirius XM Holdings Inc,"39,182","7,628","46,810",19,"2,464","2,062",401
COST,Costco Wholesale Corp,"24,973","21,648","46,621",19,"2,454","1,314","1,139"
SLB,Schlumberger Ltd,"25,560","20,614","46,174",19,"2,430","1,345","1,085"
APC,Anadarko Petroleum Corp,"31,173","14,084","45,257",19,"2,382","1,641",741
HAL,Halliburton Co,"20,191","24,138","44,329",19,"2,333","1,063","1,270"
UAL,United Continental Holdings Inc,"25,978","18,205","44,183",19,"2,325","1,367",958
GRPN,Groupon Inc,"34,317","9,635","43,952",19,"2,313","1,806",507
SWN,Southwestern Energy Co,"32,124","11,065","43,189",19,"2,273","1,691",582
SAN,Banco Santander SA,"20,971","22,164","43,135",19,"2,270","1,104","1,167"
UAA,Under Armour Inc,"25,540","17,567","43,107",19,"2,269","1,344",925
YELP,Yelp Inc,"22,449","19,570","42,019",19,"2,212","1,182","1,030"
WFT,Weatherford International PLC,"32,183","9,399","41,582",19,"2,189","1,694",495
AXP,American Express Co,"17,646","23,580","41,226",19,"2,170",929,"1,241"
SHLD,Sears Holdings Corp,"15,979","25,002","40,981",19,"2,157",841,"1,316"
MET,MetLife Inc,"22,822","17,137","39,959",19,"2,103","1,201",902
MYL,Mylan NV,"27,234","11,362","38,596",19,"2,031","1,433",598
EXPE,Expedia Inc,"14,192","24,072","38,264",19,"2,014",747,"1,267"
EBAY,eBay Inc,"23,454","14,620","38,074",19,"2,004","1,234",769
HPQ,HP Inc,"20,630","17,006","37,636",19,"1,981","1,086",895
GPS,Gap Inc/The,"22,117","15,315","37,432",19,"1,970","1,164",806
NTES,NetEase Inc,"23,595","13,638","37,233",19,"1,960","1,242",718
TECK,Teck Resources Ltd,"20,950","15,999","36,949",19,"1,945","1,103",842
CL,Colgate-Palmolive Co,"32,105","4,793","36,898",19,"1,942","1,690",252
AXDX,Accelerate Diagnostics Inc,"1,841","34,782","36,623",19,"1,928",97,"1,831"
HLF,Herbalife Ltd,"13,430","22,833","36,263",19,"1,909",707,"1,202"
APA,Apache Corp,"22,937","13,067","36,004",19,"1,895","1,207",688
YHOO,Yahoo! Inc,"25,974","9,716","35,690",19,"1,878","1,367",511
UNP,Union Pacific Corp,"23,129","11,872","35,001",19,"1,842","1,217",625
AA,Alcoa Corp,"27,026","7,800","34,826",19,"1,833","1,422",411
VLO,Valero Energy Corp,"18,082","16,671","34,753",19,"1,829",952,877
ETE,Energy Transfer Equity LP,"25,458","9,178","34,636",19,"1,823","1,340",483
UNH,UnitedHealth Group Inc,"18,076","16,391","34,467",19,"1,814",951,863
BX,Blackstone Group LP/The,"23,110","10,879","33,989",19,"1,789","1,216",573
WBA,Walgreens Boots Alliance Inc,"20,332","13,558","33,890",19,"1,784","1,070",714
KHC,Kraft Heinz Co/The,"21,813","11,836","33,649",19,"1,771","1,148",623
MA,Mastercard Inc,"20,659","12,959","33,618",19,"1,769","1,087",682
KORS,Michael Kors Holdings Ltd,"14,370","18,607","32,977",19,"1,736",756,979
USB,US Bancorp,"15,930","16,988","32,918",19,"1,733",838,894
HUM,Humana Inc,"18,910","13,097","32,007",19,"1,685",995,689
SQ,Square Inc,"17,951","13,600","31,551",19,"1,661",945,716
MO,Altria Group Inc,"20,741","10,375","31,116",19,"1,638","1,092",546
TSL,Trina Solar Ltd,"15,844","14,855","30,699",19,"1,616",834,782
HBI,Hanesbrands Inc,"14,295","16,373","30,668",19,"1,614",752,862
CF,CF Industries Holdings Inc,"18,540","12,120","30,660",19,"1,614",976,638
PEP,PepsiCo Inc,"18,910","11,604","30,514",19,"1,606",995,611
SDRL,Seadrill Ltd,"16,084","14,427","30,511",19,"1,606",847,759
REGN,Regeneron Pharmaceuticals Inc,"14,895","15,529","30,424",19,"1,601",784,817
STX,Seagate Technology PLC,"17,839","12,041","29,880",19,"1,573",939,634
MOS,Mosaic Co/The,"15,976","13,862","29,838",19,"1,570",841,730
OXY,Occidental Petroleum Corp,"19,086","10,637","29,723",19,"1,564","1,005",560
QVCA,Liberty Interactive Corp QVC Group,"29,029",475,"29,504",19,"1,553","1,528",25
MJN,Mead Johnson Nutrition Co,"20,555","8,824","29,379",19,"1,546","1,082",464
SWKS,Skyworks Solutions Inc,"14,961","13,936","28,897",19,"1,521",787,733
PYPL,PayPal Holdings Inc,"19,106","9,751","28,857",19,"1,519","1,006",513
LLY,Eli Lilly & Co,"22,075","6,754","28,829",19,"1,517","1,162",355
OCLR,Oclaro Inc,"21,889","6,170","28,059",19,"1,477","1,152",325
LULU,Lululemon Athletica Inc,"14,258","13,594","27,852",19,"1,466",750,715
AKAM,Akamai Technologies Inc,"13,976","13,830","27,806",19,"1,463",736,728
GNC,GNC Holdings Inc,"8,308","19,250","27,558",19,"1,450",437,"1,013"
ULTA,Ulta Beauty Inc,"15,029","12,377","27,406",19,"1,442",791,651
UA,Under Armour Inc,"18,300","8,966","27,266",19,"1,435",963,472
PANW,Palo Alto Networks Inc,"14,241","12,973","27,214",19,"1,432",750,683
MPC,Marathon Petroleum Corp,"13,509","13,553","27,062",19,"1,424",711,713
TWX,Time Warner Inc,"9,314","17,687","27,001",19,"1,421",490,931
WLL,Whiting Petroleum Corp,"18,743","7,448","26,191",19,"1,378",986,392
MAT,Mattel Inc,"20,045","6,059","26,104",19,"1,374","1,055",319
AVGO,Broadcom Ltd,"15,486","10,613","26,099",19,"1,374",815,559
LUV,Southwest Airlines Co,"19,717","6,352","26,069",19,"1,372","1,038",334
Q,Quintiles IMS Holdings Inc,248,"25,425","25,673",19,"1,351",13,"1,338"
NAK,Northern Dynasty Minerals Ltd,"13,543","12,112","25,655",19,"1,350",713,637
DVN,Devon Energy Corp,"17,198","8,427","25,625",19,"1,349",905,444
MT,ArcelorMittal,"21,206","4,290","25,496",19,"1,342","1,116",226
EOG,EOG Resources Inc,"15,654","9,738","25,392",19,"1,336",824,513
DOW,Dow Chemical Co/The,"17,953","7,207","25,160",19,"1,324",945,379
TSO,Tesoro Corp,"13,870","11,210","25,080",19,"1,320",730,590
HSBC,HSBC Holdings PLC,"13,769","11,289","25,058",19,"1,319",725,594
EA,Electronic Arts Inc,"14,550","10,307","24,857",19,"1,308",766,542
TRIP,TripAdvisor Inc,"9,165","15,382","24,547",19,"1,292",482,810
KR,Kroger Co/The,"6,477","18,021","24,498",19,"1,289",341,948
ABT,Abbott Laboratories,"15,779","8,640","24,419",19,"1,285",830,455
CTRP,Ctrip.com International Ltd,"18,096","6,268","24,364",19,"1,282",952,330
AEM,Agnico Eagle Mines Ltd,"19,136","5,121","24,257",19,"1,277","1,007",270
PM,Philip Morris International Inc,"14,245","9,984","24,229",19,"1,275",750,525
YUM,Yum! Brands Inc,"14,215","9,787","24,002",19,"1,263",748,515
ARNC,Arconic Inc,"12,827","11,129","23,956",19,"1,261",675,586
AUY,Yamana Gold Inc,"19,601","4,303","23,904",19,"1,258","1,032",226
HON,Honeywell International Inc,"19,166","4,392","23,558",19,"1,240","1,009",231
JWN,Nordstrom Inc,"12,013","11,210","23,223",19,"1,222",632,590
CAR,Avis Budget Group Inc,"1,741","21,371","23,112",19,"1,216",92,"1,125"
FTR,Frontier Communications Corp,"18,542","4,529","23,071",19,"1,214",976,238
CTSH,Cognizant Technology Solutions Corp,"15,505","7,532","23,037",19,"1,212",816,396
ACIA,Acacia Communications Inc,"14,811","7,902","22,713",19,"1,195",780,416
DLTR,Dollar Tree Inc,"12,198","10,298","22,496",19,"1,184",642,542
HTZ,Hertz Global Holdings Inc,"10,136","12,349","22,485",19,"1,183",533,650
CRUS,Cirrus Logic Inc,"12,026","10,216","22,242",19,"1,171",633,538
AMBA,Ambarella Inc,"13,941","8,224","22,165",19,"1,167",734,433
LB,L Brands Inc,"15,605","6,334","21,939",19,"1,155",821,333
ANF,Abercrombie & Fitch Co,"8,867","12,736","21,603",19,"1,137",467,670
RIO,Rio Tinto PLC,"16,671","4,725","21,396",19,"1,126",877,249
ACAD,ACADIA Pharmaceuticals Inc,"14,250","7,059","21,309",19,"1,122",750,372
COG,Cabot Oil & Gas Corp,"17,026","4,080","21,106",19,"1,111",896,215
BIIB,Biogen Inc,"9,510","11,536","21,046",19,"1,108",501,607
HES,Hess Corp,"13,431","7,590","21,021",19,"1,106",707,399
NTAP,NetApp Inc,"10,945","9,931","20,876",19,"1,099",576,523
BSX,Boston Scientific Corp,"15,779","4,898","20,677",19,"1,088",830,258
NUAN,Nuance Communications Inc,"9,557","11,046","20,603",19,"1,084",503,581
MAS,Masco Corp,"19,506",850,"20,356",19,"1,071","1,027",45
MDT,Medtronic PLC,"13,608","6,648","20,256",19,"1,066",716,350
KSS,Kohl's Corp,"6,487","13,734","20,221",19,"1,064",341,723
AET,Aetna Inc,"14,260","5,958","20,218",19,"1,064",751,314
RL,Ralph Lauren Corp,"10,684","9,505","20,189",19,"1,063",562,500
D,Dominion Resources Inc/VA,"9,567","10,189","19,756",19,"1,040",504,536
URI,United Rentals Inc,"9,705","9,907","19,612",19,"1,032",511,521
K,Kellogg Co,"13,391","6,130","19,521",19,"1,027",705,323
SYMC,Symantec Corp,"13,637","5,706","19,343",19,"1,018",718,300
GSK,GlaxoSmithKline PLC,"8,607","10,671","19,278",19,"1,015",453,562
SKX,Skechers U.S.A. Inc,"6,873","12,374","19,247",19,"1,013",362,651
BCRX,BioCryst Pharmaceuticals Inc,"12,081","7,142","19,223",19,"1,012",636,376
COF,Capital One Financial Corp,"9,402","9,783","19,185",19,"1,010",495,515
GME,GameStop Corp,"8,935","10,190","19,125",19,"1,007",470,536
LC,LendingClub Corp,"9,059","10,026","19,085",19,"1,004",477,528
POT,Potash Corp of Saskatchewan Inc,"12,886","6,189","19,075",19,"1,004",678,326
NE,Noble Corp plc,"11,662","7,339","19,001",19,"1,000",614,386
VFC,VF Corp,"10,531","8,453","18,984",19,999,554,445
STZ,Constellation Brands Inc,"11,837","7,128","18,965",19,998,623,375
SIG,Signet Jewelers Ltd,"3,334","15,614","18,948",19,997,175,822
WU,Western Union Co/The,"15,260","3,612","18,872",19,993,803,190
NUE,Nucor Corp,"8,271","10,596","18,867",19,993,435,558
SCHW,Charles Schwab Corp/The,"6,716","12,092","18,808",19,990,353,636
DDD,3D Systems Corp,"13,774","5,002","18,776",19,988,725,263
ALXN,Alexion Pharmaceuticals Inc,"9,324","9,443","18,767",19,988,491,497
BBRY,BlackBerry Ltd,"8,909","9,803","18,712",19,985,469,516
GLW,Corning Inc,"11,504","7,165","18,669",19,983,605,377
RH,RH,"11,532","7,011","18,543",19,976,607,369
FNSR,Finisar Corp,"8,719","9,792","18,511",19,974,459,515
ETFC,E*TRADE Financial Corp,"6,377","11,986","18,363",19,966,336,631
ALR,Alere Inc,654,"17,636","18,290",19,963,34,928
DG,Dollar General Corp,"8,704","9,458","18,162",19,956,458,498
GIS,General Mills Inc,"13,589","4,426","18,015",19,948,715,233
AG,First Majestic Silver Corp,"12,816","5,066","17,882",19,941,675,267
AZN,AstraZeneca PLC,"14,523","3,293","17,816",19,938,764,173
CX,Cemex SAB de CV,"13,481","4,305","17,786",19,936,710,227
UTX,United Technologies Corp,"14,567","3,149","17,716",19,932,767,166
ESRX,Express Scripts Holding Co,"8,898","8,811","17,709",19,932,468,464
SRPT,Sarepta Therapeutics Inc,"12,468","4,773","17,241",19,907,656,251
JBLU,JetBlue Airways Corp,"14,370","2,856","17,226",19,907,756,150
OPK,OPKO Health Inc,"11,044","6,169","17,213",19,906,581,325
TXN,Texas Instruments Inc,"9,407","7,771","17,178",19,904,495,409
FL,Foot Locker Inc,"6,831","10,328","17,159",19,903,360,544
CIEN,Ciena Corp,"15,178","1,924","17,102",19,900,799,101
SU,Suncor Energy Inc,"14,467","2,560","17,027",19,896,761,135
FOSL,Fossil Group Inc,"6,761","10,219","16,980",19,894,356,538
IP,International Paper Co,"12,303","4,666","16,969",19,893,648,246
SO,Southern Co/The,"6,878","9,894","16,772",19,883,362,521
HL,Hecla Mining Co,"13,633","3,057","16,690",19,878,718,161
RRC,Range Resources Corp,"8,995","7,594","16,589",19,873,473,400
MMM,3M Co,"8,651","7,925","16,576",19,872,455,417
WY,Weyerhaeuser Co,"14,275","2,228","16,503",19,869,751,117
MSI,Motorola Solutions Inc,"4,592","11,898","16,490",19,868,242,626
DKS,Dick's Sporting Goods Inc,"9,382","6,687","16,069",19,846,494,352
LNG,Cheniere Energy Inc,"10,168","5,900","16,068",19,846,535,311
BRKB,Berkshire Hathaway Inc,"9,103","6,660","15,763",19,830,479,351
LMT,Lockheed Martin Corp,"8,473","7,257","15,730",19,828,446,382
DISH,DISH Network Corp,"11,633","4,084","15,717",19,827,612,215
BKD,Brookdale Senior Living Inc,"7,982","7,735","15,717",19,827,420,407
PXD,Pioneer Natural Resources Co,"7,955","7,228","15,183",19,799,419,380
GSAT,Globalstar Inc,"12,529","2,284","14,813",19,780,659,120
EXEL,Exelixis Inc,"8,444","6,170","14,614",19,769,444,325
VOD,Vodafone Group PLC,"10,216","4,306","14,522",19,764,538,227
NOK,Nokia OYJ,"11,313","3,195","14,508",19,764,595,168
SM,SM Energy Co,"7,265","7,217","14,482",19,762,382,380
CY,Cypress Semiconductor Corp,"11,805","2,676","14,481",19,762,621,141
SYT,Syngenta AG,"9,670","4,708","14,378",19,757,509,248
NRG,NRG Energy Inc,"9,879","4,423","14,302",19,753,520,233
MTG,MGIC Investment Corp,"7,617","6,598","14,215",19,748,401,347
FITB,Fifth Third Bancorp,"2,717","11,475","14,192",19,747,143,604
OCN,Ocwen Financial Corp,"11,647","2,485","14,132",19,744,613,131
NAT,Nordic American Tankers Ltd,"2,524","11,521","14,045",19,739,133,606
ENDP,Endo International PLC,"8,811","5,210","14,021",19,738,464,274
GT,Goodyear Tire & Rubber Co/The,"7,726","6,208","13,934",19,733,407,327
WB,Weibo Corp,"9,481","4,273","13,754",19,724,499,225
VIAB,Viacom Inc,"9,200","4,533","13,733",19,723,484,239
PSX,Phillips 66,"7,917","5,799","13,716",19,722,417,305
WTW,Weight Watchers International Inc,"7,292","6,212","13,504",19,711,384,327
STM,STMicroelectronics NV,"12,031","1,450","13,481",19,710,633,76
CCJ,Cameco Corp,"8,814","4,608","13,422",19,706,464,243
NGD,New Gold Inc,"9,327","4,016","13,343",19,702,491,211
CBI,Chicago Bridge & Iron Co NV,"6,089","7,181","13,270",19,698,320,378
AVP,Avon Products Inc,"6,230","6,958","13,188",19,694,328,366
CAB,Cabela's Inc,"4,811","8,277","13,088",19,689,253,436
HIMX,Himax Technologies Inc,"9,844","3,139","12,983",19,683,518,165
KGC,Kinross Gold Corp,"10,267","2,596","12,863",19,677,540,137
TPX,Tempur Sealy International Inc,"8,593","4,138","12,731",19,670,452,218
GRMN,Garmin Ltd,"6,847","5,827","12,674",19,667,360,307
JNPR,Juniper Networks Inc,"6,507","5,991","12,498",19,658,342,315
RF,Regions Financial Corp,"10,616","1,839","12,455",19,656,559,97
AAP,Advance Auto Parts Inc,"9,570","2,838","12,408",19,653,504,149
TIF,Tiffany & Co,"6,493","5,791","12,284",19,647,342,305
MNST,Monster Beverage Corp,"7,899","4,207","12,106",19,637,416,221
WMB,Williams Cos Inc/The,"7,831","4,272","12,103",19,637,412,225
ADM,Archer-Daniels-Midland Co,"7,815","4,256","12,071",19,635,411,224
CTL,CenturyLink Inc,"7,789","4,280","12,069",19,635,410,225
WDAY,Workday Inc,"5,372","6,674","12,046",19,634,283,351
KMB,Kimberly-Clark Corp,"8,411","3,630","12,041",19,634,443,191
SJM,JM Smucker Co/The,"7,337","4,685","12,022",19,633,386,247
CSIQ,Canadian Solar Inc,"6,523","5,468","11,991",19,631,343,288
ALLY,Ally Financial Inc,"9,619","2,321","11,940",19,628,506,122
ARRY,Array BioPharma Inc,"5,397","6,530","11,927",19,628,284,344
SGYP,Synergy Pharmaceuticals Inc,"6,798","5,113","11,911",19,627,358,269
KATE,Kate Spade & Co,"9,270","2,627","11,897",19,626,488,138
SPWR,SunPower Corp,"9,142","2,730","11,872",19,625,481,144
EXC,Exelon Corp,"10,368","1,477","11,845",19,623,546,78
EPD,Enterprise Products Partners LP,"5,011","6,682","11,693",19,615,264,352
TJX,TJX Cos Inc/The,"5,406","6,281","11,687",19,615,285,331
MRVL,Marvell Technology Group Ltd,"8,696","2,975","11,671",19,614,458,157
INFN,Infinera Corp,"4,573","6,979","11,552",19,608,241,367
CREE,Cree Inc,"8,921","2,625","11,546",19,608,470,138
PNRA,Panera Bread Co,"6,123","5,365","11,488",19,605,322,282
LJPC,La Jolla Pharmaceutical Co,"4,119","7,364","11,483",19,604,217,388
BWLD,Buffalo Wild Wings Inc,"6,236","5,029","11,265",19,593,328,265
UN,Unilever NV,"8,507","2,747","11,254",19,592,448,145
ARCC,Ares Capital Corp,"10,602",550,"11,152",19,587,558,29
ETP,Energy Transfer Partners LP,"8,753","2,399","11,152",19,587,461,126
TOL,Toll Brothers Inc,"5,793","5,314","11,107",19,585,305,280
TSRO,TESARO Inc,"3,584","7,355","10,939",19,576,189,387
PRU,Prudential Financial Inc,"7,558","3,367","10,925",19,575,398,177
AMT,American Tower Corp,"7,485","3,412","10,897",19,574,394,180
DO,Diamond Offshore Drilling Inc,"5,668","5,174","10,842",19,571,298,272
OLED,Universal Display Corp,"6,941","3,898","10,839",19,570,365,205
XLNX,Xilinx Inc,"6,223","4,554","10,777",19,567,328,240
SN,Sanchez Energy Corp,"8,682","2,045","10,727",19,565,457,108
EMR,Emerson Electric Co,"6,680","4,041","10,721",19,564,352,213
ADBE,Adobe Systems Inc,"5,815","4,794","10,609",19,558,306,252
DECK,Deckers Outdoor Corp,"4,334","6,263","10,597",19,558,228,330
HAWK,Blackhawk Network Holdings Inc,"5,309","5,165","10,474",19,551,279,272
AZO,AutoZone Inc,"5,107","5,359","10,466",19,551,269,282
CDE,Coeur Mining Inc,"7,214","3,209","10,423",19,549,380,169
FRED,Fred's Inc,"9,116","1,237","10,353",19,545,480,65
ZNGA,Zynga Inc,"7,727","2,590","10,317",19,543,407,136
NOV,National Oilwell Varco Inc,"6,627","3,682","10,309",19,543,349,194
SUN,Sunoco LP,"5,328","4,979","10,307",19,542,280,262
PGR,Progressive Corp/The,496,"9,801","10,297",19,542,26,516
CERN,Cerner Corp,"3,526","6,614","10,140",19,534,186,348
CMI,Cummins Inc,"4,894","5,121","10,015",19,527,258,270
