Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV
FIT,Fitbit Inc,"23,076","12,926","36,002",23,"1,565","1,003",562
SIRI,Sirius XM Holdings Inc,"26,193","9,642","35,835",23,"1,558","1,139",419
SDRL,Seadrill Ltd,"18,096","17,507","35,603",23,"1,548",787,761
EBAY,eBay Inc,"20,844","14,467","35,311",23,"1,535",906,629
ADBE,Adobe Systems Inc,"17,765","17,294","35,059",23,"1,524",772,752
GPS,Gap Inc/The,"21,202","13,822","35,024",23,"1,523",922,601
ALXN,Alexion Pharmaceuticals Inc,"22,186","12,809","34,995",23,"1,522",965,557
JBLU,JetBlue Airways Corp,"29,206","4,912","34,118",23,"1,483","1,270",214
FSLR,First Solar Inc,"18,799","15,032","33,831",23,"1,471",817,654
UNH,UnitedHealth Group Inc,"17,408","16,386","33,794",23,"1,469",757,712
DE,Deere & Co,"21,469","11,596","33,065",23,"1,438",933,504
TECK,Teck Resources Ltd,"24,056","9,005","33,061",23,"1,437","1,046",392
BIIB,Biogen Inc,"15,516","17,435","32,951",23,"1,433",675,758
SWKS,Skyworks Solutions Inc,"14,928","17,876","32,804",23,"1,426",649,777
AMBA,Ambarella Inc,"18,513","12,449","30,962",23,"1,346",805,541
RH,RH,"17,808","13,032","30,840",23,"1,341",774,567
NE,Noble Corp plc,"23,250","7,416","30,666",23,"1,333","1,011",322
MOMO,Momo Inc,"20,933","9,553","30,486",23,"1,325",910,415
DLTR,Dollar Tree Inc,"19,116","11,180","30,296",23,"1,317",831,486
HPQ,HP Inc,"15,526","14,607","30,133",23,"1,310",675,635
PXD,Pioneer Natural Resources Co,"14,326","15,717","30,043",23,"1,306",623,683
ABT,Abbott Laboratories,"17,006","12,823","29,829",23,"1,297",739,558
APA,Apache Corp,"19,111","10,660","29,771",23,"1,294",831,463
ECA,Encana Corp,"24,007","5,428","29,435",23,"1,280","1,044",236
CF,CF Industries Holdings Inc,"13,408","16,003","29,411",23,"1,279",583,696
OPK,OPKO Health Inc,"17,613","11,769","29,382",23,"1,277",766,512
FNSR,Finisar Corp,"15,008","14,126","29,134",23,"1,267",653,614
RRC,Range Resources Corp,"13,549","15,535","29,084",23,"1,265",589,675
YPF,YPF SA,"20,100","8,913","29,013",23,"1,261",874,388
BUD,Anheuser-Busch InBev SA/NV,"23,210","5,768","28,978",23,"1,260","1,009",251
UNP,Union Pacific Corp,"13,193","15,368","28,561",23,"1,242",574,668
AFSI,AmTrust Financial Services Inc,"6,432","21,905","28,337",23,"1,232",280,952
RIO,Rio Tinto PLC,"8,482","19,778","28,260",23,"1,229",369,860
CY,Cypress Semiconductor Corp,"26,215","1,811","28,026",23,"1,219","1,140",79
BRKB,Berkshire Hathaway Inc,"16,326","11,555","27,881",23,"1,212",710,502
HLF,Herbalife Ltd,"9,464","18,222","27,686",23,"1,204",411,792
EOG,EOG Resources Inc,"16,411","10,433","26,844",23,"1,167",714,454
URBN,Urban Outfitters Inc,"10,470","16,103","26,573",23,"1,155",455,700
CFG,Citizens Financial Group Inc,"19,444","7,101","26,545",23,"1,154",845,309
TMUS,T-Mobile US Inc,"14,674","11,797","26,471",23,"1,151",638,513
HTZ,Hertz Global Holdings Inc,"11,201","15,045","26,246",23,"1,141",487,654
ETE,Energy Transfer Equity LP,"21,856","4,122","25,978",23,"1,129",950,179
CL,Colgate-Palmolive Co,"14,547","11,414","25,961",23,"1,129",632,496
WBA,Walgreens Boots Alliance Inc,"14,978","9,580","24,558",23,"1,068",651,417
HES,Hess Corp,"16,101","7,883","23,984",23,"1,043",700,343
VIPS,Vipshop Holdings Ltd,"21,858","2,087","23,945",23,"1,041",950,91
CRBP,Corbus Pharmaceuticals Holdings Inc,"15,302","8,475","23,777",23,"1,034",665,368
UTX,United Technologies Corp,"18,435","5,212","23,647",23,"1,028",802,227
GLW,Corning Inc,"14,434","8,624","23,058",23,"1,003",628,375
TSO,Tesoro Corp,"13,979","8,927","22,906",23,996,608,388
UA,Under Armour Inc,"12,112","10,556","22,668",23,986,527,459
TWX,Time Warner Inc,"11,734","10,901","22,635",23,984,510,474
PM,Philip Morris International Inc,"14,017","8,571","22,588",23,982,609,373
POT,Potash Corp of Saskatchewan Inc,"13,831","8,750","22,581",23,982,601,380
CP,Canadian Pacific Railway Ltd,"6,160","16,232","22,392",23,974,268,706
COH,Coach Inc,"16,673","5,601","22,274",23,968,725,244
PEP,PepsiCo Inc,"10,854","11,288","22,142",23,963,472,491
EXPE,Expedia Inc,"9,900","12,034","21,934",23,954,430,523
MNST,Monster Beverage Corp,"12,048","9,850","21,898",23,952,524,428
KSS,Kohl's Corp,"10,398","11,489","21,887",23,952,452,500
VIAB,Viacom Inc,"13,030","8,837","21,867",23,951,567,384
NBL,Noble Energy Inc,"19,328","2,319","21,647",23,941,840,101
MA,Mastercard Inc,"12,445","8,997","21,442",23,932,541,391
DG,Dollar General Corp,"10,792","10,617","21,409",23,931,469,462
URI,United Rentals Inc,"9,899","10,911","20,810",23,905,430,474
HON,Honeywell International Inc,"16,780","3,926","20,706",23,900,730,171
RHT,Red Hat Inc,"13,232","7,445","20,677",23,899,575,324
CTL,CenturyLink Inc,"15,477","5,121","20,598",23,896,673,223
OXY,Occidental Petroleum Corp,"11,744","8,783","20,527",23,892,511,382
COG,Cabot Oil & Gas Corp,"18,728","1,491","20,219",23,879,814,65
STZ,Constellation Brands Inc,"12,189","7,965","20,154",23,876,530,346
NUE,Nucor Corp,"10,428","9,493","19,921",23,866,453,413
MMM,3M Co,"6,465","13,305","19,770",23,860,281,578
HIMX,Himax Technologies Inc,"16,555","3,190","19,745",23,858,720,139
TRIP,TripAdvisor Inc,"8,553","11,172","19,725",23,858,372,486
CIE,Cobalt International Energy Inc,"12,406","7,301","19,707",23,857,539,317
RF,Regions Financial Corp,"16,861","2,765","19,626",23,853,733,120
NOK,Nokia OYJ,"16,382","3,082","19,464",23,846,712,134
LMT,Lockheed Martin Corp,"8,519","10,926","19,445",23,845,370,475
STM,STMicroelectronics NV,"17,229","2,189","19,418",23,844,749,95
SFM,Sprouts Farmers Market Inc,"16,450","2,951","19,401",23,844,715,128
COF,Capital One Financial Corp,"6,580","12,668","19,248",23,837,286,551
PHM,PulteGroup Inc,"9,421","9,495","18,916",23,822,410,413
MJN,Mead Johnson Nutrition Co,"16,475","2,374","18,849",23,820,716,103
ACN,Accenture PLC,"10,821","8,009","18,830",23,819,470,348
KMX,CarMax Inc,"14,164","4,642","18,806",23,818,616,202
PSX,Phillips 66,"9,942","8,773","18,715",23,814,432,381
COTY,Coty Inc,"4,440","14,235","18,675",23,812,193,619
DDD,3D Systems Corp,"10,135","8,242","18,377",23,799,441,358
TIF,Tiffany & Co,"9,847","8,496","18,343",23,798,428,369
CCL,Carnival Corp,"10,660","7,626","18,286",23,795,463,332
HSBC,HSBC Holdings PLC,"5,831","12,086","17,917",23,779,254,525
NSC,Norfolk Southern Corp,"10,853","6,975","17,828",23,775,472,303
KORS,Michael Kors Holdings Ltd,"8,932","8,812","17,744",23,771,388,383
HIG,Hartford Financial Services Group Inc/The,"13,483","4,239","17,722",23,771,586,184
DISH,DISH Network Corp,"10,995","6,683","17,678",23,769,478,291
CBS,CBS Corp,"8,593","9,070","17,663",23,768,374,394
AG,First Majestic Silver Corp,"11,697","5,848","17,545",23,763,509,254
ENDP,Endo International PLC,"11,944","5,552","17,496",23,761,519,241
SPG,Simon Property Group Inc,"9,336","8,084","17,420",23,757,406,351
KBH,KB Home,"6,901","10,456","17,357",23,755,300,455
KMB,Kimberly-Clark Corp,"13,528","3,739","17,267",23,751,588,163
JWN,Nordstrom Inc,"9,103","8,135","17,238",23,749,396,354
WTW,Weight Watchers International Inc,"8,899","8,226","17,125",23,745,387,358
AEM,Agnico Eagle Mines Ltd,"10,443","6,657","17,100",23,743,454,289
KITE,Kite Pharma Inc,"11,293","5,639","16,932",23,736,491,245
ALLY,Ally Financial Inc,"5,306","11,614","16,920",23,736,231,505
KANG,iKang Healthcare Group Inc,"9,656","7,200","16,856",23,733,420,313
SRPT,Sarepta Therapeutics Inc,"13,847","2,995","16,842",23,732,602,130
AUY,Yamana Gold Inc,"12,944","3,867","16,811",23,731,563,168
ESPR,Esperion Therapeutics Inc,"8,554","8,155","16,709",23,726,372,355
HAIN,Hain Celestial Group Inc/The,"11,937","4,713","16,650",23,724,519,205
SWFT,Swift Transportation Co,"16,104",545,"16,649",23,724,700,24
BTUUQ,Peabody Energy Corp,"6,495","10,033","16,528",23,719,282,436
AZN,AstraZeneca PLC,"14,849","1,649","16,498",23,717,646,72
MT,ArcelorMittal,"11,068","5,329","16,397",23,713,481,232
YELP,Yelp Inc,"12,660","3,631","16,291",23,708,550,158
VFC,VF Corp,"4,924","11,341","16,265",23,707,214,493
WMB,Williams Cos Inc/The,"12,318","3,868","16,186",23,704,536,168
FSM,Fortuna Silver Mines Inc,"15,097",922,"16,019",23,696,656,40
GRPN,Groupon Inc,"12,998","2,964","15,962",23,694,565,129
SHOP,Shopify Inc,"7,343","8,608","15,951",23,694,319,374
HZNP,Horizon Pharma Plc,"14,311","1,610","15,921",23,692,622,70
EA,Electronic Arts Inc,"6,375","9,384","15,759",23,685,277,408
OAS,Oasis Petroleum Inc,"10,388","5,218","15,606",23,679,452,227
CRUS,Cirrus Logic Inc,"11,691","3,812","15,503",23,674,508,166
CSC,Computer Sciences Corp,"9,859","5,636","15,495",23,674,429,245
MDT,Medtronic PLC,"8,877","6,460","15,337",23,667,386,281
SLCA,US Silica Holdings Inc,"10,638","4,576","15,214",23,661,463,199
YUM,Yum! Brands Inc,"9,236","5,927","15,163",23,659,402,258
HRB,H&R Block Inc,"5,379","9,757","15,136",23,658,234,424
AKAM,Akamai Technologies Inc,"10,830","4,305","15,135",23,658,471,187
ETP,Energy Transfer Partners LP,"9,529","5,594","15,123",23,658,414,243
CSIQ,Canadian Solar Inc,"9,343","5,730","15,073",23,655,406,249
CTSH,Cognizant Technology Solutions Corp,"5,550","9,415","14,965",23,651,241,409
CARA,Cara Therapeutics Inc,"7,395","7,499","14,894",23,648,322,326
NTNX,Nutanix Inc,"7,006","7,853","14,859",23,646,305,341
RDSA,Royal Dutch Shell,"10,268","4,460","14,728",23,640,446,194
GBT,Global Blood Therapeutics Inc,"11,439","3,181","14,620",23,636,497,138
CBI,Chicago Bridge & Iron Co NV,"7,380","7,154","14,534",23,632,321,311
LB,L Brands Inc,"5,813","8,703","14,516",23,631,253,378
EXEL,Exelixis Inc,"11,231","3,210","14,441",23,628,488,140
ACIA,Acacia Communications Inc,"9,366","5,060","14,426",23,627,407,220
K,Kellogg Co,"9,476","4,925","14,401",23,626,412,214
MAT,Mattel Inc,"7,576","6,782","14,358",23,624,329,295
HUM,Humana Inc,"6,501","7,838","14,339",23,623,283,341
THC,Tenet Healthcare Corp,"6,079","8,260","14,339",23,623,264,359
GIS,General Mills Inc,"7,939","6,345","14,284",23,621,345,276
MDCO,Medicines Co/The,"8,970","5,280","14,250",23,620,390,230
SHAK,Shake Shack Inc,"7,260","6,904","14,164",23,616,316,300
LLY,Eli Lilly & Co,"8,934","5,215","14,149",23,615,388,227
MUX,McEwen Mining Inc,"2,634","11,505","14,139",23,615,115,500
IONS,Ionis Pharmaceuticals Inc,"9,801","4,250","14,051",23,611,426,185
ADSK,Autodesk Inc,"6,716","7,232","13,948",23,606,292,314
LNG,Cheniere Energy Inc,"9,003","4,921","13,924",23,605,391,214
EXAS,Exact Sciences Corp,"9,158","4,739","13,897",23,604,398,206
TSRO,TESARO Inc,"6,447","7,413","13,860",23,603,280,322
SGYP,Synergy Pharmaceuticals Inc,"11,372","2,414","13,786",23,599,494,105
PNRA,Panera Bread Co,"8,573","5,190","13,763",23,598,373,226
HBI,Hanesbrands Inc,"6,106","7,622","13,728",23,597,265,331
ACAD,ACADIA Pharmaceuticals Inc,"7,892","5,826","13,718",23,596,343,253
GNC,GNC Holdings Inc,"6,527","7,187","13,714",23,596,284,312
ANTM,Anthem Inc,"9,813","3,890","13,703",23,596,427,169
ISRG,Intuitive Surgical Inc,"6,799","6,817","13,616",23,592,296,296
VIAV,Viavi Solutions Inc,"9,467","4,080","13,547",23,589,412,177
WB,Weibo Corp,"8,356","5,148","13,504",23,587,363,224
FRED,Fred's Inc,"6,080","7,363","13,443",23,584,264,320
IP,International Paper Co,"7,531","5,754","13,285",23,578,327,250
CLVS,Clovis Oncology Inc,"9,645","3,541","13,186",23,573,419,154
CCJ,Cameco Corp,"9,718","3,449","13,167",23,572,423,150
CCMP,Cabot Microelectronics Corp,"13,048",79,"13,127",23,571,567,3
LEN,Lennar Corp,"5,863","7,184","13,047",23,567,255,312
AMT,American Tower Corp,"8,775","4,180","12,955",23,563,382,182
CMI,Cummins Inc,"3,524","9,403","12,927",23,562,153,409
LITE,Lumentum Holdings Inc,"10,438","2,314","12,752",23,554,454,101
SYT,Syngenta AG,"7,204","5,417","12,621",23,549,313,236
CME,CME Group Inc,"9,195","3,408","12,603",23,548,400,148
RCII,Rent-A-Center Inc/TX,"1,191","11,273","12,464",23,542,52,490
SIG,Signet Jewelers Ltd,"6,369","6,067","12,436",23,541,277,264
ILG,ILG Inc,546,"11,849","12,395",23,539,24,515
CTRP,Ctrip.com International Ltd,"8,044","4,268","12,312",23,535,350,186
VOD,Vodafone Group PLC,"7,867","4,428","12,295",23,535,342,193
NMBL,Nimble Storage Inc,"10,304","1,982","12,286",23,534,448,86
ST,Sensata Technologies Holding NV,"8,549","3,694","12,243",23,532,372,161
HCLP,Hi-Crush Partners LP,"8,647","3,358","12,005",23,522,376,146
LYB,LyondellBasell Industries NV,"5,269","6,732","12,001",23,522,229,293
KEY,KeyCorp,"8,810","2,995","11,805",23,513,383,130
OCN,Ocwen Financial Corp,"8,340","3,354","11,694",23,508,363,146
IMMR,Immersion Corp,"4,791","6,778","11,569",23,503,208,295
TTM,Tata Motors Ltd,"11,009",549,"11,558",23,503,479,24
BBT,BB&T Corp,"4,848","6,666","11,514",23,501,211,290
ETFC,E*TRADE Financial Corp,"8,707","2,785","11,492",23,500,379,121
CIT,CIT Group Inc,"8,755","2,716","11,471",23,499,381,118
CERN,Cerner Corp,"7,466","3,997","11,463",23,498,325,174
THO,Thor Industries Inc,"6,397","5,042","11,439",23,497,278,219
