Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV
GLUU,Glu Mobile Inc,"9,729","3,423","13,152",21,626,463,163
QEP,QEP Resources Inc,"1,544","11,471","13,015",21,620,74,546
CRC,California Resources Corp,"10,340","2,611","12,951",21,617,492,124
RL,Ralph Lauren Corp,"6,932","5,863","12,795",21,609,330,279
KMX,CarMax Inc,"8,063","4,674","12,737",21,607,384,223
CL,Colgate-Palmolive Co,"8,416","4,286","12,702",21,605,401,204
CPB,Campbell Soup Co,"4,134","8,546","12,680",21,604,197,407
URI,United Rentals Inc,"5,431","7,239","12,670",21,603,259,345
IMMU,Immunomedics Inc,"7,268","5,052","12,320",21,587,346,241
AVP,Avon Products Inc,"6,373","5,937","12,310",21,586,303,283
WSM,Williams-Sonoma Inc,"5,033","7,242","12,275",21,585,240,345
EGOV,NIC Inc,91,"12,097","12,188",21,580,4,576
ROST,Ross Stores Inc,"8,639","3,446","12,085",21,575,411,164
HUN,Huntsman Corp,"9,075","2,987","12,062",21,574,432,142
EL,Estee Lauder Cos Inc/The,"8,055","3,799","11,854",21,564,384,181
TPX,Tempur Sealy International Inc,"6,318","5,488","11,806",21,562,301,261
CREE,Cree Inc,"6,982","4,696","11,678",21,556,332,224
TDOC,Teladoc Inc,"5,696","5,971","11,667",21,556,271,284
TXMD,TherapeuticsMD Inc,"8,643","2,993","11,636",21,554,412,143
SHPG,Shire PLC,"1,893","9,699","11,592",21,552,90,462
JCI,Johnson Controls International plc,"4,808","6,782","11,590",21,552,229,323
HDS,HD Supply Holdings Inc,"10,570",951,"11,521",21,549,503,45
TOL,Toll Brothers Inc,"6,485","5,035","11,520",21,549,309,240
BOX,Box Inc,"5,815","5,688","11,503",21,548,277,271
GWW,WW Grainger Inc,"5,975","5,426","11,401",21,543,285,258
SPG,Simon Property Group Inc,"4,011","7,375","11,386",21,542,191,351
SIRI,Sirius XM Holdings Inc,"9,368","1,966","11,334",21,540,446,94
DVAX,Dynavax Technologies Corp,"7,795","3,533","11,328",21,539,371,168
GD,General Dynamics Corp,"7,528","3,741","11,269",21,537,358,178
FOSL,Fossil Group Inc,"3,957","7,230","11,187",21,533,188,344
HL,Hecla Mining Co,"7,176","3,928","11,104",21,529,342,187
TTM,Tata Motors Ltd,"9,655","1,395","11,050",21,526,460,66
MELI,MercadoLibre Inc,"5,900","5,115","11,015",21,525,281,244
BK,Bank of New York Mellon Corp/The,"6,537","4,461","10,998",21,524,311,212
AEM,Agnico Eagle Mines Ltd,"4,064","6,919","10,983",21,523,194,329
AMT,American Tower Corp,"6,755","4,110","10,865",21,517,322,196
CCJ,Cameco Corp,"7,774","3,057","10,831",21,516,370,146
SAGE,Sage Therapeutics Inc,"7,043","3,756","10,799",21,514,335,179
EXAS,Exact Sciences Corp,"5,377","5,408","10,785",21,514,256,258
ZTO,ZTO Express Cayman Inc,"10,177",580,"10,757",21,512,485,28
ADM,Archer-Daniels-Midland Co,"6,634","4,065","10,699",21,509,316,194
RF,Regions Financial Corp,"8,020","2,600","10,620",21,506,382,124
FSM,Fortuna Silver Mines Inc,"10,413",118,"10,531",21,501,496,6
CLVS,Clovis Oncology Inc,"6,738","3,787","10,525",21,501,321,180
HUM,Humana Inc,"6,857","3,637","10,494",21,500,327,173
PCG,PG&E Corp,"3,865","6,575","10,440",21,497,184,313
IGT,International Game Technology PLC,"9,454",982,"10,436",21,497,450,47
MCK,McKesson Corp,"2,167","8,237","10,404",21,495,103,392
ALK,Alaska Air Group Inc,"7,666","2,686","10,352",21,493,365,128
WUBA,58.com Inc,"4,952","5,382","10,334",21,492,236,256
KEM,KEMET Corp,"7,280","3,053","10,333",21,492,347,145
GSK,GlaxoSmithKline PLC,"7,847","2,478","10,325",21,492,374,118
QRVO,Qorvo Inc,"7,521","2,789","10,310",21,491,358,133
HOG,Harley-Davidson Inc,"6,020","4,269","10,289",21,490,287,203
BBT,BB&T Corp,"6,860","3,403","10,263",21,489,327,162
KERX,Keryx Biopharmaceuticals Inc,"6,479","3,760","10,239",21,488,309,179
CVNA,Carvana Co,"4,364","5,833","10,197",21,486,208,278
NCLH,Norwegian Cruise Line Holdings Ltd,"8,030","2,107","10,137",21,483,382,100
GOGO,Gogo Inc,"5,050","4,999","10,049",21,479,240,238
OMC,Omnicom Group Inc,"9,594",451,"10,045",21,478,457,21
SFM,Sprouts Farmers Market Inc,"7,842","2,198","10,040",21,478,373,105
AMTD,TD Ameritrade Holding Corp,"4,928","5,104","10,032",21,478,235,243
CHTR,Charter Communications Inc,"3,057","6,790","9,847",21,469,146,323
ACN,Accenture PLC,"4,705","5,111","9,816",21,467,224,243
MDXG,MiMedx Group Inc,"2,010","7,740","9,750",21,464,96,369
CNQ,Canadian Natural Resources Ltd,"6,706","3,020","9,726",21,463,319,144
ALGN,Align Technology Inc,"5,049","4,652","9,701",21,462,240,222
SPWR,SunPower Corp,"6,957","2,675","9,632",21,459,331,127
CC,Chemours Co/The,"5,375","4,196","9,571",21,456,256,200
STMP,Stamps.com Inc,"4,489","4,921","9,410",21,448,214,234
SKT,Tanger Factory Outlet Centers Inc,"3,342","5,998","9,340",21,445,159,286
WPX,WPX Energy Inc,"3,572","5,767","9,339",21,445,170,275
GLNG,Golar LNG Ltd,"7,553","1,751","9,304",21,443,360,83
LLY,Eli Lilly & Co,"5,768","3,472","9,240",21,440,275,165
PBI,Pitney Bowes Inc,"5,743","3,450","9,193",21,438,273,164
YPF,YPF SA,"6,621","2,559","9,180",21,437,315,122
PSX,Phillips 66,"6,060","3,095","9,155",21,436,289,147
HFC,HollyFrontier Corp,"4,738","4,393","9,131",21,435,226,209
HALO,Halozyme Therapeutics Inc,"7,402","1,701","9,103",21,433,352,81
STM,STMicroelectronics NV,"7,684","1,414","9,098",21,433,366,67
CNX,CNX Resources Corp,"7,310","1,785","9,095",21,433,348,85
CSIQ,Canadian Solar Inc,"5,121","3,948","9,069",21,432,244,188
NOV,National Oilwell Varco Inc,"5,563","3,467","9,030",21,430,265,165
AKAM,Akamai Technologies Inc,"6,211","2,794","9,005",21,429,296,133
GT,Goodyear Tire & Rubber Co/The,"6,086","2,899","8,985",21,428,290,138
ETN,Eaton Corp PLC,"7,198","1,738","8,936",21,426,343,83
DISCA,Discovery Communications Inc,"6,427","2,498","8,925",21,425,306,119
BAX,Baxter International Inc,"7,359","1,562","8,921",21,425,350,74
EDU,New Oriental Education & Technology Group Inc,"6,849","2,070","8,919",21,425,326,99
ANDV,Andeavor,"5,806","3,080","8,886",21,423,276,147
WY,Weyerhaeuser Co,"7,627","1,256","8,883",21,423,363,60
TRXC,TransEnterix Inc,"6,665","2,170","8,835",21,421,317,103
AZO,AutoZone Inc,"4,842","3,906","8,748",21,417,231,186
PAY,VeriFone Systems Inc,"2,727","5,980","8,707",21,415,130,285
AUY,Yamana Gold Inc,"6,009","2,696","8,705",21,415,286,128
ON,ON Semiconductor Corp,"7,166","1,520","8,686",21,414,341,72
ZION,Zions Bancorporation,"3,372","5,276","8,648",21,412,161,251
PLUG,Plug Power Inc,"6,647","1,983","8,630",21,411,317,94
TROX,Tronox Ltd,"3,511","5,091","8,602",21,410,167,242
CAH,Cardinal Health Inc,"3,909","4,645","8,554",21,407,186,221
BHP,BHP Billiton Ltd,"6,275","2,237","8,512",21,405,299,107
MLCO,Melco Resorts & Entertainment Ltd,"5,550","2,960","8,510",21,405,264,141
FAST,Fastenal Co,"4,611","3,844","8,455",21,403,220,183
NUE,Nucor Corp,"4,846","3,598","8,444",21,402,231,171
DISCK,Discovery Communications Inc,"2,211","6,231","8,442",21,402,105,297
ADP,Automatic Data Processing Inc,"5,026","3,381","8,407",21,400,239,161
HCLP,Hi-Crush Partners LP,"6,314","2,082","8,396",21,400,301,99
NKTR,Nektar Therapeutics,"5,579","2,771","8,350",21,398,266,132
CRUS,Cirrus Logic Inc,"5,700","2,631","8,331",21,397,271,125
EXEL,Exelixis Inc,"5,833","2,407","8,240",21,392,278,115
SKX,Skechers U.S.A. Inc,"5,972","2,255","8,227",21,392,284,107
OHI,Omega Healthcare Investors Inc,"3,095","5,090","8,185",21,390,147,242
BRFS,BRF SA,"4,726","3,405","8,131",21,387,225,162
BLK,BlackRock Inc,"5,119","3,006","8,125",21,387,244,143
YUM,Yum! Brands Inc,"4,791","3,302","8,093",21,385,228,157
STI,SunTrust Banks Inc,"5,752","2,327","8,079",21,385,274,111
MCHP,Microchip Technology Inc,"4,751","3,321","8,072",21,384,226,158
AU,AngloGold Ashanti Ltd,"4,532","3,538","8,070",21,384,216,168
BKD,Brookdale Senior Living Inc,"7,407",632,"8,039",21,383,353,30
GNC,GNC Holdings Inc,"3,724","4,315","8,039",21,383,177,205
NEE,NextEra Energy Inc,"4,706","3,328","8,034",21,383,224,158
PVG,Pretium Resources Inc,"6,730","1,301","8,031",21,382,320,62
TIME,Time Inc,"5,699","2,275","7,974",21,380,271,108
FOX,Twenty-First Century Fox Inc,"1,259","6,697","7,956",21,379,60,319
SAN,Banco Santander SA,"6,956",996,"7,952",21,379,331,47
BUFF,Blue Buffalo Pet Products Inc,"4,819","3,127","7,946",21,378,229,149
PBYI,Puma Biotechnology Inc,"5,382","2,558","7,940",21,378,256,122
CAKE,Cheesecake Factory Inc/The,"4,673","3,203","7,876",21,375,223,153
NOK,Nokia OYJ,"6,745","1,054","7,799",21,371,321,50
WM,Waste Management Inc,"6,934",853,"7,787",21,371,330,41
WHR,Whirlpool Corp,"2,928","4,850","7,778",21,370,139,231
CMA,Comerica Inc,"4,331","3,340","7,671",21,365,206,159
MTCH,Match Group Inc,"5,454","2,194","7,648",21,364,260,104
HOLX,Hologic Inc,"4,270","3,330","7,600",21,362,203,159
RLGY,Realogy Holdings Corp,"3,182","4,402","7,584",21,361,152,210
RDFN,Redfin Corp,"3,742","3,816","7,558",21,360,178,182
INCY,Incyte Corp,"3,268","4,288","7,556",21,360,156,204
BWLD,Buffalo Wild Wings Inc,"3,317","4,215","7,532",21,359,158,201
GRMN,Garmin Ltd,"5,712","1,783","7,495",21,357,272,85
CMCM,Cheetah Mobile Inc,"4,591","2,898","7,489",21,357,219,138
OTIC,Otonomy Inc,"6,327","1,144","7,471",21,356,301,54
RIO,Rio Tinto PLC,"2,624","4,818","7,442",21,354,125,229
TGTX,TG Therapeutics Inc,"6,091","1,350","7,441",21,354,290,64
BRCD,Brocade Communications Systems Inc,"4,756","2,670","7,426",21,354,226,127
IRBT,iRobot Corp,"3,723","3,694","7,417",21,353,177,176
CHS,Chico's FAS Inc,"1,571","5,810","7,381",21,351,75,277
SBGI,Sinclair Broadcast Group Inc,"5,352","2,027","7,379",21,351,255,97
FRTA,Forterra Inc,"6,077","1,278","7,355",21,350,289,61
VOC,Voc Energy Trust,"5,831","1,498","7,329",21,349,278,71
TRGP,Targa Resources Corp,"3,532","3,793","7,325",21,349,168,181
NFX,Newfield Exploration Co,"4,856","2,462","7,318",21,348,231,117
EXC,Exelon Corp,"6,078","1,229","7,307",21,348,289,59
LFC,China Life Insurance Co Ltd,"5,039","2,246","7,285",21,347,240,107
NVAX,Novavax Inc,"6,153","1,108","7,261",21,346,293,53
WRLD,World Acceptance Corp,"7,083",164,"7,247",21,345,337,8
L,Loews Corp,"7,075",165,"7,240",21,345,337,8
PLCE,Children's Place Inc/The,"5,619","1,578","7,197",21,343,268,75
HCA,HCA Healthcare Inc,"3,255","3,908","7,163",21,341,155,186
AFL,Aflac Inc,"5,892","1,261","7,153",21,341,281,60
MXIM,Maxim Integrated Products Inc,"6,766",371,"7,137",21,340,322,18
EW,Edwards Lifesciences Corp,"3,532","3,597","7,129",21,339,168,171
ECA,Encana Corp,"3,246","3,840","7,086",21,337,155,183
FIVE,Five Below Inc,"3,797","3,285","7,082",21,337,181,156
XLNX,Xilinx Inc,"4,645","2,411","7,056",21,336,221,115
SO,Southern Co/The,"4,629","2,372","7,001",21,333,220,113
SYY,Sysco Corp,"6,279",693,"6,972",21,332,299,33
MZOR,Mazor Robotics Ltd,"4,018","2,919","6,937",21,330,191,139
CS,Credit Suisse Group AG,"5,876","1,024","6,900",21,329,280,49
STZ,Constellation Brands Inc,"3,026","3,835","6,861",21,327,144,183
VHC,VirnetX Holding Corp,"4,687","2,145","6,832",21,325,223,102
VMC,Vulcan Materials Co,"5,706","1,123","6,829",21,325,272,53
GTN,Gray Television Inc,783,"6,033","6,816",21,325,37,287
EQT,EQT Corp,"4,107","2,691","6,798",21,324,196,128
ABC,AmerisourceBergen Corp,"4,399","2,380","6,779",21,323,209,113
NOC,Northrop Grumman Corp,"3,436","3,341","6,777",21,323,164,159
XON,Intrexon Corp,"4,905","1,859","6,764",21,322,234,89
INFY,Infosys Ltd,"4,253","2,475","6,728",21,320,203,118
DATA,Tableau Software Inc,"3,495","3,186","6,681",21,318,166,152
SSYS,Stratasys Ltd,"3,770","2,876","6,646",21,316,180,137
PNK,Pinnacle Entertainment Inc,"6,206",437,"6,643",21,316,296,21
CGNX,Cognex Corp,"4,566","2,041","6,607",21,315,217,97
FITB,Fifth Third Bancorp,"4,178","2,426","6,604",21,314,199,116
NSC,Norfolk Southern Corp,"4,093","2,482","6,575",21,313,195,118
EMES,Emerge Energy Services LP,"6,186",377,"6,563",21,313,295,18
SHAK,Shake Shack Inc,"4,192","2,352","6,544",21,312,200,112
ACAD,ACADIA Pharmaceuticals Inc,"4,872","1,671","6,543",21,312,232,80
ZIOP,ZIOPHARM Oncology Inc,"4,253","2,271","6,524",21,311,203,108
LCI,Lannett Co Inc,"1,340","5,179","6,519",21,310,64,247
KBR,KBR Inc,"4,541","1,962","6,503",21,310,216,93
AFSI,AmTrust Financial Services Inc,"3,681","2,787","6,468",21,308,175,133
DUK,Duke Energy Corp,"4,824","1,640","6,464",21,308,230,78
CERN,Cerner Corp,"4,123","2,292","6,415",21,305,196,109
FNV,Franco-Nevada Corp,"4,034","2,345","6,379",21,304,192,112
A,Agilent Technologies Inc,"4,169","2,206","6,375",21,304,199,105
ATI,Allegheny Technologies Inc,"2,166","4,189","6,355",21,303,103,199
OMER,Omeros Corp,"4,017","2,290","6,307",21,300,191,109
CLMT,Calumet Specialty Products Partners LP,"4,679","1,616","6,295",21,300,223,77
FTI,TechnipFMC PLC,"5,853",427,"6,280",21,299,279,20
PX,Praxair Inc,"1,541","4,733","6,274",21,299,73,225
EVHC,Envision Healthcare Corp,"3,800","2,429","6,229",21,297,181,116
AXDX,Accelerate Diagnostics Inc,"2,501","3,726","6,227",21,297,119,177
ARNC,Arconic Inc,"4,289","1,935","6,224",21,296,204,92
ILMN,Illumina Inc,"4,149","2,059","6,208",21,296,198,98
IP,International Paper Co,"4,922","1,232","6,154",21,293,234,59
YUMC,Yum China Holdings Inc,"4,516","1,623","6,139",21,292,215,77
WIX,Wix.com Ltd,"3,899","2,209","6,108",21,291,186,105
TWNK,Hostess Brands Inc,"4,320","1,771","6,091",21,290,206,84
EXPR,Express Inc,"2,953","3,125","6,078",21,289,141,149
Z,Zillow Group Inc,"3,537","2,509","6,046",21,288,168,119
XRF,China Rapid Finance Ltd,"4,217","1,782","5,999",21,286,201,85
PSTG,Pure Storage Inc,"4,747","1,230","5,977",21,285,226,59
INTU,Intuit Inc,"3,546","2,415","5,961",21,284,169,115
HRB,H&R Block Inc,"1,651","4,295","5,946",21,283,79,205
BG,Bunge Ltd,"4,422","1,473","5,895",21,281,211,70
ICPT,Intercept Pharmaceuticals Inc,"4,291","1,594","5,885",21,280,204,76
FLEX,Flex Ltd,"5,266",593,"5,859",21,279,251,28
NGL,NGL Energy Partners LP,"5,075",757,"5,832",21,278,242,36
ETM,Entercom Communications Corp,"4,561","1,203","5,764",21,274,217,57
PCAR,PACCAR Inc,"3,985","1,779","5,764",21,274,190,85
NOW,ServiceNow Inc,"3,359","2,386","5,745",21,274,160,114
BSM,Black Stone Minerals LP,"5,404",323,"5,727",21,273,257,15
BAS,Basic Energy Services Inc,"5,718",0,"5,718",21,272,272,0
SQM,Sociedad Quimica y Minera de Chile SA,"4,134","1,583","5,717",21,272,197,75
WRK,WestRock Co,"4,048","1,665","5,713",21,272,193,79
BIG,Big Lots Inc,"4,200","1,488","5,688",21,271,200,71
ILG,ILG Inc,"4,729",956,"5,685",21,271,225,46
ANTM,Anthem Inc,"1,692","3,985","5,677",21,270,81,190
USG,USG Corp,"4,486","1,169","5,655",21,269,214,56
HIIQ,Health Insurance Innovations Inc,"3,906","1,725","5,631",21,268,186,82
PRU,Prudential Financial Inc,"3,854","1,759","5,613",21,267,184,84
NAT,Nordic American Tankers Ltd,"1,592","4,010","5,602",21,267,76,191
ALXN,Alexion Pharmaceuticals Inc,"3,221","2,352","5,573",21,265,153,112
AGNC,AGNC Investment Corp,"3,148","2,384","5,532",21,263,150,114
PE,Parsley Energy Inc,"2,354","3,166","5,520",21,263,112,151
AAXN,Axon Enterprise Inc,"1,461","4,057","5,518",21,263,70,193
COT,Cott Corp,"4,756",713,"5,469",21,260,226,34
DXC,DXC Technology Co,"3,444","2,016","5,460",21,260,164,96
MMP,Magellan Midstream Partners LP,"3,180","2,273","5,453",21,260,151,108
OKE,ONEOK Inc,"4,016","1,434","5,450",21,260,191,68
JMEI,Jumei International Holding Ltd,"4,456",980,"5,436",21,259,212,47
RDC,Rowan Cos Plc,"5,115",315,"5,430",21,259,244,15
ITUB,Itau Unibanco Holding SA,"3,012","2,411","5,423",21,258,143,115
SSP,EW Scripps Co/The,"1,473","3,944","5,417",21,258,70,188
RDSB,Royal Dutch Shell,"3,173","2,221","5,394",21,257,151,106
SWK,Stanley Black & Decker Inc,"1,284","4,093","5,377",21,256,61,195
LL,Lumber Liquidators Holdings Inc,"3,092","2,269","5,361",21,255,147,108
AXON,Axovant Sciences Ltd,"2,892","2,467","5,359",21,255,138,117
MTZ,MasTec Inc,"1,373","3,962","5,335",21,254,65,189
KSU,Kansas City Southern,"3,281","2,043","5,324",21,254,156,97
BTI,British American Tobacco PLC,"4,771",551,"5,322",21,253,227,26
INFN,Infinera Corp,"2,608","2,684","5,292",21,252,124,128
DNR,Denbury Resources Inc,"4,405",858,"5,263",21,251,210,41
TSRO,TESARO Inc,"2,988","2,241","5,229",21,249,142,107
IVZ,Invesco Ltd,"4,315",913,"5,228",21,249,205,43
PIR,Pier 1 Imports Inc,671,"4,551","5,222",21,249,32,217
CVE,Cenovus Energy Inc,"3,919","1,298","5,217",21,248,187,62
EROS,Eros International PLC,"3,186","2,027","5,213",21,248,152,97
FTNT,Fortinet Inc,"2,555","2,644","5,199",21,248,122,126
APO,Apollo Global Management LLC,"4,224",969,"5,193",21,247,201,46
SC,Santander Consumer USA Holdings Inc,"2,342","2,849","5,191",21,247,112,136
NLY,Annaly Capital Management Inc,"2,571","2,607","5,178",21,247,122,124
GES,Guess? Inc,"2,975","2,199","5,174",21,246,142,105
LOXO,Loxo Oncology Inc,"1,779","3,395","5,174",21,246,85,162
GALT,Galectin Therapeutics Inc,"2,103","3,060","5,163",21,246,100,146
OCN,Ocwen Financial Corp,"3,295","1,868","5,163",21,246,157,89
EGN,Energen Corp,"4,024","1,128","5,152",21,245,192,54
FDC,First Data Corp,"2,772","2,326","5,098",21,243,132,111
MAS,Masco Corp,"3,515","1,583","5,098",21,243,167,75
KBH,KB Home,"3,511","1,578","5,089",21,242,167,75
HSY,Hershey Co/The,"3,268","1,801","5,069",21,241,156,86
SOHU,Sohu.com Inc,"4,203",857,"5,060",21,241,200,41
TSM,Taiwan Semiconductor Manufacturing Co Ltd,"2,350","2,699","5,049",21,240,112,129
NTLA,Intellia Therapeutics Inc,"2,889","2,095","4,984",21,237,138,100
PNC,PNC Financial Services Group Inc/The,"3,607","1,362","4,969",21,237,172,65
LSI,Life Storage Inc,"1,860","3,107","4,967",21,237,89,148
YRD,Yirendai Ltd,"1,734","3,216","4,950",21,236,83,153
FMSA,Fairmount Santrol Holdings Inc,"3,364","1,543","4,907",21,234,160,73
COHR,Coherent Inc,"2,333","2,572","4,905",21,234,111,122
ZN,Zion Oil & Gas Inc,"4,432",450,"4,882",21,232,211,21
DFS,Discover Financial Services,"3,157","1,717","4,874",21,232,150,82
JKS,JinkoSolar Holding Co Ltd,"2,455","2,417","4,872",21,232,117,115
BURL,Burlington Stores Inc,"1,658","3,186","4,844",21,231,79,152
REG,Regency Centers Corp,"4,099",743,"4,842",21,231,195,35
TIVO,TiVo Corp,"3,475","1,338","4,813",21,229,165,64
OSUR,OraSure Technologies Inc,"4,258",545,"4,803",21,229,203,26
RRGB,Red Robin Gourmet Burgers Inc,"2,961","1,841","4,802",21,229,141,88
XPO,XPO Logistics Inc,"3,389","1,411","4,800",21,229,161,67
BLUE,Bluebird Bio Inc,"3,130","1,645","4,775",21,227,149,78
STWD,Starwood Property Trust Inc,"2,633","2,134","4,767",21,227,125,102
PII,Polaris Industries Inc,"2,202","2,535","4,737",21,226,105,121
CRZO,Carrizo Oil & Gas Inc,"2,535","2,194","4,729",21,225,121,104
WATT,Energous Corp,"2,372","2,354","4,726",21,225,113,112
POST,Post Holdings Inc,"1,878","2,841","4,719",21,225,89,135
GERN,Geron Corp,"1,533","3,177","4,710",21,224,73,151
TSCO,Tractor Supply Co,"2,303","2,393","4,696",21,224,110,114
CYTK,Cytokinetics Inc,"2,890","1,800","4,690",21,223,138,86
NAVI,Navient Corp,852,"3,833","4,685",21,223,41,183
CCI,Crown Castle International Corp,"3,101","1,566","4,667",21,222,148,75
KMB,Kimberly-Clark Corp,"2,546","2,092","4,638",21,221,121,100
SDRL,Seadrill Ltd,"3,760",840,"4,600",21,219,179,40
HAS,Hasbro Inc,"2,531","2,058","4,589",21,219,121,98
ZGNX,Zogenix Inc,"3,187","1,399","4,586",21,218,152,67
ALL,Allstate Corp/The,"3,252","1,313","4,565",21,217,155,63
MPLX,MPLX LP,"3,737",825,"4,562",21,217,178,39
TCO,Taubman Centers Inc,"4,170",352,"4,522",21,215,199,17
HP,Helmerich & Payne Inc,"2,937","1,579","4,516",21,215,140,75
SJM,JM Smucker Co/The,"2,890","1,620","4,510",21,215,138,77
BERY,Berry Global Group Inc,"3,958",547,"4,505",21,215,188,26
CLX,Clorox Co/The,"2,987","1,488","4,475",21,213,142,71
SEDG,SolarEdge Technologies Inc,"2,598","1,861","4,459",21,212,124,89
EDIT,Editas Medicine Inc,"3,339","1,114","4,453",21,212,159,53
LPSN,LivePerson Inc,"2,977","1,469","4,446",21,212,142,70
VRTX,Vertex Pharmaceuticals Inc,"1,841","2,602","4,443",21,212,88,124
ACIA,Acacia Communications Inc,"2,395","2,031","4,426",21,211,114,97
VEEV,Veeva Systems Inc,"3,129","1,293","4,422",21,211,149,62
SNE,Sony Corp,"3,361","1,060","4,421",21,211,160,50
KEY,KeyCorp,"3,741",676,"4,417",21,210,178,32
ALNY,Alnylam Pharmaceuticals Inc,"3,017","1,399","4,416",21,210,144,67
TRVG,Trivago NV,"3,154","1,258","4,412",21,210,150,60
ZTS,Zoetis Inc,"3,455",952,"4,407",21,210,165,45
WBC,WABCO Holdings Inc,303,"4,080","4,383",21,209,14,194
TEAM,Atlassian Corp PLC,"2,955","1,389","4,344",21,207,141,66
TDC,Teradata Corp,"2,428","1,907","4,335",21,206,116,91
D,Dominion Energy Inc,"3,474",845,"4,319",21,206,165,40
NVO,Novo Nordisk A/S,"3,711",608,"4,319",21,206,177,29
TER,Teradyne Inc,"1,666","2,631","4,297",21,205,79,125
REV,Revlon Inc,344,"3,943","4,287",21,204,16,188
DOV,Dover Corp,"3,677",598,"4,275",21,204,175,28
RRD,RR Donnelley & Sons Co,"4,124",151,"4,275",21,204,196,7
CRR,CARBO Ceramics Inc,"3,059","1,215","4,274",21,204,146,58
HSIC,Henry Schein Inc,738,"3,526","4,264",21,203,35,168
SCCO,Southern Copper Corp,"3,773",477,"4,250",21,202,180,23
TSEM,Tower Semiconductor Ltd,"3,820",427,"4,247",21,202,182,20
PBF,PBF Energy Inc,"2,753","1,490","4,243",21,202,131,71
GPC,Genuine Parts Co,"2,886","1,355","4,241",21,202,137,65
TRUE,TrueCar Inc,"3,004","1,209","4,213",21,201,143,58
SYNA,Synaptics Inc,"2,331","1,847","4,178",21,199,111,88
GRUB,GrubHub Inc,"2,799","1,373","4,172",21,199,133,65
PENN,Penn National Gaming Inc,"3,769",389,"4,158",21,198,179,19
DGX,Quest Diagnostics Inc,"3,546",596,"4,142",21,197,169,28
CRTO,Criteo SA,"1,178","2,954","4,132",21,197,56,141
EVBG,Everbridge Inc,"3,741",384,"4,125",21,196,178,18
GNW,Genworth Financial Inc,"1,520","2,605","4,125",21,196,72,124
IPGP,IPG Photonics Corp,"2,813","1,303","4,116",21,196,134,62
PWR,Quanta Services Inc,"2,092","2,016","4,108",21,196,100,96
CHKP,Check Point Software Technologies Ltd,"1,979","2,128","4,107",21,196,94,101
IONS,Ionis Pharmaceuticals Inc,"3,160",946,"4,106",21,196,150,45
MXWL,Maxwell Technologies Inc,"1,373","2,728","4,101",21,195,65,130
NYT,New York Times Co/The,274,"3,825","4,099",21,195,13,182
GDDY,GoDaddy Inc,"2,218","1,859","4,077",21,194,106,89
HUBS,HubSpot Inc,783,"3,294","4,077",21,194,37,157
CPRX,Catalyst Pharmaceuticals Inc,"1,670","2,404","4,074",21,194,80,114
CXO,Concho Resources Inc,"2,723","1,346","4,069",21,194,130,64
PRGO,Perrigo Co PLC,"2,532","1,534","4,066",21,194,121,73
YRCW,YRC Worldwide Inc,"1,820","2,245","4,065",21,194,87,107
DNKN,Dunkin' Brands Group Inc,"2,006","2,057","4,063",21,193,96,98
KNX,Knight-Swift Transportation Holdings Inc,"2,381","1,678","4,059",21,193,113,80
VFC,VF Corp,"2,800","1,237","4,037",21,192,133,59
MVIS,MicroVision Inc,"4,002",32,"4,034",21,192,191,2
HDP,Hortonworks Inc,"3,874",150,"4,024",21,192,184,7
LBRDK,Liberty Broadband Corp,"4,001",11,"4,012",21,191,191,1
HLT,Hilton Worldwide Holdings Inc,"1,708","2,295","4,003",21,191,81,109
HBAN,Huntington Bancshares Inc/OH,"2,367","1,624","3,991",21,190,113,77
CB,Chubb Ltd,"2,043","1,940","3,983",21,190,97,92
ETSY,Etsy Inc,"2,156","1,824","3,980",21,190,103,87
SLM,SLM Corp,"3,032",931,"3,963",21,189,144,44
CARS,Cars.com Inc,"1,493","2,467","3,960",21,189,71,117
LEN,Lennar Corp,"2,602","1,317","3,919",21,187,124,63
NYCB,New York Community Bancorp Inc,"2,599","1,306","3,905",21,186,124,62
BGS,B&G Foods Inc,"2,891","1,007","3,898",21,186,138,48
BSTI,BEST Inc,"3,103",792,"3,895",21,185,148,38
XXII,22nd Century Group Inc,"3,273",622,"3,895",21,185,156,30
CDXC,ChromaDex Corp,"3,831",45,"3,876",21,185,182,2
PCRX,Pacira Pharmaceuticals Inc/DE,"2,872",998,"3,870",21,184,137,48
FE,FirstEnergy Corp,"3,290",577,"3,867",21,184,157,27
KNDI,Kandi Technologies Group Inc,"2,624","1,238","3,862",21,184,125,59
MULE,MuleSoft Inc,"1,849","2,009","3,858",21,184,88,96
HA,Hawaiian Holdings Inc,"2,682","1,175","3,857",21,184,128,56
SSRM,SSR Mining Inc,"2,736","1,117","3,853",21,183,130,53
CAVM,Cavium Inc,"1,987","1,857","3,844",21,183,95,88
ENT,Global Eagle Entertainment Inc,"3,125",685,"3,810",21,181,149,33
SNCR,Synchronoss Technologies Inc,"2,756","1,052","3,808",21,181,131,50
GOOS,Canada Goose Holdings Inc,"2,848",956,"3,804",21,181,136,46
FLR,Fluor Corp,"2,550","1,253","3,803",21,181,121,60
MTOR,Meritor Inc,"2,402","1,381","3,783",21,180,114,66
ZAYO,Zayo Group Holdings Inc,"3,080",678,"3,758",21,179,147,32
